nation=rotuma_island,The Queen's State of Rotuma Island,Left-wing Utopia,Frightening,Imploded,Corrupted
nation=compassionate_survivor,The Heart Founder of Compassionate Survivor,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=mindemoya,The Queen's State of Mindemoya,Corrupt Dictatorship,Average,Imploded,Outlawed
nation=arizona,The Disputed Territories of Arizona,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=architeuthis_deux,The Double Entendre of Architeuthis Deux,Iron Fist Socialists,World Benchmark,Imploded,Outlawed
nation=tout_kris,The Queen's State of Tout Kris,Psychotic Dictatorship,Outlawed,Struggling,Outlawed
nation=golden_goose,The Vegas Lovin' Goose of Golden Goose,Tyranny by Majority,Unheard Of,Imploded,Excellent
nation=pauls,The RORMS Defender of Pauls,Liberal Democratic Socialists,Very Good,Imploded,Superb
nation=zapato,The Grand Duchy of Zapato,Liberal Democratic Socialists,Average,Fragile,Superb
nation=gron,The Anarchy of Gron,Left-wing Utopia,Frightening,Imploded,Corrupted
nation=defensie,The Royal Dutch Armed Forces of Defensie,Democratic Socialists,Very Good,Imploded,Very Good
nation=rachel_morgan,The Principality of Rachel Morgan,Liberal Democratic Socialists,Good,Basket Case,Excellent
nation=antyr,The Colony of Antyr,Democratic Socialists,Average,Imploded,Some
nation=strina,The Matriarchy of Strina,Democratic Socialists,Some,Imploded,Below Average
nation=super_ninja7,The Dictatorship of Super Ninja7,Psychotic Dictatorship,Rare,Imploded,Outlawed
nation=the_democratic_peoples_republic_of_korea,The Jozevian Overseas Territory of The Democratic Peoples Republic of Korea,Democratic Socialists,Excellent,Struggling,Average
nation=vlearon,The Democratic States of Vlearon,Democratic Socialists,Some,Imploded,Excellent
nation=tyri,The Queen's State of Tyri,Liberal Democratic Socialists,Average,Fragile,Superb
nation=shadow_eagles,The Colony of Shadow Eagles,Psychotic Dictatorship,Outlawed,Imploded,Rare
nation=the_creator_of_chaos,The Borderlands of The Creator of Chaos,Corrupt Dictatorship,Very Good,Imploded,Outlawed
nation=paulsan,The People's Republic of Paulsan,Liberal Democratic Socialists,Very Good,Imploded,Superb
nation=the_frankish,The Return of The Frankish,Corrupt Dictatorship,Some,Imploded,Outlawed
nation=green,The Green Empire of Green,Authoritarian Democracy,Few,Imploded,Very Good
nation=shadow_tower,The Colony of Shadow Tower,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=uss_excalibur,The Republic of USS Excalibur,Liberal Democratic Socialists,Very Good,Imploded,Superb
nation=dystopia,The Psychotic Dictatorship of Dystopia,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=blue_canada,The Commonwealth of Blue Canada,Liberal Democratic Socialists,Very Good,Weak,Superb
nation=budapest,The Republic of Budapest,Left-wing Utopia,Frightening,Imploded,Corrupted
Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=paulsan,The People's Republic of Paulsan,Liberal Democratic Socialists,Very Good,Imploded,Superb
nation=the_frankish,The Return of The Frankish,Corrupt Dictatorship,Some,Imploded,Outlawed
nation=green,The Green Empire of Green,Authoritarian Democracy,Few,Imploded,Very Good
nation=shadow_tower,The Colony of Shadow Tower,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=uss_excalibur,The Republic of USS Excalibur,Liberal Democratic Socialists,Very Good,Imploded,Superb
nation=dystopia,The Psychotic Dictatorship of Dystopia,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=blue_canada,The Commonwealth of Blue Canada,Liberal Democratic Socialists,Very Good,Weak,Superb
nation=budapest,The Republic of Budapest,Left-wing Utopia,Frightening,Imploded,Corrupted
nation=tsoc,The Saints of Celts of TSoC,Democratic Socialists,Some,Imploded,Good
nation=austria,The Crownlands of Austria,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=malta,The Protectorate of Malta,Tyranny by Majority,Outlawed,Imploded,Superb
nation=xanderus,The Cantus of Xanderus,Democratic Socialists,Below Average,Struggling,Average
nation=raider,The Twix of Raider,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=yepa,The Ice Queen of Yepa,Liberal Democratic Socialists,Excellent,Imploded,Superb
nation=bad_sir,The Republic of Bad Sir,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=breault,The Queen's State of Breault,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=iosco,The Queen's State of Iosco,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=hayes_culver,The Queen's State of Hayes Culver,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=tehkummah,The Queen's State of Tehkummah,Corrupt Dictatorship,Below Average,Imploded,Outlawed
nation=test4345323,The Republic of Test4345323,Corrupt Dictatorship,Below Average,Imploded,Few
nation=ouatoueruuthynquyng,The Queen's State of Ouatoueruuthynquyng,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=grant_bigsby,The Queen's State of Grant Bigsby,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=osemon,The Utopia of Osemon,Scandinavian Liberal Paradise,Superb,Imploded,Some
nation=kredowski,The United Socialist States of Kredowski,Psychotic Dictatorship,Some,Weak,Outlawed
nation=drava,The People's Republic of Drava,Psychotic Dictatorship,Unheard Of,Basket Case,Outlawed
nation=aideen,The Bonfire of Aideen,Scandinavian Liberal Paradise,Excellent,Imploded,Very Good
nation=puppeteer,The Dictatorship of Puppeteer,Authoritarian Democracy,Few,Imploded,Average
nation=hump_day,The Kingdom of Hump Day,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=aliq,The Holy Empire of Aliq,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=jamm,The Colony of Jamm,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=quim,The Armed Republic of Quim,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=tand,The Colony of Tand,Authoritarian Democracy,Outlawed,Imploded,Very Good
nation=diaf,The United Kingdom of Diaf,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=njen,The Jingoistic States of Njen,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=cidon,The Armed Republic of Cidon,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=grond,The Colony of Grond,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=spoox,The Protectorate of Spoox,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=zapen,The Armed Republic of Zapen,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=qados,The Dominion of Qados,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=zoyan,The Dictatorship of Zoyan,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=halvfthrodan,The Forsaken Isle of Halvfthrodan,Authoritarian Democracy,Unheard Of,Imploded,Below Average
nation=horgr,The Truast Leysa Overseas Nation of Horgr,Liberal Democratic Socialists,Excellent,Thriving,World Benchmark
nation=go_home,The Federation of Go Home,Psychotic Dictatorship,Outlawed,Imploded,Rare
nation=invader_darth,The Jingoistic States of Invader Darth,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=tancred,The Queen's State of Tancred,Psychotic Dictatorship,Unheard Of,Struggling,Outlawed
nation=trunk,The Queen's State of Trunk,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=alder_west,The Queen's State of Alder West,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=kothles,The Former Osiris Pharaoh of Kothles,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=vald,The State of Vald,Authoritarian Democracy,Outlawed,Imploded,Very Good
nation=bimora,The Queen's State of Bimora,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=srbt_4054,The United States of SRBT 4054,Tyranny by Majority,Few,Imploded,Excellent
nation=vinyelaujor,The Protectorate of Vinyelaujor,Authoritarian Democracy,Some,Imploded,Good
nation=ep_ranch,The Queen's State of EP Ranch,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=attacking,The Rogue Nation of Attacking,Psychotic Dictatorship,Few,Imploded,Outlawed
nation=invader_khan,The Sultanate of Invader Khan,Tyranny by Majority,Outlawed,Imploded,Corrupted
nation=roderick_ii,The Dwarfplanet of Roderick II,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=everything_is_fine_johz,The Eternal Reassurance of Everything is fine Johz,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=guard_16,The Pegasus of Guard 16,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=vixen_folly,The Dominion of Vixen Folly,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=xin_xang,The Protectorate of Xin Xang,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=you_too,The Empire of You Too,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=zen_zen,The Holy Empire of Zen Zen,Psychotic Dictatorship,Unheard Of,Imploded,Rare
nation=liex,The Queendom of Liex,Psychotic Dictatorship,Few,Imploded,Outlawed
nation=osobaya_poiskovo,The Queen's State of Osobaya Poiskovo,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=cryogan,The Disputed Territories of Cryogan,Psychotic Dictatorship,Few,Imploded,Outlawed
nation=cerro_azul,The Protectorate of Cerro Azul,Liberal Democratic Socialists,Excellent,Imploded,Excellent
nation=valtarre,The Very Volatile Vampire of Valtarre,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=evy,The Virgin Queendom of Evy,Psychotic Dictatorship,Outlawed,Basket Case,Outlawed
nation=hilde,The Legacy of Hilde,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=pauline_ix,The Anomaly of Pauline IX,Iron Fist Socialists,Superb,Imploded,Outlawed
nation=jo_viii,The Legacy of Jo VIII,Iron Fist Socialists,Superb,Struggling,Outlawed
nation=jati_x,The Queendom of Jati X,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=ynny,The Armed Republic of Ynny,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=melissa_x,The Anomaly of Melissa X,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=sophie_i,The Legacy of Sophie I,Psychotic Dictatorship,Few,Imploded,Outlawed
nation=sophie_vi,The Anomaly of Sophie VI,Authoritarian Democracy,Some,Imploded,Excellent
nation=hilly,The Colony of Hilly,Scandinavian Liberal Paradise,World Benchmark,Struggling,Very Good
nation=lien_i,The Legacy of Lien I,Democratic Socialists,Very Good,Imploded,Good
nation=annelies_x,The Liberty of Annelies X,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=buryat,The Republic of Buryat,Authoritarian Democracy,Some,Imploded,Good
nation=guard_29,The Pegasus of Guard 29,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=garrison_state,The Queen's State of Garrison State,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=manifold_caretakers,The Planetary Protectors of Manifold Caretakers,Corrupt Dictatorship,Good,Imploded,Unheard Of
nation=ravanian,The Magical Spells of Ravanian,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=the_faeries,The Queen of The Faeries,Scandinavian Liberal Paradise,Excessive,Basket Case,Excellent
nation=paulyn_i,The Anomaly of Paulyn I,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=sneep,The Dominion of Sneep,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=sunday_school_dropouts,The Subversive Society of Sunday School Dropouts,Scandinavian Liberal Paradise,Excessive,Basket Case,Average
nation=guard_43,The Pegasus of Guard 43,Psychotic Dictatorship,Rare,Imploded,Outlawed
nation=febe_ii,The Legacy of Febe II,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=axelle_iii,The Guarding Queendom of Axelle III,Democratic Socialists,Average,Basket Case,Some
nation=sabien_vi,The Virgin Queendom of Sabien VI,Psychotic Dictatorship,Few,Imploded,Unheard Of
nation=victor_borge,The Principality of Victor Borge,Liberal Democratic Socialists,Below Average,Imploded,Superb
nation=ann_xvii,The Liberty of Ann XVII,Psychotic Dictatorship,Unheard Of,Imploded,Outlawed
nation=victor_borge_7,The Borderlands of Victor Borge 7,Corrupt Dictatorship,Below Average,Imploded,Rare
nation=victor_borge_13,The Most Serene Republic of Victor Borge 13,Democratic Socialists,Very Good,Basket Case,Below Average
nation=sidney_reilly,The Arsenal of Sidney Reilly,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=guard_85,The Pegasus of Guard 85,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=constie,The Republic of Constie,Democratic Socialists,Below Average,Basket Case,Very Good
nation=sari_ii,The Liberty of Sari II,Psychotic Dictatorship,Few,Imploded,Outlawed
nation=armed_provo,The Queen's State of Armed Provo,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=bombonera,The Queen's State of Bombonera,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=bleeding,The Oppressed Peoples of Bleeding,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=gamma_delta,The Empire of Gamma Delta,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=a_fall,The Fallen Regions of A Fall,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=astafaria,The Principality of Astafaria,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=the_jelly_fish,The Holy Empire of The Jelly Fish,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=bombing_badlands,The Armed Republic of Bombing Badlands,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=longing_for_liberty,The Oppressed Peoples of Longing for Liberty,Psychotic Dictatorship,Rare,Imploded,Unheard Of
nation=hells_armies,The Armed Republic of Hells Armies,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=bhutan_warriors,The Free Land of Bhutan Warriors,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=abyssal_madness,The Jingoistic States of Abyssal Madness,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=two_jokers,The Empire of Two Jokers,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=doom_iii,The United States of Doom III,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=black_squadron,The Rogue Nation of Black Squadron,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=red_squadron,The Rogue Nation of Red Squadron,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=silver_squadron,The Rogue Nation of Silver Squadron,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=blue_squadron,The Rogue Nation of Blue Squadron,Psychotic Dictatorship,Outlawed,Basket Case,Outlawed
nation=purple_squadron,The Rogue Nation of Purple Squadron,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=gold_squadron,The Rogue Nation of Gold Squadron,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=red_and_black_freedom,The People's Republic of Red and Black Freedom,Democratic Socialists,Very Good,Basket Case,Excellent
nation=guard_100,The Pegasus of Guard 100,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=the_imperial_union_of_procrustes,The Empire of The Imperial Union of Procrustes,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=we_are_not_the_cia,The Rogue Agency of We Are Not The CIA,Psychotic Dictatorship,Few,Struggling,Outlawed
nation=npm,The United States of NPM,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=melinda_may,The Special Skill-Set of Melinda May,Corrupt Dictatorship,Some,Imploded,Outlawed
nation=the_waffen_ss_soldiers,The Tactical Battalion of The Waffen SS Soldiers,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=simamerica,The United States of SimAmerica,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=silver_dawn,The Confederacy of Silver Dawn,Liberal Democratic Socialists,Average,Basket Case,Superb
nation=a_common_treasury_for_all,The Most Serene Republic of A Common Treasury For All,Scandinavian Liberal Paradise,World Benchmark,Imploded,Some
nation=the_scarlet_witch,The Reality Altering World of The Scarlet Witch,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=enter_shadow,The Dominion of Enter Shadow,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=we_are_not_the_bnd,The Rogue Nation of We Are Not The BND,Liberal Democratic Socialists,Excellent,Imploded,Excellent
nation=anarchist_resistance,The Rise of Anarchist Resistance,Left-wing Utopia,Frightening,Imploded,World Benchmark
nation=ibe,The Queendom of Ibe,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=divine_cervine,The Benevolent Queendom of Divine Cervine,Democratic Socialists,Below Average,Frightening,Good
