Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=kyldellian_xezoden,The Third Social Alliance of Kyldellian Xezoden,Democratic Socialists,Below Average,Frightening,Good
nation=kyldellian_ancients,The Third Social Alliance of Kyldellian Ancients,Democratic Socialists,Good,Frightening,Very Good
nation=celtician,The Armed Republic of Celtician,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=the_dark_system,The Mafian Economic Extremist of The Dark System,Compulsory Consumerist State,Below Average,Frightening,Rare
nation=kyldellian_larxe,The Third Social Alliance of Kyldellian Larxe,Democratic Socialists,Below Average,Frightening,Very Good
nation=kyldellian_paloxe,The Third Social Alliance of Kyldellian Paloxe,Democratic Socialists,Below Average,Frightening,Good
nation=liberal_liberals,The CUP-Eladeni Isocracy of Liberal Liberals,Left-wing Utopia,World Benchmark,Fragile,Superb
nation=kyldellian_myral,The Third Social Alliance of Kyldellian Myral,Democratic Socialists,Average,Frightening,Good
nation=the_palace_of_god_2,The Federal Sovereign State of The palace of God 2,Democratic Socialists,Very Good,Frightening,Excellent
nation=fortune1,The Nak Nakian WA Embassy of Fortune1,Civil Rights Lovefest,Superb,Reasonable,Excellent
nation=papajacky,The Dominion of PapaJacky,Democratic Socialists,Excellent,Frightening,Very Good
nation=universal_utopian_state,The Socialist Empire of Universal Utopian State,Democratic Socialists,Very Good,Frightening,Very Good
nation=stoklomolvi,The Liaoist Federation of Stoklomolvi,New York Times Democracy,Very Good,Frightening,Superb
nation=alphacon,The Most Serene Republic of Alphacon,Democratic Socialists,Good,Frightening,Good
nation=kyldellian_anora,The Third Social Alliance of Kyldellian Anora,Democratic Socialists,Good,Frightening,Very Good
nation=kyldellian_gervil,The Third Social Alliance of Kyldellian Gervil,Democratic Socialists,Below Average,Frightening,Very Good
nation=kyldellian_galnge,The Third Social Alliance of Kyldellian Galnge,Democratic Socialists,Below Average,Frightening,Very Good
nation=alragone,The Third Social Alliance of Alragone,Democratic Socialists,Average,Frightening,Very Good
nation=athretvari,The High-Technate of Athretvari,New York Times Democracy,Very Good,Frightening,Excellent
nation=kyldellian_xtugon,The Third Social Alliance of Kyldellian Xtugon,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=soviet_federative_socialists,The Alien Nation of Soviet Federative Socialists,Left-Leaning College State,Superb,Frightening,Excellent
nation=kyldellian_coltra,The Third Social Alliance of Kyldellian Coltra,Democratic Socialists,Good,Frightening,Good
nation=the_campbell_nation,The Peoples Federation of The Campbell Nation,Libertarian Police State,Superb,Frightening,Unheard Of
nation=divine_cervine,The Benevolent Queendom of Divine Cervine,Democratic Socialists,Below Average,Frightening,Good
nation=mexican_liberation,The Grand Imperium of Divinity of Mexican Liberation,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=kilobugya,The Socialist Republic of Kilobugya,Left-wing Utopia,Superb,Strong,Superb
nation=kyldellian_dracoland,The Third Social Alliance of Kyldellian Dracoland,Democratic Socialists,Average,Frightening,Very Good
nation=blargoblarg,The Socialist Empire of Blargoblarg,Corrupt Dictatorship,Average,Fair,Unheard Of
nation=tyronian_socialist_state,The Flebeist Empire of Tyronian Socialist State,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=havl,The Nation State of Havl,Left-wing Utopia,Superb,Fair,Superb
nation=kyldellian_berben,The Third Social Alliance of Kyldellian Berben,Democratic Socialists,Average,Frightening,Excellent
nation=kyldellian_bilge,The Third Social Alliance of Kyldellian Bilge,Democratic Socialists,Good,Frightening,Very Good
nation=papabellum,The Matriarchy of PapaBellum,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=moftan,The Equal Opportunity Nation of Moftan,Democratic Socialists,Average,Weak,Excellent
nation=corsaria,The Empire of Corsaria,Corrupt Dictatorship,Average,Powerhouse,Unheard Of
nation=the_ctan_species,The ExaCivilization of The Ctan Species,Democratic Socialists,Excellent,Frightening,Excellent
nation=cyclodeom,The Third Social Alliance of Cyclodeom,Democratic Socialists,Some,Frightening,Very Good
nation=a_baddon,The Armed Republic of A baddon,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=kyldellian_julbelf,The Third Social Alliance of Kyldellian Julbelf,Democratic Socialists,Average,Frightening,Very Good
nation=golanchia,The Socialist People's Democracy of Golanchia,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=ferrianona,The Green Regency of Ferrianona,Democratic Socialists,Some,Frightening,Average
nation=applejacky,The Agricultural Paradise of AppleJacky,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=godular,The An'Kazar Control Framework of Godular,Civil Rights Lovefest,Excellent,Frightening,Excellent
nation=terenori,The Third Social Alliance of Terenori,Democratic Socialists,Average,Frightening,Very Good
nation=kylarnatia,The Ancient Empire of Kylarnatia,Left-Leaning College State,Excessive,Frightening,Good
nation=half-milers,The Classy Realm of Half-Milers,Civil Rights Lovefest,Frightening,Frightening,Widely Abused
nation=the_seid,The Hivemind of The Seid,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=dragodon,The Dragonic Dictatorship of Dragodon,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=tokora,The Democratic Republic of Tokora,Democratic Socialists,Good,Frightening,Good
nation=outer_sparta,The Kingdom of Outer Sparta,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=grantine,The Philosopher Kingdom of Grantine,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=steenia,The Environmental Protectorate of Steenia,Scandinavian Liberal Paradise,Excellent,Weak,Excellent
nation=supreme_lord_kane,The KINGDOM of Supreme Lord KANE,Democratic Socialists,Average,Frightening,Few
nation=timao,The Fielzão of Timao,New York Times Democracy,Excellent,Strong,Superb
nation=elejamie,The Unified Tracts of Elejamie,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=dra-pol,The Kurosite People's Republic of Dra-pol,Psychotic Dictatorship,Unheard Of,All-Consuming,Unheard Of
nation=fauzjhia,The Communist Easter Egg Kingdom of Fauzjhia,Left-wing Utopia,Superb,Frightening,Superb
nation=taineizbria,The Zombie Fauzjhian Province of Taineizbria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=evilcia,The Zombie Prolife Kingdom of Evilcia,Left-wing Utopia,Superb,Frightening,Superb
nation=countriopia,The Democratic Republic of Countriopia,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=mozworld,The Eco-Republic of Mozworld,Democratic Socialists,Some,Fair,Average
nation=sigma_octavus,The Great Desert of Sigma Octavus,Iron Fist Consumerists,Rare,All-Consuming,Rare
nation=anon_zytose,The Academy of Anon Zytose,Civil Rights Lovefest,Superb,Frightening,Excessive
nation=saltanyas,The Republic of Saltanyas,Left-wing Utopia,Frightening,Frightening,Corrupted
nation=independent_federation_of_croatia,The Dictatorship of Independent Federation of Croatia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=marthuania,The Federation of Marthuania,Democratic Socialists,Some,Frightening,Average
nation=dutchyland,The Mystical Isles of Dutchyland,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=new_chilokver,The Lucky of New Chilokver,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=the_necrontyr,The Eternal Empire of The Necrontyr,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=star_city,The Haderanian Polity of Star City,Liberal Democratic Socialists,Excellent,Developing,Excellent
nation=hc_eredivisie,The Thirteen Zombie Hells of HC Eredivisie,Iron Fist Consumerists,Few,Frightening,Few
nation=kyldellian_mencorp,The Warzone States of Kyldellian Mencorp,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=bhrazjhia,The Zombie Fauzjhian Provincie of Bhrazjhia,Left-wing Utopia,Superb,Frightening,Superb
nation=croldai,The Theocracy of Croldai,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=americad,The Unassuming Puppet State of Americad,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=kampfgruppe_400,The Metal Empire of Kampfgruppe 400,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=minahasa,The Confederated Communes of Minahasa,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=greater_cuba,The Great Scientific Polity of Greater Cuba,Civil Rights Lovefest,Superb,All-Consuming,World Benchmark
nation=lunheizria,The Zombie Fauzjhian Province of Lunheizria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=herya,The Empire of Herya,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=darkium,The Galactic Imperium Invictum of Darkium,Corrupt Dictatorship,Excellent,Frightening,Rare
nation=valerion,The Union of Valerion,Father Knows Best State,Good,Frightening,Outlawed
nation=sasten,The United Kingdom of Sasten,Scandinavian Liberal Paradise,Superb,Frightening,Some
nation=independent_planets,The Concordium of Independent Planets,Democratic Socialists,Very Good,Frightening,Good
nation=kyldellian_zereack,The Warzone States of Kyldellian Zereack,Democratic Socialists,Excellent,Frightening,Excellent
nation=greater_istanistan,The Council Republic of Greater Istanistan,Civil Rights Lovefest,Superb,Frightening,Superb
nation=zamri1138,The Weirdo Empire of Zamri1138,Corrupt Dictatorship,Below Average,Frightening,Unheard Of
nation=farrakhan,The Holy Empire of Farrakhan,Democratic Socialists,Excellent,Frightening,Very Good
nation=the_yahya,The Holy Empire of The Yahya,Liberal Democratic Socialists,Some,Frightening,Excellent
nation=auceanznia,The Zombie Fauzjhian Province of Auceanznia,Left-wing Utopia,Superb,Frightening,Superb
nation=holy_oranz,The Ecclesiocracy of Holy Oranz,Left-wing Utopia,Frightening,Frightening,Superb
nation=schala,The Disputed Territories of Schala,Corrupt Dictatorship,Below Average,Frightening,Unheard Of
nation=rolass,The World State Empire of ROLASS,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=cedoria,The People's Republic of Cedoria,Corrupt Dictatorship,Good,Frightening,Unheard Of
nation=greater_new_indus,The Interdimensional Confederacy of Greater New Indus,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=thalasse,The PS2 Puppet of Thalasse,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=kyldellian_gilge,The Warzone States of Kyldellian Gilge,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=oppressiah,The Oppressing Oppressers of Oppressiah,Psychotic Dictatorship,Outlawed,Developing,Unheard Of
nation=cernomia,The Blessed Crown of Cernomia,Mother Knows Best State,Below Average,Frightening,Unheard Of
nation=king_rankmore,The Kingdom of King Rankmore,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=despoticania,The Despotic Dictatorship of Despoticania,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=minchioria,The Transhuman Communist State of Minchioria,Democratic Socialists,Good,Frightening,Very Good
nation=blancovia,The Dominion of Blancovia,Iron Fist Consumerists,Few,Frightening,Rare
nation=arutiise,The Nuhaatyc Republic of Arutiise,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=cruciland,The Fascist Legion of Cruciland,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=the_sinclarian_provinces,The United Socialist Republic of The Sinclarian Provinces,Libertarian Police State,Superb,Frightening,Rare
nation=socialist_xlyvania,The Imprial Mpir of Socialist Xlyvania,Democratic Socialists,Below Average,Frightening,Very Good
nation=josephland,The Corporate Dictatorship of Josephland,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=shmoolandia,The Socialistic Bureaucracy of Shmoolandia,Corrupt Dictatorship,Very Good,Frightening,Few
nation=complexo,The Numerical Set of Complexo,Democratic Socialists,Excellent,Frightening,Very Good
nation=senshu,The Republic of Senshu,Left-wing Utopia,Superb,Very Strong,Superb
nation=qvait,The Valkyrian Republic of Qvait,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=zachtia,The Human-Pony Alliance of Zachtia,Left-wing Utopia,Excellent,Frightening,Superb
nation=mystery7,The Empire of Mystery7,Democratic Socialists,Below Average,Frightening,Average
nation=marxiststatesunited,The Self-Governing People of MarxistStatesUnited,Psychotic Dictatorship,Outlawed,Struggling,Outlawed
nation=chemung,The Christmas Zombie Horde of Chemung,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=the_imperium_collectives,The Northern Lordships and Isles of The Imperium Collectives,Psychotic Dictatorship,Some,Frightening,Rare
nation=aggro,The Ten Thousand Dharma Gates of Aggro,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=rekasneg,The Power and Glory of Rekasneg,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=gaberel,The Empire of Gaberel,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=g3n13,The Extremely Oppressed Peoples of G3N13,Iron Fist Socialists,Excellent,Frightening,Few
nation=aguaria_major,The Transoceanic Republic of Aguaria Major,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=the_therians,The Universal State of The Therians,Left-wing Utopia,Excellent,Frightening,Excellent
nation=xenan_kingdom,The Superstate of Xenan Kingdom,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=abu_ammar,The Holiest Flavor of ABU AMMAR,Father Knows Best State,Some,Frightening,Unheard Of
nation=lakanaba,The Council Chambers of Lakanaba,Left-Leaning College State,Superb,Frightening,Good
nation=alanis_star,The Clarissa's Vagrant Persona of Alanis Star,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=monterey_bay_aquarium,The Environmentalists of Monterey Bay Aquarium,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=cquuzal,The Eternal Empire of Cquuzal,Corrupt Dictatorship,Excellent,Frightening,Rare
nation=avaerilon,The Magnificent Kingdom of Avaerilon,Civil Rights Lovefest,Excessive,Frightening,Widely Abused
nation=kalmykhia,The Federated Communes of Kalmykhia,Corrupt Dictatorship,Average,Frightening,Rare
nation=the_real_matrix,The Little Brotherhood of The Real Matrix,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=the_strategic_air_command,The United Stratocratic States of The Strategic Air Command,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=yannia,The Nudist States of Yannia,Left-wing Utopia,Excessive,Frightening,Superb
nation=the_clockwork_republic,The Technocracy of The Clockwork Republic,Democratic Socialists,Excellent,Frightening,Excellent
nation=mograpelandia,The Idyllic Paradise of Mograpelandia,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=demeter,The Mystery Cult of Demeter,Democratic Socialists,Good,Frightening,Very Good
nation=kauru_taurus,The Juraihelm-allied El Hazard of Kauru Taurus,Corrupt Dictatorship,Below Average,Developing,Few
nation=albarusija,The Socialist Federal Republic of Albarusija,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=clench,The Popsicle Pete Nation of Clench,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=demmania,The Great Country of Demmania,Left-Leaning College State,Excellent,Frightening,Excellent
nation=aurora_islands,The Armed Corporations of Aurora Islands,Capitalist Paradise,Very Good,Frightening,Very Good
nation=che_triumphant,The Sanctuary of Che Triumphant,Democratic Socialists,Very Good,Frightening,Good
nation=theorin,The Dracocracy of Theorin,New York Times Democracy,Average,Frightening,Excellent
nation=the_cud,The CUP Imperial Province of The CUD,Inoffensive Centrist Democracy,Excellent,Frightening,Some
nation=trotterdam,The Principality of Trotterdam,Left-Leaning College State,Superb,Frightening,Excellent
nation=treznor,The Empire of Treznor,Democratic Socialists,Good,Frightening,Very Good
nation=the_land_of_the_red_rainbow,The Glorious Armed Proletariat of The Land of the Red Rainbow,Iron Fist Socialists,Superb,Frightening,Outlawed
nation=basementees,The Burman Kakistocracy of Basementees,Democratic Socialists,Very Good,Frightening,Average
nation=zavea,The Federation of Zavea,Democratic Socialists,Good,Frightening,Below Average
nation=equgothic_nation,The United Individuals of EquGothic Nation,Democratic Socialists,Average,Imploded,Good
nation=kanoria,The Anti-essentialist Disorder of Kanoria,Left-wing Utopia,Superb,Frightening,Excellent
nation=czechostan,The Socialist Federal Republic of Czechostan,Left-wing Utopia,Frightening,Frightening,Excessive
nation=the_osperian_synarchy,The Martial Order of The Osperian Synarchy,Left-Leaning College State,Superb,Frightening,Good
nation=east_borland,The Exalted Supremacy of East Borland,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=united_states_of_edwards,The Federal Republic of United States of Edwards,Left-wing Utopia,Superb,Very Strong,Superb
nation=kingdom_of_nelrok,The Absolute Monarchy of Kingdom of Nelrok,Father Knows Best State,Good,Frightening,Unheard Of
nation=athainia,The Illustrious Autocracy of Athainia,Father Knows Best State,Average,Frightening,Outlawed
nation=joaco,The Kingdom of Joaco,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=arumdaum,The Beautiful Republic of Arumdaum,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=nelvana_iii,The People's Woodlands of Nelvana III,Democratic Socialists,Excellent,Frightening,Excellent
nation=pencil_sharpeners_2,The Panda of Pencil Sharpeners 2,Compulsory Consumerist State,Average,Frightening,Rare
nation=o_b_e_y,The Holy Black Dictatorship of O B E Y,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=saganye,The Oil Painted Joy of Saganye,Democratic Socialists,Excellent,Frightening,Excellent
nation=absolutus,The People's Socialist Republic of Absolutus,Democratic Socialists,Very Good,Frightening,Good
nation=flandarz,The True Divine Empire of Flandarz,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=malaraxius,The Dominion of Malaraxius,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=swietenia,The Democratic People's Kingdom of Swietenia,Civil Rights Lovefest,World Benchmark,Frightening,Corrupted
nation=aerospace_forces,The Federal Alliance of Aerospace Forces,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=ubiquistania,The Allied Green and Red States of Ubiquistania,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=rommanda,The Holy Empire of Rommanda,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=aibohphobia,The Recursiveness of Aibohphobia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=new_camelot_of_avalonia,The Imperial Welfare Union of New Camelot of Avalonia,Left-wing Utopia,Excessive,Frightening,Excessive
nation=emrose,The Kingdom of Emrose,Democratic Socialists,Good,Frightening,Average
nation=dindrenzi,The Socialist Directorate of Dindrenzi,Democratic Socialists,Very Good,Frightening,Very Good
nation=vipermartian,The KINGDOM of VIPERMARTIAN,Democratic Socialists,Average,Frightening,Few
nation=haven_of_liberty,The Union of Haven of liberty,Left-wing Utopia,Superb,Frightening,Excessive
nation=killerma,The Imperial Empire of Killerma,Liberal Democratic Socialists,Excellent,Fair,Superb
nation=nostovya,The Free Land of Nostovya,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=fantrum,The Rhodesian Literature Club of Fantrum,Civil Rights Lovefest,Superb,Frightening,Excessive
nation=deamonopolis,The Territory of Deamonopolis,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=brillnuck,The Federal Republic of Brillnuck,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=araraukar,The Grand Nation of Araraukar,Corrupt Dictatorship,Some,Weak,Few
nation=united_nations_of_earth_federation,The United Allied States of United Nations of Earth Federation,Left-wing Utopia,Superb,Frightening,Superb
nation=the_astral_eternals,The Most Serene Republic of The Astral Eternals,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=mastaba,The Empire of Mastaba,Corrupt Dictatorship,Below Average,Fair,Outlawed
nation=emville,The Ancient Occult Hivemind of Emville,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=nyyx,The Divine Technocracy of Nyyx,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=blaist_blaland,The Socialist Union of Blaist Blaland,Left-wing Utopia,Superb,Frightening,Superb
nation=the_rhein_states,The E-Democracy of The Rhein States,Civil Rights Lovefest,Excellent,Frightening,World Benchmark
nation=korklandia,The Holy Empire of Korklandia,Democratic Socialists,Very Good,Frightening,Good
nation=seranis,The Pristine Protectorate of Seranis,New York Times Democracy,Very Good,Frightening,Excessive
nation=israeli_airstrikes,The Oppressive Oppressors of Israeli Airstrikes,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=reskellia,The Dominion of Reskellia,Democratic Socialists,Below Average,Frightening,Few
nation=west_green_israel,The Federal Republic of West green Israel,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=thespolis,The Combined Syndicates of Thespolis,Left-wing Utopia,Superb,Frightening,Superb
nation=merconitonitopia,The Magic and the Mystery of Merconitonitopia,Authoritarian Democracy,Unheard Of,Frightening,Very Good
nation=aethelia,The Bardic Lorekeepers of Aethelia,Left-wing Utopia,Superb,Frightening,Superb
nation=atlantiariv,The Starskiesiver Civilization of ATLANTIARIV,Corrupt Dictatorship,Below Average,Frightening,Few
nation=outer_utonixick_gollinican,The Kingdom of Outer Utonixick Gollinican,Democratic Socialists,Below Average,Frightening,Good
nation=wintermute,The Principality of Wintermute,Iron Fist Consumerists,Some,Reasonable,Few
nation=undivulged_principles,The Confederacy of Undivulged Principles,Left-wing Utopia,Superb,Frightening,Excessive
nation=the_technocracy_of_mekanicus,The Armed Republic of The Technocracy of Mekanicus,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=bolian_island,The People's Unions of Bolian island,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=milostein,The Kingdom of Milostein,Democratic Socialists,Excellent,Frightening,Good
nation=anthil,The Democratic Republic of Anthil,Scandinavian Liberal Paradise,Superb,Developing,Excellent
nation=wilkshire,The Republic of Wilkshire,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=greater_somalia,The United States of Greater Somalia,Liberal Democratic Socialists,Very Good,Frightening,Widely Abused
nation=shaktirajya,The People's Hindu Matriarchy of Shaktirajya,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=bezo,The Pre-Apocalyptic Wasteland of Bezo,Scandinavian Liberal Paradise,Excellent,Fragile,Excellent
nation=smithstopia,The Federation of Smithstopia,Civil Rights Lovefest,Frightening,Frightening,Superb
nation=ioavollr,The Mostly Insignificant Nation of Ioavollr,Scandinavian Liberal Paradise,Superb,Imploded,Very Good
nation=varavano,The Free Land of Varavano,Civil Rights Lovefest,World Benchmark,Frightening,Excellent
nation=an_clar,The Holy Empire of An Clar,Father Knows Best State,Below Average,Good,Rare
nation=the_new_centro_states_of_china_and_nk,The Lorasia Commonwealth States of The New Centro States of China and NK,Democratic Socialists,Good,Frightening,Excellent
nation=singapore_no2,The UD Parliamentary Republic of Singapore no2,Democratic Socialists,Some,Frightening,Few
nation=captiotia,The Summatory Socialist Republic of Captiotia,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=oneiro,The Largely Ungoverned Territory of Oneiro,Liberal Democratic Socialists,Very Good,Frightening,World Benchmark
nation=silentiorum,The Congressional Republic of Silentiorum,Left-wing Utopia,Superb,Frightening,Superb
nation=rototornik,The Empire of Rototornik,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=samantha-higgs,The Haar Meest Goddelijke Staten of Samantha-Higgs,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=orzwelz,The Kingdom of Orzwelz,Democratic Socialists,Good,Developing,Very Good
nation=gretial,The People's Community of Gretial,Democratic Socialists,Excellent,Frightening,Excellent
nation=gehenna_tartarus,The Empire of Gehenna Tartarus,Corporate Police State,Few,Powerhouse,Unheard Of
nation=beth_gellert,The Gymanwlad Sosialaidd of Beth Gellert,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=united_socialist_republics_of_lan,The Union of United Socialist Republics of LAN,Democratic Socialists,Excellent,Developing,Below Average
nation=this_was_probably_a_bad_idea,The Republic of This was probably a bad idea,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=flanderlion,The Glorious Kingdom of Flanderlion,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=kiaville,The Democratic States of Kiaville,Left-wing Utopia,Excellent,Frightening,Superb
nation=the_united_expanse,The Pacifist States of The United Expanse,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=ism,The Holy Covenant of Ism,Left-Leaning College State,Superb,Frightening,Below Average
nation=emailistan,The United Socialist States of Emailistan,Left-wing Utopia,Excellent,Frightening,Excellent
nation=the_talisman,The Monocratic Roman Empire of The Talisman,Inoffensive Centrist Democracy,Good,Frightening,Below Average
nation=tubularia,The Peaceful Free Republic of Tubularia,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=ashenov,The Socialist Federal Republic of Ashenov,Left-wing Utopia,Excessive,Frightening,Excessive
