nation=schitz,The Absolute Units of Schitz,Psychotic Dictatorship,Unheard Of,Fragile,Outlawed
nation=span,The United Socialist States of Span,Civil Rights Lovefest,Excessive,Thriving,Superb
nation=kilobugya,The Socialist Republic of Kilobugya,Left-wing Utopia,Superb,Strong,Superb
nation=badger_wind,The Empire of Badger Wind,Psychotic Dictatorship,Few,Frightening,Few
nation=theorin,The Dracocracy of Theorin,New York Times Democracy,Average,Frightening,Excellent
nation=holy_dolphins,The Cuteness of Holy Dolphins,Democratic Socialists,Some,Imploded,Excellent
nation=kisume_the_bucket_youkai,The Matriarchy of Kisume the bucket youkai,Left-wing Utopia,Superb,Frightening,Superb
nation=bhrazjhia,The Zombie Fauzjhian Provincie of Bhrazjhia,Left-wing Utopia,Superb,Frightening,Superb
nation=farrakhan,The Holy Empire of Farrakhan,Democratic Socialists,Excellent,Frightening,Very Good
nation=greater_new_indus,The Interdimensional Confederacy of Greater New Indus,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=blackbird,The United Socialist States of Blackbird,Left-wing Utopia,Superb,Reasonable,Excellent
nation=dialland,The Republic of Dialland,Democratic Socialists,Very Good,Frightening,Very Good
nation=socialist_cockroaches,The All-Pervasive Infestation of Socialist Cockroaches,Psychotic Dictatorship,Outlawed,Developing,Unheard Of
nation=ratateague,The SLUthing of Ratateague,Left-wing Utopia,Superb,Frightening,Superb
nation=lunheizria,The Zombie Fauzjhian Province of Lunheizria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=reannia,The Kingdom of Reannia,Democratic Socialists,Very Good,Frightening,Below Average
nation=kaigi,The Kingdom of Kaigi,Corrupt Dictatorship,Very Good,Frightening,Few
nation=golanchia,The Socialist People's Democracy of Golanchia,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=the_anza-borrego_desert_state_park,The Environmentalists of The Anza-Borrego Desert State Park,Democratic Socialists,Good,Frightening,Good
nation=chilledsville,The Colony of Chilledsville,Authoritarian Democracy,Rare,Frightening,Some
nation=auceanznia,The Zombie Fauzjhian Province of Auceanznia,Left-wing Utopia,Superb,Frightening,Superb
nation=borrego_springs,The Desert Town of Borrego Springs,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=simolandia,The Ominous rumblings of Simolandia,Democratic Socialists,Excellent,All-Consuming,Average
nation=corcaw,The Republic of Corcaw,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=steenia,The Environmental Protectorate of Steenia,Scandinavian Liberal Paradise,Excellent,Weak,Excellent
nation=che_triumphant,The Sanctuary of Che Triumphant,Democratic Socialists,Very Good,Frightening,Good
nation=dutchyland,The Mystical Isles of Dutchyland,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=the_stalker,The Mad King of Hell of The Stalker,Father Knows Best State,Below Average,Frightening,Few
nation=merconitonitopia,The Magic and the Mystery of Merconitonitopia,Authoritarian Democracy,Unheard Of,Frightening,Very Good
nation=marthuania,The Federation of Marthuania,Democratic Socialists,Some,Frightening,Average
nation=zerophix,The Hippy State of Zerophix,Scandinavian Liberal Paradise,World Benchmark,Imploded,Excellent
nation=aethelia,The Bardic Lorekeepers of Aethelia,Left-wing Utopia,Superb,Frightening,Superb
nation=wolfhawk,The Forest Realm of Wolfhawk,Liberal Democratic Socialists,Very Good,Fair,Superb
nation=arcterus,The Dominion of Arcterus,Civil Rights Lovefest,Frightening,Frightening,World Benchmark
nation=dindrenzi,The Socialist Directorate of Dindrenzi,Democratic Socialists,Very Good,Frightening,Very Good
nation=genesis_fifteen,The Socialist Federation of Genesis Fifteen,Left-wing Utopia,Frightening,Frightening,Superb
nation=killerma,The Imperial Empire of Killerma,Liberal Democratic Socialists,Excellent,Fair,Superb
nation=leviatha,The Socialist Democracy of Leviatha,Left-wing Utopia,Excellent,Frightening,Excellent
nation=nelvana_iii,The People's Woodlands of Nelvana III,Democratic Socialists,Excellent,Frightening,Excellent
nation=architeuthis,The American Dream of Architeuthis,Libertarian Police State,Superb,Reasonable,Rare
nation=zolehen,The Confederacy of Zolehen,Corrupt Dictatorship,Average,Frightening,Few
nation=nostovya,The Free Land of Nostovya,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=arqhua,The Artificial Intelligence of Arqhua,Left-wing Utopia,Superb,Frightening,Superb
nation=love_and_nature,The Utopian People's Republic of Love and Nature,Democratic Socialists,Good,Frightening,Excellent
nation=holy_theocracy_of_the_endocrine,The Cheeky Tease of Holy Theocracy of the Endocrine,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=smithstopia,The Federation of Smithstopia,Civil Rights Lovefest,Frightening,Frightening,Superb
nation=corsaria,The Empire of Corsaria,Corrupt Dictatorship,Average,Powerhouse,Unheard Of
nation=united_nations_of_earth_federation,The United Allied States of United Nations of Earth Federation,Left-wing Utopia,Superb,Frightening,Superb
nation=west_green_israel,The Federal Republic of West green Israel,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=franchina,The United Socialist Alliance of Franchina,Psychotic Dictatorship,Unheard Of,Frightening,Rare
nation=thx1138,The Medicine Cabinet of THX1138,Left-wing Utopia,Superb,Frightening,Excellent
nation=notyoutopia,The Man With Red Right Hand of Notyoutopia,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=the_clockwork_republic,The Technocracy of The Clockwork Republic,Democratic Socialists,Excellent,Frightening,Excellent
nation=emailistan,The United Socialist States of Emailistan,Left-wing Utopia,Excellent,Frightening,Excellent
nation=polinikia,The Commonwealth of Polinikia,Democratic Socialists,Some,Imploded,Below Average
nation=ebon_citadel,The Weeping Halls of Ebon Citadel,Democratic Socialists,Good,Frightening,Average
nation=servants_of_gizmo,The Lunacy of Servants of Gizmo,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=ferrianona,The Green Regency of Ferrianona,Democratic Socialists,Some,Frightening,Average
nation=iontan,The United Islands of Iontan,Left-wing Utopia,Superb,Frightening,Excellent
nation=the_menapii,The Civitas of The Menapii,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=chemung,The Christmas Zombie Horde of Chemung,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=xenan_kingdom,The Superstate of Xenan Kingdom,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=yoriz,The Xenopolis of YoriZ,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=styki,The Kingdom of Styki,Father Knows Best State,Some,Strong,Unheard Of
nation=the_talisman,The Monocratic Roman Empire of The Talisman,Inoffensive Centrist Democracy,Good,Frightening,Below Average
nation=gothlandia,The Grand Duchy of Gothlandia,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=alanis_star,The Clarissa's Vagrant Persona of Alanis Star,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=uan_aa_boa,The Green Technocracy of Uan aa Boa,Corrupt Dictatorship,Below Average,Frightening,Few
nation=moftan,The Equal Opportunity Nation of Moftan,Democratic Socialists,Average,Weak,Excellent
nation=leuzinger,The Confederacy of Leuzinger,Democratic Socialists,Very Good,Frightening,Good
nation=aelhaeran,The Protectorate of Aelhaeran,Democratic Socialists,Excellent,Frightening,Excellent
nation=zachtia,The Human-Pony Alliance of Zachtia,Left-wing Utopia,Excellent,Frightening,Superb
nation=this_was_probably_a_bad_idea,The Republic of This was probably a bad idea,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=rolass,The World State Empire of ROLASS,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=g_c_bakura,The Shining Islands of G C Bakura,Scandinavian Liberal Paradise,Excellent,Frightening,Good
nation=darths_and_droids,The Webcomic RolePlaying Game of Darths and Droids,Democratic Socialists,Good,Frightening,Some
nation=gaiah,The Democratie reelle of Gaiah,Left-Leaning College State,Superb,Imploded,Very Good
nation=losfebev,The Intolerancy of Losfebev,Psychotic Dictatorship,Outlawed,Imploded,Outlawed
nation=ummagumma,The Nihilist Hippy Commune of Ummagumma,Left-wing Utopia,Superb,Frightening,Superb
nation=the_united_expanse,The Pacifist States of The United Expanse,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=almonaster_nuevo,The Zombie Hunters of Almonaster Nuevo,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=minchioria,The Transhuman Communist State of Minchioria,Democratic Socialists,Good,Frightening,Very Good
nation=boris_dragosani,The Free Falling Nation of Boris Dragosani,Left-Leaning College State,Superb,Frightening,Excellent
nation=chukstik_illahi,The Cascadian State of Chukstik Illahi,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=star_city,The Haderanian Polity of Star City,Liberal Democratic Socialists,Excellent,Developing,Excellent
nation=ekamatra,The Democratic Party of Ekamatra,Psychotic Dictatorship,Rare,Frightening,Few
nation=tinis,The Union of Tinis,Liberal Democratic Socialists,Excellent,Imploded,Superb
nation=disco_empire,The Dominion of Disco Empire,Democratic Socialists,Excellent,Frightening,Excellent
nation=abhorsenia_and_clayran,The Most Serene Federation of Abhorsenia and Clayran,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=larinia,The Fair State of Larinia,Liberal Democratic Socialists,Below Average,Frightening,Superb
nation=montmorencia,The Kingdom of Montmorencia,Civil Rights Lovefest,Superb,Frightening,Superb
nation=dioxin,The Plains of Dioxin,Left-Leaning College State,Excellent,Frightening,Below Average
nation=infinite_coscotlan,The Endless Atzoatlaxixcalnican of Infinite Coscotlan,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=discgolfland,The Smokin Green Land of DiscGolfLand,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=north_cross,The White Crowned Boreal Lights of North Cross,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=mograpelandia,The Idyllic Paradise of Mograpelandia,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=heliosphere,The PS2 Puppet of Heliosphere,Democratic Socialists,Some,Frightening,Good
nation=erastide,The Banana Bread Provider of Erastide,Democratic Socialists,Average,Reasonable,Very Good
nation=dragonia,The Grand Duchy of Dragonia,Inoffensive Centrist Democracy,Very Good,Frightening,Good
nation=aguaria_major,The Transoceanic Republic of Aguaria Major,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=bear_connors_paradiso,The Serene Democracy of Bear Connors Paradiso,Left-Leaning College State,Excellent,Frightening,Excellent
nation=the_iger_civilization,The Cosmopolitan State of The IGER Civilization,Left-wing Utopia,Excellent,Frightening,Superb
nation=cenabum,The Republic of Cenabum,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=eisendoria,The Black Peoples United Kingdom of Eisendoria,Left-Leaning College State,Superb,Imploded,Below Average
nation=typica,The Majestic Forest of Typica,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=holy_oranz,The Ecclesiocracy of Holy Oranz,Left-wing Utopia,Frightening,Frightening,Superb
nation=the_imperium_collectives,The Northern Lordships and Isles of The Imperium Collectives,Psychotic Dictatorship,Some,Frightening,Rare
nation=araraukar,The Grand Nation of Araraukar,Corrupt Dictatorship,Some,Weak,Few
nation=new_camelot_of_avalonia,The Imperial Welfare Union of New Camelot of Avalonia,Left-wing Utopia,Excessive,Frightening,Excessive
nation=qvait,The Valkyrian Republic of Qvait,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=kalix,The Kingdom of Kalix,Left-wing Utopia,Excellent,Fair,Superb
nation=emville,The Ancient Occult Hivemind of Emville,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=rahul_raghuraman,The Articulate Republic of Rahul Raghuraman,Left-Leaning College State,Superb,Frightening,Very Good
nation=tellesopia,The Republic of Tellesopia,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=herya,The Empire of Herya,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=free_socialism,The Culture of Free Socialism,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=joaco,The Kingdom of Joaco,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=arkletopia,The Most Serene Republic of Arkletopia,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=eryndlynd,The Emerald Forest of Eryndlynd,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=benjyville,The Dog friendly land of Benjyville,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=flobos,The Holy guacamole of Flobos,Democratic Socialists,Excellent,Frightening,Excellent
nation=territorio_di_nessuno,The Disputed Territories of Territorio di Nessuno,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=tierra_del_queso,The Commonwealth of Tierra del Queso,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=frieden-und_freudenland,The Unapologetic Feminists of Frieden-und Freudenland,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=the_andromachean_entente,The Aristotelian Parpolity of The Andromachean Entente,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=darkium,The Galactic Imperium Invictum of Darkium,Corrupt Dictatorship,Excellent,Frightening,Rare
nation=tysoania,The Federal Republic of Tysoania,Inoffensive Centrist Democracy,Excellent,Good,Excellent
nation=bela1975,The Pioneers of Bela1975,Left-Leaning College State,Excellent,Thriving,Excellent
nation=arztroska,The Free Land of Arztroska,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=anarchyst,The CIDAO of Anarchyst,New York Times Democracy,Excellent,Frightening,Excellent
nation=arumdaum,The Beautiful Republic of Arumdaum,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=greater_somalia,The United States of Greater Somalia,Liberal Democratic Socialists,Very Good,Frightening,Widely Abused
nation=pakitsk,The Welfarist Vizierdom of Pakitsk,Scandinavian Liberal Paradise,Excellent,Frightening,Good
nation=undivulged_principles,The Confederacy of Undivulged Principles,Left-wing Utopia,Superb,Frightening,Excessive
nation=kisovec,The Cyberocracy of Kisovec,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=truechristianity,The Harmonious Political Haven of TrueChristianity,Tyranny by Majority,Few,Imploded,World Benchmark
nation=thespolis,The Combined Syndicates of Thespolis,Left-wing Utopia,Superb,Frightening,Superb
nation=kershya,The Constitutional Monarchy of Kershya,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=western_arab_empire,The Islamic Caliphate of Western Arab Empire,Democratic Socialists,Some,Frightening,Excellent
nation=greater_cuba,The Great Scientific Polity of Greater Cuba,Civil Rights Lovefest,Superb,All-Consuming,World Benchmark
nation=saurian_nations,The Antediluvian Lost World of Saurian Nations,Left-wing Utopia,Excellent,Frightening,Superb
nation=gerbachanglia,The Spacetime Anomaly of Gerbachanglia,Left-wing Utopia,Superb,Frightening,Superb
nation=cyrenean,The Island of Cyrenean,Civil Rights Lovefest,World Benchmark,Frightening,World Benchmark
nation=the_kingdom_of_robo,The Shiny Happy People of The Kingdom of RobO,Scandinavian Liberal Paradise,World Benchmark,Frightening,Very Good
nation=sirsparksalot,The Republic of Sirsparksalot,Left-Leaning College State,Excellent,Frightening,Some
nation=the_ctan_species,The ExaCivilization of The Ctan Species,Democratic Socialists,Excellent,Frightening,Excellent
nation=croldai,The Theocracy of Croldai,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=czechostan,The Socialist Federal Republic of Czechostan,Left-wing Utopia,Frightening,Frightening,Excessive
nation=kyallisar,The Wasteland of Kyallisar,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=varavano,The Free Land of Varavano,Civil Rights Lovefest,World Benchmark,Frightening,Excellent
nation=sharpanistan,The Common Sense Republic of Sharpanistan,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=minahasa,The Confederated Communes of Minahasa,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=saganye,The Oil Painted Joy of Saganye,Democratic Socialists,Excellent,Frightening,Excellent
nation=dandeleria,The People's Communist Republic of Dandeleria,Psychotic Dictatorship,Outlawed,Basket Case,Outlawed
nation=smugglers_and_mercs,The Alliance of Smugglers and Mercs,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=misplaced_states,The Obscurely Profound Confusion of Misplaced States,Democratic Socialists,Average,Imploded,Excellent
nation=duskshire,The Dictatorship of Duskshire,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=krioval,The Imperial Chiefdom of Krioval,Left-wing Utopia,Frightening,Frightening,Superb
nation=sovereign_wilderness,The Pastoral Mutiny of Sovereign Wilderness,Liberal Democratic Socialists,Excellent,Frightening,Excessive
nation=mehrabad,The Hikûmeta Gel of Mehrabad,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=shetl,The Schlaraffenstaat of Shetl,Left-wing Utopia,Superb,Frightening,Superb
nation=the_new_nordic_union,The Democratic Socialist Union of The New Nordic Union,Left-wing Utopia,Superb,Frightening,Superb
nation=the_unionized_stoners,The Soviet Socialist States of The Unionized Stoners,Democratic Socialists,Very Good,Frightening,Very Good
nation=united_phoenicia,The Free Land of United Phoenicia,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=colonino,The Grand State of Colonino,Inoffensive Centrist Democracy,Very Good,Frightening,Good
nation=raghallaigh,The Let's All Just Get Along of Raghallaigh,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=liberillia,The Archipelagic Paradise of Liberillia,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=the_nude_beach,The Sunbathers of The Nude Beach,Liberal Democratic Socialists,Good,Frightening,Superb
nation=nazbeth,The BLM of Nazbeth,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=united_states_of_edwards,The Federal Republic of United States of Edwards,Left-wing Utopia,Superb,Very Strong,Superb
nation=nyyx,The Divine Technocracy of Nyyx,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=wessara,The Dominion of Wessara,Democratic Socialists,Below Average,Frightening,Some
nation=whims,The Kingdom of Whims,Civil Rights Lovefest,Superb,Frightening,Superb
nation=the_buddha,The Followers And Teachings of The Buddha,Democratic Socialists,Some,Weak,Average
nation=oneiro,The Largely Ungoverned Territory of Oneiro,Liberal Democratic Socialists,Very Good,Frightening,World Benchmark
nation=lunas_legion,The Eternal Army of Lunas Legion,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=o_b_e_y,The Holy Black Dictatorship of O B E Y,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=awesomepotomia,The Intellectual Empire of Awesomepotomia,Left-Leaning College State,Superb,Frightening,Very Good
nation=east_green_israel,The Holy Disputed Lands of East green Israel,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=arbat,The Confederal States of Arbat,Democratic Socialists,Some,Frightening,Very Good
nation=republica_de_sasha,The Island of Republica de Sasha,Left-wing Utopia,World Benchmark,Frightening,Corrupted
nation=cannabis,The Wonderful World of Cannabis,Democratic Socialists,Very Good,Frightening,Very Good
nation=rugelia,The Empire of Rugelia,Democratic Socialists,Excellent,Powerhouse,Very Good
nation=jolteonia,The Principality of Jolteonia,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=grebulonia,The Holy Purple Cowland of Grebulonia,Left-wing Utopia,Superb,Frightening,Superb
nation=aigania,The Federal Republic of Aigania,Left-Leaning College State,Excellent,Frightening,Excellent
nation=ownzone,The Easter VrijStaat of Ownzone,Left-wing Utopia,Superb,Frightening,Superb
nation=asian-nation,The Unknown of Asian-Nation,Left-wing Utopia,Superb,Frightening,Superb
nation=zulanka,The Workers' State of Zulanka,Left-wing Utopia,Frightening,Frightening,Excessive
nation=utopian_earth,The Democratic Republic of Utopian Earth,Democratic Socialists,Very Good,Frightening,Very Good
nation=socialised_capital,The Community of Socialised Capital,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=crooked_truth,The People's Republic of Crooked Truth,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=the_santa_cruz_beach_boardwalk,The Beach Community of The Santa Cruz Beach Boardwalk,New York Times Democracy,Good,Frightening,Superb
nation=greater_new_poland,The Former WAD Dominator of Greater New Poland,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=united_states_of_americanas,The Democratic Society of United States of Americanas,Left-wing Utopia,Superb,Frightening,Superb
nation=orenia,The Rogue State of Orenia,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=al_shaabab,The Republic of Al Shaabab,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=trolleborg,The Republic of Trolleborg,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=wizardonia,The Grand Duchy of Wizardonia,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=dimasalang,The Federated Devolved Countries of Dimasalang,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
