nation=springsteele,The Queen's State of Springsteele,Anarchy,Frightening,Very Strong,Corrupted
nation=nf,The Queen's State of NF,Anarchy,Frightening,Powerhouse,Corrupted
nation=linton,The Queen's State of Linton,Anarchy,Frightening,Very Strong,Corrupted
nation=mesurier,The Queen's State of Mesurier,Anarchy,Frightening,Strong,Corrupted
nation=roche_genen,The Queen's State of Roche Genen,Anarchy,Frightening,Very Strong,Corrupted
nation=bp,The Queen's State of BP,Anarchy,Frightening,Very Strong,Corrupted
nation=art_roberts,The Queen's State of Art Roberts,Anarchy,Frightening,Very Strong,Corrupted
nation=ko_vito,The State of Ko Vito,Corporate Bordello,Excellent,Very Strong,Superb
nation=cb,The Queen's State of CB,Anarchy,Frightening,Powerhouse,Corrupted
nation=anacostiac,The Queen's State of Anacostiac,Corporate Bordello,Very Good,Very Strong,Superb
nation=od,The State of OD,Anarchy,Frightening,Very Strong,Corrupted
nation=yq,The State of YQ,Anarchy,Frightening,Very Strong,Corrupted
nation=ef,The Queen's State of EF,Anarchy,World Benchmark,Very Strong,Corrupted
nation=vd,The Queen's State of Vd,Anarchy,Frightening,Very Strong,Corrupted
nation=dom_henrique,The Queen's State of Dom Henrique,Anarchy,Frightening,Very Strong,Corrupted
nation=red-feather,The Queen's State of Red-Feather,Anarchy,Excessive,Very Strong,Corrupted
nation=aigetaec,The Queen's State of Aigetaec,Anarchy,Frightening,Very Strong,Corrupted
nation=jn,The Queen's State of JN,Anarchy,Frightening,Very Strong,Corrupted
nation=francisca_land,The Queen's State of Francisca Land,Corporate Bordello,Very Good,Very Strong,World Benchmark
nation=cape_nichols,The Queen's State of Cape Nichols,Anarchy,Excessive,Very Strong,Superb
nation=mx,The Queen's State of MX,Anarchy,Frightening,Powerhouse,Corrupted
nation=brits_alive,The Queen's State of Brits Alive,Anarchy,Frightening,Very Strong,World Benchmark
nation=liard,The Queen's State of Liard,Corporate Bordello,Excellent,Thriving,Superb
nation=ee,The Queen's State of EE,Anarchy,Excessive,Very Strong,Corrupted
nation=belau,The Queen's State of Belau,Anarchy,Frightening,Very Strong,Corrupted
nation=wd,The Queen's State of WD,Anarchy,Frightening,Powerhouse,Corrupted
nation=vie_haig,The Queen's State of Vie Haig,Corporate Bordello,Very Good,Very Strong,Superb
nation=zs,The Queen's State of Zs,Anarchy,Frightening,Very Strong,Corrupted
nation=nei,The State of Nei,Capitalizt,Excessive,Powerhouse,Excellent
nation=luft_verkehrs,The Queen's State of Luft Verkehrs,Anarchy,Superb,Powerhouse,World Benchmark
nation=pioneer_gamble,The Queen's State of Pioneer Gamble,Anarchy,Frightening,Very Strong,Corrupted
nation=zzy,The Queen's State of Zzy,Anarchy,Excessive,Strong,World Benchmark
nation=zb,The State of Zb,Anarchy,Frightening,Very Strong,Corrupted
nation=hms_dartmouth,The Queen's State of HMS Dartmouth,Anarchy,Frightening,Very Strong,Corrupted
nation=fv,The Queen's State of Fv,Anarchy,Frightening,Very Strong,Corrupted
nation=hartkapseln,The State of Hartkapseln,Anarchy,Frightening,Very Strong,Corrupted
nation=brascotia,The State of Brascotia,Anarchy,Frightening,Strong,Corrupted
nation=raymond,The Queen's State of Raymond,Anarchy,Frightening,Very Strong,Corrupted
nation=faeroeberg,The Queen's State of Faeroeberg,Anarchy,Frightening,Very Strong,Corrupted
nation=metten,The Queen's State of Metten,Anarchy,Frightening,Powerhouse,Widely Abused
nation=ceylon_state,The Queen's State of Ceylon State,Anarchy,Frightening,Very Strong,Corrupted
nation=boscu,The Queen's State of Boscu,Corporate Bordello,Below Average,Very Strong,Corrupted
nation=ya,The State of YA,Anarchy,Frightening,Very Strong,Corrupted
nation=iq,The Queen's State of IQ,Anarchy,Frightening,Very Strong,Corrupted
nation=tally_ho,The Queen's State of Tally Ho,Anarchy,Frightening,Very Strong,Corrupted
nation=anguilla_island,The Queen's State of Anguilla Island,Anarchy,Frightening,Very Strong,Corrupted
nation=gr,The Queen's State of GR,Anarchy,Frightening,Very Strong,Corrupted
nation=lesuto,The Queen's State of Lesuto,Anarchy,Frightening,Very Strong,Corrupted
nation=razor_blazor,The ATTACK FORCE of RAZOR BLAZOR,Capitalist Paradise,Excellent,Strong,Average
nation=madison-square-garden,The Prestigious Venue of Madison-Square-Garden,Capitalist Paradise,Below Average,Very Strong,Average
nation=labrosse,The Queen's State of Labrosse,Anarchy,Frightening,Very Strong,Corrupted
nation=kasba_lake,The Queen's State of Kasba Lake,Anarchy,Frightening,Very Strong,Corrupted
nation=dukar,The Queen's State of Dukar,Anarchy,Frightening,Very Strong,Corrupted
nation=uj,The Queen's State of UJ,Anarchy,Frightening,Very Strong,Corrupted
nation=alofi_city,The Queen's State of Alofi City,Anarchy,Frightening,Powerhouse,Corrupted
nation=eb,The Queen's State of EB,Anarchy,Excessive,Very Strong,Corrupted
nation=zg,The Queen's State of ZG,Anarchy,Frightening,Very Strong,Corrupted
nation=taylor_abbott,The Queen's State of Taylor Abbott,Anarchy,Frightening,Very Strong,Corrupted
nation=nishaloma,The Queen's State of Nishaloma,Anarchy,Excellent,Strong,Corrupted
nation=jq,The Queen's State of JQ,Anarchy,Frightening,Very Strong,Corrupted
nation=zymurgy_primus,The Queen's State of Zymurgy Primus,Capitalizt,Frightening,Powerhouse,Very Good
nation=the_planet_mars,The Ancient Civilization of The Planet Mars,Anarchy,Frightening,Strong,Corrupted
nation=sue_mackenzie,The Queen's State of Sue MacKenzie,Anarchy,Frightening,Very Strong,Corrupted
nation=patapsci,The State of Patapsci,Anarchy,Superb,Very Strong,World Benchmark
nation=ze,The State of Ze,Anarchy,Frightening,Very Strong,Corrupted
nation=cecil_mccrea,The Queen's State of Cecil McCrea,Anarchy,Frightening,Very Strong,Corrupted
nation=eq,The Queen's State of EQ,Anarchy,Frightening,Powerhouse,Corrupted
nation=swordfish_ii,The Disputed Territories of Swordfish II,Anarchy,Frightening,Strong,Corrupted
nation=zf,The Queen's State of ZF,Anarchy,Frightening,Very Strong,Corrupted
nation=twenty_two_zero,The Queen's State of Twenty Two Zero,Anarchy,Frightening,Very Strong,Corrupted
nation=pocorontas,The Queen's State of Pocorontas,Anarchy,Superb,Strong,Widely Abused
nation=rascal_capitalizt,The Queen's State of Rascal Capitalizt,Capitalizt,Excessive,Very Strong,Very Good
nation=zombie_bank,The Vaults filled with BRAINS of Zombie Bank,Capitalizt,World Benchmark,Very Strong,Very Good
nation=swakopmundi,The Queen's State of Swakopmundi,Anarchy,Frightening,Very Strong,Corrupted
nation=salmon_naasson,The Queen's State of Salmon Naasson,Anarchy,Frightening,Very Strong,Corrupted
nation=pasayten,The Queen's State of Pasayten,Capitalizt,Superb,Very Strong,Very Good
nation=oqua,The Queen's State of Oqua,Anarchy,Frightening,Strong,Corrupted
nation=ei,The Queen's State of EI,Anarchy,Frightening,Very Strong,Corrupted
nation=wj,The Queen's State of WJ,Anarchy,Frightening,Powerhouse,Corrupted
nation=wild_blue_griffin,The Queen's State of Wild Blue Griffin,Anarchy,Frightening,Strong,Corrupted
nation=luis_manny,The Queen's State of Luis Manny,Capitalizt,Excessive,Very Strong,Excellent
nation=cameroon_state,The State of Cameroon State,Anarchy,World Benchmark,Very Strong,Corrupted
nation=yk,The State of YK,Anarchy,Frightening,Very Strong,Corrupted
nation=vitamin_f,The People's Republic of Vitamin F,Benevolent Dictatorship,Superb,Strong,Few
nation=bz,The Queen's State of BZ,Anarchy,Frightening,Very Strong,Corrupted
nation=gargantuan_puppetmaster,The Queen's State of Gargantuan Puppetmaster,Anarchy,Frightening,Very Strong,Corrupted
nation=librenord,The Queen's State of Librenord,Corporate Bordello,Average,Very Strong,Superb
nation=lawrence_ellis,The Queen's State of Lawrence Ellis,Anarchy,Frightening,Very Strong,Corrupted
nation=miami,The Queen's State of Miami,Anarchy,Excessive,Thriving,Corrupted
nation=rideau_park,The Queen's State of Rideau Park,Anarchy,Superb,Very Strong,World Benchmark
nation=ceriousus,The Queen's State of Ceriousus,Anarchy,Frightening,Strong,Corrupted
nation=cero_cero_one,The Queen's State of Cero Cero One,Anarchy,Frightening,Very Strong,Corrupted
nation=losol,The State of Losol,Corporate Bordello,Excellent,Strong,Corrupted
nation=zymurgysecundus,The Queen's State of Zymurgysecundus,Anarchy,Frightening,Strong,Corrupted
nation=baldwin_spencer,The Queen's State of Baldwin Spencer,Anarchy,Frightening,Very Strong,Corrupted
nation=archibaldoa,The TimSwitcher of Archibaldoa,Anarchy,Frightening,Strong,Corrupted
nation=propietario,The Queen's State of Propietario,Anarchy,Frightening,Very Strong,Corrupted
nation=leigh_keller,The Queen's State of Leigh Keller,Anarchy,Frightening,Very Strong,Corrupted
nation=saint_eilene,The Queen's State of Saint Eilene,Anarchy,Frightening,Very Strong,World Benchmark
nation=esrom_phares,The Queen's State of Esrom Phares,Anarchy,Excessive,Thriving,World Benchmark
nation=bernard_sam,The Queen's State of Bernard Sam,Anarchy,Frightening,Very Strong,Corrupted
nation=zumpano,The Queen's State of Zumpano,Anarchy,Superb,Powerhouse,World Benchmark
nation=silver-smith,The State of Silver-Smith,Anarchy,Superb,Very Strong,Superb
nation=providenciales,The Queen's State of Providenciales,Anarchy,Frightening,Strong,Widely Abused
nation=naramatia,The Queen's State of Naramatia,Anarchy,Superb,Very Strong,World Benchmark
nation=kagawong,The Queen's State of Kagawong,Anarchy,Frightening,Strong,Corrupted
nation=tyner_brande,The Queen's State of Tyner Brande,Anarchy,Frightening,Very Strong,Corrupted
nation=constitution_campaign,The Queen's State of Constitution Campaign,Anarchy,Frightening,Strong,Corrupted
nation=sx,The Queen's State of SX,Anarchy,Frightening,Powerhouse,Corrupted
nation=rivarolo,The Queen's State of Rivarolo,Anarchy,Frightening,Very Strong,World Benchmark
nation=zwanzig_neun,The Queen's State of Zwanzig Neun,Anarchy,Frightening,Very Strong,Corrupted
nation=albreda,The Queen's State of Albreda,Anarchy,Frightening,Powerhouse,Superb
nation=tg,The Queen's State of TG,Anarchy,Frightening,Very Strong,Corrupted
nation=spokane_city,The Queen's State of Spokane City,Capitalist Paradise,Average,Thriving,Below Average
nation=player_created_puppet,The Queen's State of Player Created Puppet,Anarchy,Frightening,Very Strong,Corrupted
nation=south_china_sea,The State of South China Sea,Anarchy,Frightening,Powerhouse,Corrupted
nation=rumleyville,The Queen's State of Rumleyville,Anarchy,Superb,Very Strong,World Benchmark
nation=herbert_morse,The Queen's State of Herbert Morse,Anarchy,Superb,Thriving,Excessive
nation=ioco,The Queen's State of Ioco,Anarchy,World Benchmark,Very Strong,Corrupted
nation=nx,The Queen's State of NX,Anarchy,Frightening,Very Strong,Corrupted
nation=ramos_horta,The Queen's State of Ramos Horta,Anarchy,Frightening,Very Strong,Corrupted
nation=pylades,The Queen's State of Pylades,Corporate Bordello,Good,Thriving,Excessive
nation=many_fish_island,The Holy Gold of Many Fish Island,Anarchy,Frightening,Strong,Corrupted
nation=iona-black,The Queen's State of Iona-Black,Capitalist Paradise,Excellent,Strong,Very Good
nation=shichinin_no_samurai,The Shinobi of Shichinin no Samurai,Anarchy,Frightening,Strong,Corrupted
nation=mistique,The Queen's State of Mistique,Anarchy,Frightening,Very Strong,Corrupted
nation=aram_esrom,The Queen's State of Aram Esrom,Anarchy,Frightening,Very Strong,World Benchmark
nation=brae_arcaibh,The Queen's State of Brae Arcaibh,Anarchy,Frightening,Strong,Corrupted
nation=calvertes,The Queen's State of Calvertes,Anarchy,Frightening,Powerhouse,Corrupted
nation=geschlossen,The Queen's State of Geschlossen,Anarchy,Frightening,Very Strong,Corrupted
nation=wb,The Queen's State of WB,Anarchy,Frightening,Very Strong,Corrupted
nation=hp,The Queen's State of HP,Anarchy,Frightening,Very Strong,Corrupted
nation=mckay_wardlaw,The Queen's State of McKay Wardlaw,Anarchy,Frightening,Very Strong,Corrupted
nation=revere_roads,The Queen's State of Revere Roads,Anarchy,Frightening,Very Strong,Corrupted
nation=jy,The Queen's State of JY,Capitalizt,Frightening,Very Strong,Excellent
nation=vx,The Queen's State of VX,Anarchy,Frightening,Very Strong,Corrupted
nation=ud,The Queen's State of UD,Anarchy,Excessive,Very Strong,Corrupted
nation=gs,The Queen's State of GS,Anarchy,Frightening,Very Strong,Corrupted
nation=kinshasa_quay,The Queen's State of Kinshasa Quay,Corporate Bordello,Excellent,Very Strong,World Benchmark
nation=nuku_alofa_city,The Queen's State of Nuku Alofa City,Anarchy,Frightening,Very Strong,Corrupted
nation=macfadden,The Queen's State of MacFadden,Capitalist Paradise,Very Good,Very Strong,Good
nation=zj,The Queen's State of ZJ,Anarchy,Frightening,Very Strong,Corrupted
nation=paul_doyle,The State of Paul Doyle,Anarchy,Frightening,Very Strong,Corrupted
nation=grafgebied,The Queen's State of Grafgebied,Anarchy,Frightening,Strong,Corrupted
nation=rupert_house,The Queen's State of Rupert House,Anarchy,Frightening,Very Strong,Corrupted
nation=sf,The Queen's State of SF,Anarchy,Frightening,Very Strong,Corrupted
nation=vasmarangel,The State of VasmarAngel,Anarchy,World Benchmark,Very Strong,Corrupted
nation=cassatt,The Queen's State of Cassatt,Anarchy,Frightening,Very Strong,Corrupted
nation=ecclesiarreich,The Free Principality of Ecclesiarreich,Corporate Police State,Few,Thriving,Few
nation=lordre_bruin,The Queen's State of Lordre Bruin,Corporate Bordello,Very Good,Very Strong,Superb
nation=nz,The Queen's State of NZ,Anarchy,Frightening,Very Strong,Corrupted
nation=achtzehn,The Queen's State of Achtzehn,Anarchy,Frightening,Powerhouse,Corrupted
nation=dantes_gate,The Queen's State of Dantes Gate,Compulsory Consumerist State,Below Average,Strong,Outlawed
nation=points_south,The State of Points South,Anarchy,Frightening,Very Strong,Corrupted
nation=marantette,The Queen's State of Marantette,Anarchy,Frightening,Very Strong,Corrupted
nation=0_6,The Pyramid of 0_6,Anarchy,Frightening,Strong,Corrupted
nation=alba_inglis,The Queen's State of Alba Inglis,Anarchy,Frightening,Very Strong,Corrupted
nation=wk,The Queen's State of Wk,Anarchy,Frightening,Very Strong,Corrupted
nation=the_shetland_islands,The Queen's State of The Shetland Islands,Anarchy,Frightening,Powerhouse,Corrupted
nation=mahur,The Queen's State of Mahur,Corporate Police State,Few,Very Strong,Outlawed
nation=maxwell_christopher,The Queen's State of Maxwell Christopher,Anarchy,Superb,Very Strong,World Benchmark
nation=jz,The Queen's State of JZ,Anarchy,Frightening,Very Strong,Corrupted
nation=ingenika,The Queen's State of Ingenika,Anarchy,Excessive,Thriving,World Benchmark
nation=madeline_bassett,The Excessive Soppiness of Madeline Bassett,Anarchy,Frightening,Strong,Corrupted
nation=sl,The Queen's State of SL,Anarchy,Frightening,Very Strong,Corrupted
nation=kasba_beach,The Queen's State of Kasba Beach,Anarchy,Frightening,Very Strong,Corrupted
nation=anastasia_desousa,The State of Anastasia DeSousa,Corporate Bordello,Average,Powerhouse,World Benchmark
nation=piekezot,The You're It of Piekezot,Anarchy,Frightening,Very Strong,Corrupted
nation=ez,The Queen's State of EZ,Anarchy,Frightening,Very Strong,Corrupted
nation=ub,The Queen's State of UB,Anarchy,Frightening,Very Strong,Corrupted
nation=devillier,The Queen's State of Devillier,Anarchy,Frightening,Very Strong,Corrupted
nation=jo,The Queen's State of Jo,Anarchy,Frightening,Very Strong,Corrupted
nation=kasba_cross,The Queen's State of Kasba Cross,Anarchy,Frightening,Powerhouse,Corrupted
nation=bv,The Queen's State of BV,Anarchy,Frightening,Very Strong,Corrupted
nation=san_fernando_la_brae,The Queen's State of San Fernando la Brae,Anarchy,Frightening,Very Strong,Corrupted
nation=bonney_letcher,The Queen's State of Bonney Letcher,Anarchy,Frightening,Very Strong,Corrupted
nation=tutuilau,The Queen's State of Tutuilau,Anarchy,Frightening,Very Strong,Corrupted
nation=sura_kia_ora,The Queen's State of Sura Kia Ora,Anarchy,Frightening,Very Strong,Corrupted
nation=franklin_explorer,The Queen's State of Franklin Explorer,Anarchy,Frightening,Very Strong,Corrupted
nation=h-,The Ejo of H-,Anarchy,Frightening,Frightening,Corrupted
nation=malakwa,The Queen's State of Malakwa,Anarchy,Frightening,Very Strong,Corrupted
nation=onicaxinal,The Queen's State of Onicaxinal,Anarchy,Excellent,Very Strong,Corrupted
nation=granadillo,The Queen's State of Granadillo,Anarchy,Frightening,Powerhouse,Corrupted
nation=kanata_stadacona,The Queen's State of Kanata Stadacona,Anarchy,Frightening,Very Strong,Corrupted
nation=beth_getaec,The Queen's State of Beth Getaec,Anarchy,Frightening,Very Strong,Corrupted
nation=thinahtea,The Queen's State of Thinahtea,Capitalist Paradise,Excellent,Very Strong,Some
nation=drake_wellington,The Queen's State of Drake Wellington,Anarchy,Frightening,Strong,Widely Abused
