nation=czechostan,The Socialist Federal Republic of Czechostan,Left-wing Utopia,Frightening,Frightening,Excessive
nation=arztroska,The Free Land of Arztroska,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=fomahault,The Workers' Republic of Fomahault,Democratic Socialists,Good,Frightening,Very Good
nation=corcaw,The Republic of Corcaw,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=bhrazjhia,The Zombie Fauzjhian Provincie of Bhrazjhia,Left-wing Utopia,Superb,Frightening,Superb
nation=stevronian_union,The Flebeist Colony of Stevronian Union,Democratic Socialists,Some,Frightening,Below Average
nation=lunheizria,The Zombie Fauzjhian Province of Lunheizria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=evilcia,The Zombie Prolife Kingdom of Evilcia,Left-wing Utopia,Superb,Frightening,Superb
nation=nerdocrombesia,The Rejected Realms Travel Agent of Nerdocrombesia,Iron Fist Socialists,Superb,Frightening,Unheard Of
nation=goodnamesarerare,The People's Republic of Goodnamesarerare,Democratic Socialists,Very Good,Frightening,Below Average
nation=timao,The Fielzão of Timao,New York Times Democracy,Excellent,Strong,Superb
nation=arumdaum,The Beautiful Republic of Arumdaum,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=americad,The Unassuming Puppet State of Americad,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=wintermute,The Principality of Wintermute,Iron Fist Consumerists,Some,Reasonable,Few
nation=cernomia,The Blessed Crown of Cernomia,Mother Knows Best State,Below Average,Frightening,Unheard Of
nation=faldawi,The Economic Vortex of Faldawi,Democratic Socialists,Very Good,Frightening,Average
nation=slavestate,The Democratic People's Republic of Slavestate,Inoffensive Centrist Democracy,Good,Reasonable,Good
nation=the_misconception,The Republic of The Misconception,Left-wing Utopia,Superb,Frightening,Superb
nation=the_anti-social_socialists,The Sweet and Snarky Community of The Anti-Social Socialists,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=the_portuguese_workers,The Republic of The Portuguese Workers,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=shetl,The Schlaraffenstaat of Shetl,Left-wing Utopia,Superb,Frightening,Superb
nation=senshu,The Republic of Senshu,Left-wing Utopia,Superb,Very Strong,Superb
nation=the_clockwork_republic,The Technocracy of The Clockwork Republic,Democratic Socialists,Excellent,Frightening,Excellent
nation=hosterica,The Smiling Thralls of Hosterica,Psychotic Dictatorship,Unheard Of,Thriving,Outlawed
nation=star_city,The Haderanian Polity of Star City,Liberal Democratic Socialists,Excellent,Developing,Excellent
nation=general_mike,The Grand Holy Imperial Empire of General Mike,Psychotic Dictatorship,Few,Frightening,Few
nation=newlandya,The Kingdom of Newlandya,Democratic Socialists,Average,Frightening,Below Average
nation=emrose,The Kingdom of Emrose,Democratic Socialists,Good,Frightening,Average
nation=neu_terra,The Great Socialist Utopia of Neu Terra,Left-wing Utopia,Excellent,Frightening,Superb
nation=king_rankmore,The Kingdom of King Rankmore,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=st_stephen_n_critters,The Community of St Stephen n Critters,Left-wing Utopia,World Benchmark,Developing,Superb
nation=chemung,The Christmas Zombie Horde of Chemung,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=rent-a-nation,The Most Serene Republic of Rent-a-Nation,Iron Fist Consumerists,Rare,All-Consuming,Outlawed
nation=hajirah,The Great People's Jamahiriyah of Hajirah,Authoritarian Democracy,Some,Frightening,Some
nation=arutiise,The Nuhaatyc Republic of Arutiise,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=sowjet_union,The United Socialist States of Sowjet Union,Liberal Democratic Socialists,Excellent,Powerhouse,Superb
nation=northern_irish_freedom,The Free Republic of Northern Irish Freedom,Corrupt Dictatorship,Very Good,Frightening,Few
nation=thespolis,The Combined Syndicates of Thespolis,Left-wing Utopia,Superb,Frightening,Superb
nation=heloin,The Interstellar Warship of Heloin,Democratic Socialists,Very Good,Frightening,Average
nation=mechaerikistan,The Dominion of Mechaerikistan,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=papabellum,The Matriarchy of PapaBellum,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=the_andromachean_entente,The Aristotelian Parpolity of The Andromachean Entente,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=enuhartha,The Grand Regime of Enuhartha,Psychotic Dictatorship,Unheard Of,All-Consuming,Unheard Of
nation=garden_at_6th_mile_road,The Heldere n Betoverde Dimensie of Garden at 6th Mile Road,Liberal Democratic Socialists,Good,Frightening,Superb
nation=united_states_of_saul,The Federal Republic of United States of Saul,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=elvarden,The United Socialist Cities of Elvarden,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=democratic_peoples_republic_of_siberia,The Gone to Arcadius Federation of Democratic Peoples Republic of Siberia,Democratic Socialists,Average,Frightening,Good
nation=calavis,The DoGooder Intentions of Calavis,Democratic Socialists,Below Average,Frightening,Some
nation=novo_senatus_et_populusque_romanus,The United Provinces of Novo Senatus et Populusque Romanus,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=communist_volkstrad,The Glorious Federation of Communist Volkstrad,Libertarian Police State,Excellent,Frightening,Few
nation=joaco,The Kingdom of Joaco,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=the_united_expanse,The Pacifist States of The United Expanse,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=dotjxraomm,The Red Brigades of Dotjxraomm,Liberal Democratic Socialists,Very Good,All-Consuming,Superb
nation=g_c_bakura,The Shining Islands of G C Bakura,Scandinavian Liberal Paradise,Excellent,Frightening,Good
nation=blaist_blaland,The Socialist Union of Blaist Blaland,Left-wing Utopia,Superb,Frightening,Superb
nation=united_states_york,The Federal Republic of United States York,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=feu_de_glace,The Queen Of the Waltz of Feu de Glace,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=the_iger_civilization,The Cosmopolitan State of The IGER Civilization,Left-wing Utopia,Excellent,Frightening,Superb
nation=motavians,The Ninefold Planet of Motavians,Democratic Socialists,Very Good,Powerhouse,Very Good
nation=the_feline_overlord,The Personal Harem of The Feline Overlord,Democratic Socialists,Good,All-Consuming,Average
nation=captiotia,The Summatory Socialist Republic of Captiotia,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=americolumbia,The Christian Socialist States of Americolumbia,Tyranny by Majority,Few,Frightening,Superb
nation=varavano,The Free Land of Varavano,Civil Rights Lovefest,World Benchmark,Frightening,Excellent
nation=shrewtopia,The Dominion of Shrewtopia,Father Knows Best State,Some,Strong,Rare
nation=alvestad,The Community of Alvestad,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=federal_public_of_licensed_humans,The Faithful Worshippers of Federal Public of Licensed HumanS,Democratic Socialists,Very Good,Frightening,Very Good
nation=havl,The Nation State of Havl,Left-wing Utopia,Superb,Fair,Superb
nation=the_seid,The Hivemind of The Seid,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=shaktirajya,The People's Hindu Matriarchy of Shaktirajya,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=korklandia,The Holy Empire of Korklandia,Democratic Socialists,Very Good,Frightening,Good
nation=the_unified_collective,The Empire of The Unified Collective,Left-wing Utopia,Excellent,Frightening,Superb
nation=ilnovryst,The United Proletariat Republics of Ilnovryst,Democratic Socialists,Below Average,Frightening,Below Average
nation=tyrassueb,The Principality of Tyrassueb,Left-wing Utopia,Excellent,Frightening,Excellent
nation=axeldonia,The Syndicalist Confederation of Axeldonia,Left-wing Utopia,Superb,Frightening,Superb
nation=nova_capatenia,The Nation Under Heaven of Nova Capatenia,Democratic Socialists,Very Good,Frightening,Good
nation=democratic_peoples_society_of_mechanisia,The Dictatorship of Democratic Peoples Society of Mechanisia,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=alanis_star,The Clarissa's Vagrant Persona of Alanis Star,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=united_states_smith,The Federal Republic of United States Smith,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=vanzef,The Democratic Socialist Stoners of Vanzef,Left-wing Utopia,Superb,Frightening,Superb
nation=the_cud,The CUP Imperial Province of The CUD,Inoffensive Centrist Democracy,Excellent,Frightening,Some
nation=outer_sparta,The Kingdom of Outer Sparta,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=farfadillis,The Outlandish Lands of Farfadillis,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=haven_of_liberty,The Union of Haven of liberty,Left-wing Utopia,Superb,Frightening,Excessive
nation=vipermartian,The KINGDOM of VIPERMARTIAN,Democratic Socialists,Average,Frightening,Few
nation=kylarnatia,The Ancient Empire of Kylarnatia,Left-Leaning College State,Excessive,Frightening,Good
nation=onlae,The Sæsani Tækiso Kisa of Onlae,Father Knows Best State,Excellent,Frightening,Few
nation=sacred_reich,The Authoritarian Republic of Sacred Reich,Father Knows Best State,Some,Frightening,Rare
nation=isbjorn_maerenne_bava_paerani,The Sick Beat of Isbjorn Maerenne Bava Paerani,Father Knows Best State,Some,Frightening,Rare
nation=oilgarchy,The Holy Red Easter Zombie of Oilgarchy,Psychotic Dictatorship,Unheard Of,All-Consuming,Outlawed
nation=universal_utopian_state,The Socialist Empire of Universal Utopian State,Democratic Socialists,Very Good,Frightening,Very Good
nation=metoopia,The PC Utopia of Metoopia,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=dragodon,The Dragonic Dictatorship of Dragodon,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=zulanka,The Workers' State of Zulanka,Left-wing Utopia,Frightening,Frightening,Excessive
nation=auceanznia,The Zombie Fauzjhian Province of Auceanznia,Left-wing Utopia,Superb,Frightening,Superb
nation=freedom_planita_2,The Republic of Freedom Planita 2,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=the_land_of_the_red_rainbow,The Glorious Armed Proletariat of The Land of the Red Rainbow,Iron Fist Socialists,Superb,Frightening,Outlawed
nation=axorian,The Hippie slaying states of Axorian,Father Knows Best State,Average,Frightening,Outlawed
nation=hvalfyurden,The Union of Socialist States of Hvalfyurden,Scandinavian Liberal Paradise,Excellent,Frightening,Some
nation=paffnia,The Protectorate of Paffnia,Scandinavian Liberal Paradise,Excellent,Powerhouse,Very Good
nation=pakitsk,The Welfarist Vizierdom of Pakitsk,Scandinavian Liberal Paradise,Excellent,Frightening,Good
nation=rastaland,The Liberated Zone of Rastaland,Civil Rights Lovefest,Superb,Powerhouse,Excessive
Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=paffnia,The Protectorate of Paffnia,Scandinavian Liberal Paradise,Excellent,Powerhouse,Very Good
nation=pakitsk,The Welfarist Vizierdom of Pakitsk,Scandinavian Liberal Paradise,Excellent,Frightening,Good
nation=rastaland,The Liberated Zone of Rastaland,Civil Rights Lovefest,Superb,Powerhouse,Excessive
nation=tolerativ,The Democratic Republic of Tolerativ,Democratic Socialists,Good,Frightening,Some
nation=russian_federal_republic,The Republic of Russian Federal Republic,Left-wing Utopia,Superb,Frightening,Excellent
nation=zrhajan,The United Communes of Zrhajan,Left-wing Utopia,Excessive,Frightening,Superb
nation=the_glorious_republic_of_basket_cases,The Democratic Republic of The Glorious Republic of Basket Cases,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=sphinxatopd,The People's Collective of Sphinxatopd,Left-Leaning College State,World Benchmark,Frightening,Excellent
nation=schala,The Disputed Territories of Schala,Corrupt Dictatorship,Below Average,Frightening,Unheard Of
nation=clench,The Popsicle Pete Nation of Clench,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=finalanswer_archive,The Candlewhisper Archive Puppet of Finalanswer Archive,Father Knows Best State,Some,Frightening,Few
nation=anarchyst,The CIDAO of Anarchyst,New York Times Democracy,Excellent,Frightening,Excellent
nation=ashenov,The Socialist Federal Republic of Ashenov,Left-wing Utopia,Excessive,Frightening,Excessive
nation=galster,The Third French Colonial Empire of Galster,Psychotic Dictatorship,Few,Frightening,Few
nation=schillikia,The Socialist Federal Republic of Schillikia,Civil Rights Lovefest,Superb,Frightening,Superb
nation=comradeland,The Mass Line of Comradeland,Democratic Socialists,Very Good,Frightening,Below Average
nation=the_lleyn_peninsula,The Federal Republic of The Lleyn Peninsula,Inoffensive Centrist Democracy,Below Average,Frightening,Below Average
nation=hippie_utopia,The People's Republic of Hippie Utopia,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=zachtia,The Human-Pony Alliance of Zachtia,Left-wing Utopia,Excellent,Frightening,Superb
nation=shroomallah,The Grieving Council of Shroomallah,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=darvincia,The Kolkommunists of Darvincia,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=the_communist_state_of_croiw,The Federated Autonomies of The Communist State of Croiw,Left-wing Utopia,Superb,Frightening,Superb
nation=countriopia,The Democratic Republic of Countriopia,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=territorio_di_nessuno,The Disputed Territories of Territorio di Nessuno,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=qvait,The Valkyrian Republic of Qvait,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=the_yahya,The Holy Empire of The Yahya,Liberal Democratic Socialists,Some,Frightening,Excellent
nation=dinner_blaster,The Democratic States of Dinner Blaster,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=basiliania,The Republic of Basiliania,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=montekegolia,The People's Democratic Republic of Montekegolia,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=free_surinam,The People's Republic of Free Surinam,Democratic Socialists,Excellent,Thriving,Below Average
nation=yazmania,The Free People's Lands of Yazmania,Anarchy,World Benchmark,Frightening,Superb
nation=corsaria,The Empire of Corsaria,Corrupt Dictatorship,Average,Powerhouse,Unheard Of
nation=vivo_erotia,The Lumination of Vivo Erotia,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=edgar_the_poodle,The Squeaky toy of Edgar the poodle,Psychotic Dictatorship,Outlawed,Thriving,Unheard Of
nation=kilobugya,The Socialist Republic of Kilobugya,Left-wing Utopia,Superb,Strong,Superb
nation=kaiju_island,The Democratic Republic of Kaiju Island,Democratic Socialists,Good,Powerhouse,Very Good
nation=united_nations_of_earth_federation,The United Allied States of United Nations of Earth Federation,Left-wing Utopia,Superb,Frightening,Superb
nation=odysson,The Constitutional Monarchy of Odysson,Democratic Socialists,Excellent,Frightening,Excellent
nation=flobos,The Holy guacamole of Flobos,Democratic Socialists,Excellent,Frightening,Excellent
nation=abkhazway,The Free Land of Abkhazway,Left-wing Utopia,World Benchmark,Frightening,Excessive
nation=the_ctan_species,The ExaCivilization of The Ctan Species,Democratic Socialists,Excellent,Frightening,Excellent
nation=bonum_locum,The United Socialist States of Bonum Locum,Left-wing Utopia,Excessive,Frightening,Excessive
nation=peoples_republic_of_templelandia,The Hot Mess of Peoples Republic of TempleLandia,Civil Rights Lovefest,Frightening,Frightening,Superb
nation=katosima,The People's Republic of Katosima,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=gorgondria,The Mythical State of Gorgondria,Left-wing Utopia,World Benchmark,Frightening,Excellent
nation=maplestan,The Federal Republic of Maplestan,Civil Rights Lovefest,Excellent,Frightening,Excessive
nation=skruffer2,The Holy Empire of Skruffer2,Democratic Socialists,Some,All-Consuming,Some
nation=tyronian_socialist_state,The Flebeist Empire of Tyronian Socialist State,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=vershult,The United Socialist States of Vershult,Left-wing Utopia,Excellent,All-Consuming,Superb
nation=euraziya,The Socialist Confederation of Euraziya,Iron Fist Socialists,Superb,Frightening,Outlawed
nation=char_aznable_neo_zeon,The Holy Lucky Gold Christmas of Char Aznable Neo Zeon,Left-wing Utopia,Superb,Frightening,Superb
nation=smithstopia,The Federation of Smithstopia,Civil Rights Lovefest,Frightening,Frightening,Superb
nation=the_benevolent_nation_of_winterland,The Dictatorship of The Benevolent Nation of Winterland,Scandinavian Liberal Paradise,Excessive,Frightening,Excellent
nation=rhyveth,The Democratic Socialist States of Rhyveth,Left-wing Utopia,Superb,Frightening,Superb
nation=disco_empire,The Dominion of Disco Empire,Democratic Socialists,Excellent,Frightening,Excellent
nation=gender_rolls,The Bakery of Gender rolls,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=patria_augusta,The Empire of Patria Augusta,Democratic Socialists,Excellent,Frightening,Excellent
nation=imkitopia,The Queendom of Imkitopia,New York Times Democracy,Very Good,Frightening,Excellent
nation=than-land,The Thantatorship of THAN-Land,Psychotic Dictatorship,Rare,Frightening,Rare
nation=blood_eaters,The Perfectionnist Dictatorship of Blood Eaters,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=nostovya,The Free Land of Nostovya,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=libertarian_communist_planets,The United Federation of Libertarian Communist Planets,Left-wing Utopia,Excessive,Frightening,Superb
Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=than-land,The Thantatorship of THAN-Land,Psychotic Dictatorship,Rare,Frightening,Rare
nation=blood_eaters,The Perfectionnist Dictatorship of Blood Eaters,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=nostovya,The Free Land of Nostovya,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=libertarian_communist_planets,The United Federation of Libertarian Communist Planets,Left-wing Utopia,Excessive,Frightening,Superb
nation=disregardwork,The United Socialist States of DisregardWork,Democratic Socialists,Very Good,Frightening,Excellent
nation=koralo,The United Tribes of Koralo,Democratic Socialists,Very Good,Frightening,Very Good
nation=rohane_alista,The Constitutional Empire of Rohane Alista,Left-Leaning College State,Excellent,Frightening,Good
nation=socialist_tigray,The People's Republic of Socialist Tigray,Left-wing Utopia,Superb,Frightening,Superb
nation=zeklandia,The Free Union of Zeklandia,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=v217a,The Borderlands of V217a,Democratic Socialists,Excellent,Frightening,Excellent
nation=ardoki,The Social Democratic Republic of Ardoki,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=piloria,The Determined Land of Piloria,New York Times Democracy,Excellent,Frightening,Superb
nation=the_divisive_isolationists,The Druidic Oligarchy of The divisive isolationists,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=gongao,The Federated States of Gongao,Democratic Socialists,Excellent,Frightening,Very Good
nation=adorna,The Socialist Heartland of Adorna,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=sigma_octavus,The Great Desert of Sigma Octavus,Iron Fist Consumerists,Rare,All-Consuming,Rare
nation=west_atlantia,The Federal Monarchy of West Atlantia,Democratic Socialists,Very Good,Frightening,Excellent
nation=stalliongrad_and_far-eastern_territories,The Socialist Republic of Stalliongrad and Far-Eastern Territories,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=new_chilokver,The Lucky of New Chilokver,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=communist-union,The The crazy Marxist land of Communist-Union,Liberal Democratic Socialists,Good,Frightening,Superb
nation=karlos,The People's Republic of Karlos,Democratic Socialists,Good,Frightening,Average
nation=the_bloodbow_kollektive,The Glorious Red Gay Army of The Bloodbow Kollektive,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=torregal,The Pagan Commune of Torregal,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=scientists_allied,The Technocratic State of Scientists Allied,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=mathematania,The People's Ambient Technocracy of Mathematania,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=abhorsenia_and_clayran,The Most Serene Federation of Abhorsenia and Clayran,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=abdoa,The Free Republic of Abdoa,Civil Rights Lovefest,Superb,Frightening,Excessive
nation=british_brittany,The Dominion of British Brittany,Left-wing Utopia,World Benchmark,Frightening,Excellent
nation=lakanaba,The Council Chambers of Lakanaba,Left-Leaning College State,Superb,Frightening,Good
nation=hn67,The Benevolency of HN67,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=zinertia,The Cattery of Zinertia,Left-wing Utopia,Superb,Frightening,Superb
nation=domanania,The Federated States of Domanania,Inoffensive Centrist Democracy,Below Average,Frightening,Below Average
nation=makiland,The Casual State of Makiland,Inoffensive Centrist Democracy,Very Good,Frightening,Below Average
nation=iblenia,The Former Autonomous Region of Iblenia,Psychotic Dictatorship,Rare,Frightening,Rare
nation=ifreann,The Radchaai Province of Ifreann,Scandinavian Liberal Paradise,Superb,Very Strong,Excellent
nation=typica,The Majestic Forest of Typica,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=the_free_states_of_gotham,The United States of The Free States of Gotham,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=anarhic_morrowind,The Federation of Anarhic Morrowind,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=fhartschtank,The Holy ParaPara Federation of Fhartschtank,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=ender_vi,The Flippant Flower Children of Ender VI,Civil Rights Lovefest,Excellent,Thriving,Superb
nation=wa_klopstock,The Traveling Adventures of WA Klopstock,Liberal Democratic Socialists,Very Good,Frightening,World Benchmark
nation=the_zorgonny_wasteland,The Communist Ministries of The Zorgonny Wasteland,Corrupt Dictatorship,Below Average,Frightening,Rare
nation=bodegraven,The Not So Holy Red Blue Utopias of Bodegraven,Civil Rights Lovefest,Superb,Frightening,Excessive
