Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=beddgelert,The Gymanwlad Sosialaidd of Beddgelert,Democratic Socialists,Good,Frightening,Good
nation=ninjitsutopia,The Revolutionary Federation of NinjitsUtopia,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=lgbt_equality,The Safe Haven of LGBT Equality,New York Times Democracy,Excellent,Frightening,Superb
nation=democratic_colonies,The Federated Union of Democratic Colonies,Inoffensive Centrist Democracy,Very Good,Frightening,Good
nation=despencers_ghost,The Fantastic Leaping of DeSpencers Ghost,Left-wing Utopia,Superb,Powerhouse,World Benchmark
nation=sunset,The Republic of Sunset,Civil Rights Lovefest,Superb,Frightening,Superb
nation=ten_empires,The Alliance of Ten Empires,Democratic Socialists,Excellent,Frightening,Excellent
nation=the_sinistress,The Glorious Imperium of The Sinistress,Libertarian Police State,Superb,Frightening,Few
nation=ferrianona,The Green Regency of Ferrianona,Democratic Socialists,Some,Frightening,Average
nation=tropical_isles,The Interstellar Empire of Tropical Isles,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=filmtecknarnia,The Jingoistic States of Filmtecknarnia,Father Knows Best State,Below Average,Thriving,Few
nation=krioval,The Imperial Chiefdom of Krioval,Left-wing Utopia,Frightening,Frightening,Superb
nation=christ_triumphant,The Black Swan Hegemony of Christ Triumphant,Democratic Socialists,Very Good,Frightening,Excellent
nation=claraxia,The Confederate States of Claraxia,Left-Leaning College State,World Benchmark,Frightening,Excellent
nation=sunrise_from_the_sea,The Tumbling Waves of Sunrise from the Sea,Left-wing Utopia,Superb,All-Consuming,Superb
nation=free_jedi_knights,The Council of Free Jedi Knights,Left-Leaning College State,Superb,Frightening,Very Good
nation=continental_social_democrats,The République of Continental Social Democrats,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=scandaland,The Constitutional Monarchy of Scandaland,Scandinavian Liberal Paradise,Superb,Frightening,Average
nation=lanzmania,The Commonwealth of Lanzmania,Inoffensive Centrist Democracy,Very Good,All-Consuming,Below Average
nation=slaytania,The Union of Soviet States of Slaytania,Psychotic Dictatorship,Few,Frightening,Rare
nation=drunk_trolls,The Commonwealth of Drunk Trolls,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=pasargad,The Empire of Pasargad,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=alexandria_eschate,The Romance of Kipling's Orient of Alexandria Eschate,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=hexalot,The Corporonation of Hexalot,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=amaranthine_asphodel,The Queen and Peoples of Amaranthine Asphodel,Inoffensive Centrist Democracy,Very Good,Powerhouse,Very Good
nation=worldia555,The Republic of Worldia555,Democratic Socialists,Excellent,Frightening,Very Good
nation=shaytan_ukhiross,The Imperial Coalition of SHAYTAN UKHIROSS,Civil Rights Lovefest,Frightening,Frightening,Widely Abused
nation=stragalestranspets,The Empire of Stragalestranspets,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=the_union_of_murica,The United States of The Union of Murica,Inoffensive Centrist Democracy,Excellent,Frightening,Good
nation=slam-er,The Mildly Oppressive Republic of SLAM-ER,Civil Rights Lovefest,Excellent,Frightening,Excellent
nation=szczuropolis,The Vermindom of Szczuropolis,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=iontan,The United Islands of Iontan,Left-wing Utopia,Superb,Frightening,Excellent
nation=biotopia,The Commonwealth of Biotopia,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=kyldellian_halon,The Third Social Alliance of Kyldellian Halon,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=wizardonia,The Grand Duchy of Wizardonia,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=matrixulated,The Simulnation of Matrixulated,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=midshire,The Empire of Midshire,Civil Rights Lovefest,Frightening,Frightening,Excellent
nation=omegadrax,The Dystopic World Nation of Omegadrax,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=fallowat,The Holy Empire of Fallowat,Inoffensive Centrist Democracy,Very Good,All-Consuming,Excellent
nation=north_cross,The White Crowned Boreal Lights of North Cross,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=yissing_scalies,The Scalepile of Yissing Scalies,Left-Leaning College State,Superb,Frightening,Some
nation=almonaster_nuevo,The Zombie Hunters of Almonaster Nuevo,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=macisikan,The United Imperial Kingdoms of Macisikan,Inoffensive Centrist Democracy,Excellent,Frightening,Good
nation=flomany,The Catholic Republic of Flomany,Democratic Socialists,Excellent,Frightening,Very Good
nation=icarianna,The Intellectual Iconoclasts of Icarianna,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=suceavija,The Socialist Commonwealth of Suceavija,Left-wing Utopia,Excessive,Frightening,Widely Abused
nation=tomzilla,The Imperial Republic of Tomzilla,Civil Rights Lovefest,Superb,Frightening,Superb
nation=king_kulla,The Recent Revived Reincarnation of King Kulla,New York Times Democracy,Excellent,Frightening,Superb
nation=ral_ixshida,The Ral System Capital World of Ral Ixshida,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=the_multiversal_species_alliance,The Kratocracy of The Multiversal Species Alliance,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=codainia,The Draconic Empire of Codainia,Left-Leaning College State,Superb,Frightening,Excellent
nation=rupudska,The Lord High Admiral of Rupudska,Left-Leaning College State,World Benchmark,Frightening,Very Good
nation=fractalnavel,The Grand figment of Fractalnavel,Civil Rights Lovefest,Frightening,Thriving,Corrupted
nation=monterey_bay_aquarium,The Environmentalists of Monterey Bay Aquarium,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=lygonia,The Eternal Empire of Lygonia,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=corleonia,The Empire of Corleonia,Corrupt Dictatorship,Some,Frightening,Rare
nation=zavea,The Federation of Zavea,Democratic Socialists,Good,Frightening,Below Average
nation=unified_republic_of_america,The Constitutional Republic of Unified Republic of America,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=uhumura,The Republic of Uhumura,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=reploid_productions,The Immortal Shogunate and Affiliated Territories of Reploid Productions,Democratic Socialists,Very Good,Frightening,Good
nation=cecilly,The Queendom of Cecilly,Left-Leaning College State,Excellent,Frightening,Excellent
nation=le_libertia,The Vice Delegate of Le Libertia,Civil Rights Lovefest,Frightening,Frightening,Excessive
nation=zogarok,The Constitutional Monarchy of Zogarok,Anarchy,World Benchmark,Frightening,Superb
nation=the_centauri,The Burlesque Republic of The Centauri,Compulsory Consumerist State,Very Good,Frightening,Few
nation=landing_site_alpha,The Incorporated States of Landing Site Alpha,Left-wing Utopia,World Benchmark,Frightening,Widely Abused
nation=brythonic_archipelago,The Empire of Brythonic Archipelago,Democratic Socialists,Below Average,Frightening,Below Average
nation=cromulent_peoples,The Embiggened Republic of Cromulent Peoples,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=mexican_liberation,The Grand Imperium of Divinity of Mexican Liberation,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=kaigi,The Kingdom of Kaigi,Corrupt Dictatorship,Very Good,Frightening,Few
nation=that_guy_with_a_tail,The Disputed Territories of That guy with a tail,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=imperio_de_jandira,The Technocracy of Imperio de Jandira,Democratic Socialists,Excellent,Frightening,Good
nation=rexzich_city,The Khaos Konfederacy of Rexzich City,Scandinavian Liberal Paradise,Superb,Frightening,Good
nation=horde,The Goblins of Horde,New York Times Democracy,Below Average,Frightening,Corrupted
nation=land_without_shrimp,The Springtime Glory of Land Without Shrimp,Civil Rights Lovefest,World Benchmark,Frightening,World Benchmark
nation=libetarian_republics,The Deconstruction of Libetarian Republics,Left-wing Utopia,Superb,Frightening,Superb
nation=woonsocket,The Big Bull of Woonsocket,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=de_quebec,The Canadien Republique of De Quebec,Father Knows Best State,Very Good,Frightening,Few
nation=dioxin,The Plains of Dioxin,Left-Leaning College State,Excellent,Frightening,Below Average
nation=san_pellegrino_romana,The Federal Kingdom of San Pellegrino Romana,Inoffensive Centrist Democracy,Below Average,Frightening,Some
nation=markreich,The Ostentatious Grand Duchy of Markreich,New York Times Democracy,Very Good,Frightening,Superb
nation=seranis,The Pristine Protectorate of Seranis,New York Times Democracy,Very Good,Frightening,Excessive
nation=buccaruu,The Great Emirate of BuccaRuu,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=beth_gellert,The Gymanwlad Sosialaidd of Beth Gellert,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=zyrcrestia,The Holy Empire of Zyrcrestia,Democratic Socialists,Average,Frightening,Very Good
nation=san_jose,The City of San Jose,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=isselmere,The United Kingdom of Isselmere,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=northern_german_federation,The FPCM of Northern German Federation,Inoffensive Centrist Democracy,Excellent,Frightening,Good
nation=isla_vista,The Godless Mercantile Nexus of Isla Vista,Compulsory Consumerist State,Average,Frightening,Few
nation=the_big_bad_boo,The Cattery of The Big Bad Boo,Democratic Socialists,Very Good,Frightening,Very Good
nation=old_atlantica,The Federation of Old Atlantica,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=urizenjav,The Most Serene Republic of Urizenjav,Scandinavian Liberal Paradise,Excellent,All-Consuming,Excellent
nation=maineiacs,The Liberal Utopia of Maineiacs,Civil Rights Lovefest,Superb,Frightening,Superb
nation=davincia,The Empire of Davincia,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=sakkra,The Herpetological Empire of Sakkra,New York Times Democracy,Excellent,Frightening,Superb
nation=wackiest,The Fabulously Modest Kingdom of Wackiest,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=mascorp,The Third Social Alliance of Mascorp,Inoffensive Centrist Democracy,Good,Frightening,Very Good
nation=nuweland,The Impossible Pantisocracy of Nuweland,New York Times Democracy,Excellent,Frightening,Superb
nation=celtic_rodents,The Malthusian Fecundity of Celtic Rodents,Civil Rights Lovefest,Frightening,Frightening,Corrupted
nation=zargovia,The Sultanate of Zargovia,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=draconis_nightcrawlis,The Einherjers of Draconis Nightcrawlis,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=fengate,The Empire of Fengate,New York Times Democracy,Excellent,Frightening,Excellent
nation=saurian_nations,The Antediluvian Lost World of Saurian Nations,Left-wing Utopia,Excellent,Frightening,Superb
nation=the_world_of_ares,The Fact Is Marble Is Queen of The World of Ares,Corrupt Dictatorship,Very Good,Frightening,Unheard Of
nation=blazing_samaritan,The It of Blazing Samaritan,Inoffensive Centrist Democracy,Some,Frightening,Some
nation=the_zocalo,The Sexy Spacefaring Shogunate of The Zocalo,Capitalist Paradise,Good,Frightening,Average
nation=mythrandir,The Kingdom of Mythrandir,New York Times Democracy,Very Good,Frightening,Superb
nation=aequalitia,The Democratic republic of Aequalitia,Civil Rights Lovefest,Superb,Frightening,Superb
nation=maysai,The New United Empire of Maysai,Father Knows Best State,Some,Frightening,Rare
nation=gandoor,The Democratic Republic of Gandoor,Civil Rights Lovefest,Excessive,Frightening,World Benchmark
nation=nudist_dreamland,The Founder of Nudist Dreamland,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=jaksmouth,The Tyu of Jaksmouth,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=bears_armed,The Free Bears of Bears Armed,Civil Rights Lovefest,Superb,Frightening,Excessive
nation=aethelia,The Bardic Lorekeepers of Aethelia,Left-wing Utopia,Superb,Frightening,Superb
nation=kyldellian_bilge,The Third Social Alliance of Kyldellian Bilge,Democratic Socialists,Good,Frightening,Very Good
nation=corp_nations,The Empire of Corp Nations,Left-Leaning College State,Superb,Frightening,Excellent
nation=dirk_diggler,The Amazing Talents of Dirk Diggler,Capitalist Paradise,Average,Frightening,Good
nation=nurdia,The Omnisapient Neotopia of Nurdia,Left-Leaning College State,World Benchmark,Reasonable,Excellent
nation=veksar,The Empire of Veksar,New York Times Democracy,Excellent,Frightening,Superb
nation=mikaclysm,The Federation of Mikaclysm,Civil Rights Lovefest,World Benchmark,Frightening,Widely Abused
nation=lethen,The Crystal leth dealing cabal of Lethen,Civil Rights Lovefest,Superb,Frightening,Superb
nation=katkasistan,The Democratic States of Katkasistan,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=ilek-vaad,The Greater Free Republic of Ilek-Vaad,Left-wing Utopia,Superb,Frightening,Excellent
nation=yuletide_yggdrasil,The Generous Roots of Yuletide Yggdrasil,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=san_lumen,The Kingdom of San Lumen,New York Times Democracy,Excellent,Frightening,Superb
nation=millopoli,The Heavenly Holy Empire of Millopoli,Civil Rights Lovefest,World Benchmark,All-Consuming,Excessive
nation=the_new_california_republic,The Irradiated Wasteland of The New California Republic,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=northern_borland,The Allied Corporate Empire of Northern Borland,Capitalizt,Superb,Frightening,Good
nation=hesperonis,The Ur-Quan Masters of Hesperonis,Compulsory Consumerist State,Very Good,Frightening,Few
nation=nouveau_aquitaine,The Republic of Nouveau Aquitaine,Civil Rights Lovefest,Superb,Frightening,Superb
nation=tryienne,The Military Nation of Tryienne,Inoffensive Centrist Democracy,Average,Frightening,Few
nation=duxburian_union,The WELCOME HOME of Duxburian Union,Capitalist Paradise,Very Good,Frightening,Very Good
nation=uchila_eru,The Progressive Technocracy of Uchila Eru,Democratic Socialists,Very Good,Frightening,Excellent
nation=belarum,The Federal Republic of Belarum,Left-wing Utopia,Superb,Frightening,Excellent
nation=kingsminster,The Interstellar Empire of Kingsminster,Capitalist Paradise,Below Average,Frightening,Below Average
nation=jolteonia,The Principality of Jolteonia,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=kyldellian_xtugon,The Third Social Alliance of Kyldellian Xtugon,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=velon,The Galactik Imperium of Velon,Liberal Democratic Socialists,Excellent,Strong,Superb
nation=greater_tern,The Free Commonwealth of Greater Tern,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=norfairdepths,The Blazing Borderlands of Norfairdepths,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=disregardwork,The United Socialist States of DisregardWork,Democratic Socialists,Very Good,Frightening,Excellent
nation=leuzinger,The Confederacy of Leuzinger,Democratic Socialists,Very Good,Frightening,Good
nation=toe-cheeseland,The British Commonwealth of Toe-Cheeseland,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=nexxion,The Empire of NeXxion,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=hugoland,The Senate and People of Hugoland,Capitalizt,Superb,Frightening,Good
nation=coung_komands,The Free Democratic Republic of Coung Komands,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=jasque,The Radioactive Republic of Jasque,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=kyldellian_berben,The Third Social Alliance of Kyldellian Berben,Democratic Socialists,Average,Frightening,Excellent
nation=greater_ramonia,The Anti-Everything Principality of Greater Ramonia,Scandinavian Liberal Paradise,Excellent,All-Consuming,Very Good
nation=port_myreal,The Free Land of Port Myreal,Civil Rights Lovefest,Frightening,Frightening,World Benchmark
nation=los_santos,The Very Large Safari Park of Los Santos,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=korprike,The Holy Necromantic Empire of Korprike,New York Times Democracy,Very Good,Frightening,Excellent
