Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=applejacky,The Agricultural Paradise of AppleJacky,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=tropical_isles,The Interstellar Empire of Tropical Isles,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=calavis,The DoGooder Intentions of Calavis,Democratic Socialists,Below Average,Frightening,Some
nation=goodnamesarerare,The People's Republic of Goodnamesarerare,Democratic Socialists,Very Good,Frightening,Below Average
nation=kilobugya,The Socialist Republic of Kilobugya,Left-wing Utopia,Superb,Strong,Superb
nation=winklebottom,The Federal Republic of Winklebottom,Liberal Democratic Socialists,Excellent,Frightening,World Benchmark
nation=papajacky,The Dominion of PapaJacky,Democratic Socialists,Excellent,Frightening,Very Good
nation=smugglers_and_mercs,The Alliance of Smugglers and Mercs,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=ransium,The United Mangrove Archipelago of Ransium,Democratic Socialists,Average,Frightening,Excellent
nation=qvait,The Valkyrian Republic of Qvait,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=the_candy_of_bottles,The Rainbow Pony Kingdom of The Candy Of Bottles,Democratic Socialists,Good,Frightening,Average
nation=mexican_liberation,The Grand Imperium of Divinity of Mexican Liberation,Left-wing Utopia,Frightening,Frightening,Widely Abused
nation=killerma,The Imperial Empire of Killerma,Liberal Democratic Socialists,Excellent,Fair,Superb
nation=tokora,The Democratic Republic of Tokora,Democratic Socialists,Good,Frightening,Good
nation=universal_utopian_state,The Socialist Empire of Universal Utopian State,Democratic Socialists,Very Good,Frightening,Very Good
nation=genesis_fifteen,The Socialist Federation of Genesis Fifteen,Left-wing Utopia,Frightening,Frightening,Superb
nation=ummagumma,The Nihilist Hippy Commune of Ummagumma,Left-wing Utopia,Superb,Frightening,Superb
nation=xiashu,The Peaceful collective of Xiashu,Liberal Democratic Socialists,Very Good,All-Consuming,Superb
nation=kershya,The Constitutional Monarchy of Kershya,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=leviatha,The Socialist Democracy of Leviatha,Left-wing Utopia,Excellent,Frightening,Excellent
nation=crazed_monkies,The Armed Republic of Crazed monkies,Liberal Democratic Socialists,Very Good,Frightening,Excellent
nation=kyldellian_skyland,The Third Social Alliance of Kyldellian Skyland,Democratic Socialists,Average,Frightening,Very Good
nation=eljefe,The Heavily-Legged Strongmen of ElJefe,Inoffensive Centrist Democracy,Excellent,Thriving,Below Average
nation=darkium,The Galactic Imperium Invictum of Darkium,Corrupt Dictatorship,Excellent,Frightening,Rare
nation=cyrenean,The Island of Cyrenean,Civil Rights Lovefest,World Benchmark,Frightening,World Benchmark
nation=neo_prutenia,The Meritocratic Republic of Neo Prutenia,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=the_iger_civilization,The Cosmopolitan State of The IGER Civilization,Left-wing Utopia,Excellent,Frightening,Superb
nation=jaksmouth,The Tyu of Jaksmouth,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=kylarnatia,The Ancient Empire of Kylarnatia,Left-Leaning College State,Excessive,Frightening,Good
nation=demeter,The Mystery Cult of Demeter,Democratic Socialists,Good,Frightening,Very Good
nation=schala,The Disputed Territories of Schala,Corrupt Dictatorship,Below Average,Frightening,Unheard Of
nation=ekamatra,The Democratic Party of Ekamatra,Psychotic Dictatorship,Rare,Frightening,Few
nation=nanocyberia,The Solitary Space Hyperstation of Nanocyberia,Corrupt Dictatorship,Some,Frightening,Few
nation=minahasa,The Confederated Communes of Minahasa,Left-wing Utopia,Excessive,Frightening,World Benchmark
nation=monterey_bay_aquarium,The Environmentalists of Monterey Bay Aquarium,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=disco_empire,The Dominion of Disco Empire,Democratic Socialists,Excellent,Frightening,Excellent
nation=the_clockwork_republic,The Technocracy of The Clockwork Republic,Democratic Socialists,Excellent,Frightening,Excellent
nation=kiaville,The Democratic States of Kiaville,Left-wing Utopia,Excellent,Frightening,Superb
nation=vancovaria,The Federal Democratic Republic of Vancovaria,Left-wing Utopia,Excessive,Frightening,Superb
nation=moftan,The Equal Opportunity Nation of Moftan,Democratic Socialists,Average,Weak,Excellent
nation=aigania,The Federal Republic of Aigania,Left-Leaning College State,Excellent,Frightening,Excellent
nation=corcaw,The Republic of Corcaw,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=joaco,The Kingdom of Joaco,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=singapore_no2,The UD Parliamentary Republic of Singapore no2,Democratic Socialists,Some,Frightening,Few
nation=octoid,The Republic of Octoid,Democratic Socialists,Very Good,Frightening,Excellent
nation=outer_utonixick_gollinican,The Kingdom of Outer Utonixick Gollinican,Democratic Socialists,Below Average,Frightening,Good
nation=brythonic_archipelago,The Empire of Brythonic Archipelago,Democratic Socialists,Below Average,Frightening,Below Average
nation=meulmania,The Imperial Protectorate of Meulmania,Inoffensive Centrist Democracy,Average,Frightening,Average
nation=nelvana_iii,The People's Woodlands of Nelvana III,Democratic Socialists,Excellent,Frightening,Excellent
nation=dutchyland,The Mystical Isles of Dutchyland,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=wolfhawk,The Forest Realm of Wolfhawk,Liberal Democratic Socialists,Very Good,Fair,Superb
nation=fallen_apples,The Republic of Fallen Apples,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=milostein,The Kingdom of Milostein,Democratic Socialists,Excellent,Frightening,Good
nation=the_new_changeling_empire,The Grand Hive of The New Changeling Empire,Corrupt Dictatorship,Below Average,Frightening,Rare
nation=absentia,The Ongoing State of Absentia,Inoffensive Centrist Democracy,Very Good,Frightening,Below Average
nation=the_united_expanse,The Pacifist States of The United Expanse,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=vastalon,The Federated Republic of Vastalon,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=span,The United Socialist States of Span,Civil Rights Lovefest,Excessive,Thriving,Superb
nation=mes,The National-Sonacist Empire of Mes,Democratic Socialists,Below Average,Frightening,Average
nation=ceden,The Republic of Ceden,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=voxum_mortalum,The Order of Voxum Mortalum,Civil Rights Lovefest,Superb,Frightening,Superb
nation=vancili,The Federation of Vancili,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=kriov,The Glorious and Serene Harmony of Kriov,Left-Leaning College State,Superb,Frightening,Excellent
nation=lady_rose,The Fiefdom of Lady Rose,Civil Rights Lovefest,Superb,Frightening,Superb
nation=taineizbria,The Zombie Fauzjhian Province of Taineizbria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=zaxarium,The Glorious Most High Empire of Zaxarium,Democratic Socialists,Average,Frightening,Average
nation=zachtia,The Human-Pony Alliance of Zachtia,Left-wing Utopia,Excellent,Frightening,Superb
nation=chemung,The Christmas Zombie Horde of Chemung,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=asian-nation,The Unknown of Asian-Nation,Left-wing Utopia,Superb,Frightening,Superb
nation=badger_wind,The Empire of Badger Wind,Psychotic Dictatorship,Few,Frightening,Few
nation=rugelia,The Empire of Rugelia,Democratic Socialists,Excellent,Powerhouse,Very Good
nation=fauzjhia,The Communist Easter Egg Kingdom of Fauzjhia,Left-wing Utopia,Superb,Frightening,Superb
nation=the_seid,The Hivemind of The Seid,Civil Rights Lovefest,World Benchmark,Frightening,Excessive
nation=laocracy,The Community of Laocracy,Democratic Socialists,Average,Frightening,Very Good
nation=zombiedolphins,The Republic of Zombiedolphins,Civil Rights Lovefest,Superb,Frightening,Superb
nation=united_provinces_of_atlantica,The Most Serene Jarldom of United Provinces of Atlantica,Left-wing Utopia,Superb,Frightening,Superb
nation=gynostan,The Womyn's Paradise of Gynostan,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=46566,The Grand Duchy of 46566,Corrupt Dictatorship,Some,Frightening,Rare
nation=benjamin_mark,The Second Commonwealth of Benjamin Mark,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=kalmykhia,The Federated Communes of Kalmykhia,Corrupt Dictatorship,Average,Frightening,Rare
nation=evilcia,The Zombie Prolife Kingdom of Evilcia,Left-wing Utopia,Superb,Frightening,Superb
nation=auceanznia,The Zombie Fauzjhian Province of Auceanznia,Left-wing Utopia,Superb,Frightening,Superb
nation=the_unionized_stoners,The Soviet Socialist States of The Unionized Stoners,Democratic Socialists,Very Good,Frightening,Very Good
nation=ifulita2012,The Republic of Ifulita2012,Democratic Socialists,Below Average,Reasonable,Average
nation=polinikia,The Commonwealth of Polinikia,Democratic Socialists,Some,Imploded,Below Average
nation=bhrazjhia,The Zombie Fauzjhian Provincie of Bhrazjhia,Left-wing Utopia,Superb,Frightening,Superb
nation=herya,The Empire of Herya,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=megatokyo-3,The Republic of MegaTokyo-3,Inoffensive Centrist Democracy,Excellent,Frightening,Average
nation=lunheizria,The Zombie Fauzjhian Province of Lunheizria,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=saganye,The Oil Painted Joy of Saganye,Democratic Socialists,Excellent,Frightening,Excellent
nation=ebon_citadel,The Weeping Halls of Ebon Citadel,Democratic Socialists,Good,Frightening,Average
nation=ifulita,The Republic of Ifulita,Democratic Socialists,Some,Developing,Very Good
nation=trotterdam,The Principality of Trotterdam,Left-Leaning College State,Superb,Frightening,Excellent
nation=emailistan,The United Socialist States of Emailistan,Left-wing Utopia,Excellent,Frightening,Excellent
nation=the_ctan_species,The ExaCivilization of The Ctan Species,Democratic Socialists,Excellent,Frightening,Excellent
nation=che_triumphant,The Sanctuary of Che Triumphant,Democratic Socialists,Very Good,Frightening,Good
nation=tyronian_socialist_state,The Flebeist Empire of Tyronian Socialist State,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=minafederal,The Federation of MinaFederal,Authoritarian Democracy,Outlawed,Frightening,Some
nation=toyotomi_hiteyoshi,The Empire of Toyotomi_hiteyoshi,Inoffensive Centrist Democracy,Below Average,Reasonable,Below Average
nation=falvaard,The Vinlandic Republic of Falvaard,Left-Leaning College State,Superb,Frightening,Excellent
nation=urgabah,The People's Socialist Republic of Urgabah,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=arthymia,The Draconic Lands of Arthymia,Left-Leaning College State,Superb,Frightening,Below Average
nation=chilledsville,The Colony of Chilledsville,Authoritarian Democracy,Rare,Frightening,Some
nation=raj7765,The Empire of Raj7765,Inoffensive Centrist Democracy,Average,Frightening,Average
nation=greater_new_poland,The Former WAD Dominator of Greater New Poland,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=west_green_israel,The Federal Republic of West green Israel,Left-wing Utopia,Excellent,Frightening,World Benchmark
nation=brillnuck,The Federal Republic of Brillnuck,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=sirian,The Democratic Socialist States of Sirian,Left-Leaning College State,Superb,Frightening,Good
nation=servants_of_gizmo,The Lunacy of Servants of Gizmo,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=kyupaa,The Republic of Kyupaa,Democratic Socialists,Very Good,Imploded,Very Good
nation=red_dome,The Colony of Red Dome,Democratic Socialists,Good,All-Consuming,Excellent
nation=cquuzal,The Eternal Empire of Cquuzal,Corrupt Dictatorship,Excellent,Frightening,Rare
nation=the_university_project,The Experimental Technocracy of The University Project,Corrupt Dictatorship,Very Good,Frightening,Unheard Of
nation=sarotte,The Queendom of Sarotte,Liberal Democratic Socialists,Excellent,Powerhouse,Superb
nation=this_was_probably_a_bad_idea,The Republic of This was probably a bad idea,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=united_nations_of_earth_federation,The United Allied States of United Nations of Earth Federation,Left-wing Utopia,Superb,Frightening,Superb
nation=araraukar,The Grand Nation of Araraukar,Corrupt Dictatorship,Some,Weak,Few
nation=cecilly,The Queendom of Cecilly,Left-Leaning College State,Excellent,Frightening,Excellent
nation=north_cross,The White Crowned Boreal Lights of North Cross,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=arqhua,The Artificial Intelligence of Arqhua,Left-wing Utopia,Superb,Frightening,Superb
nation=mindalia,The Pristine Redoubt of Mindalia,New York Times Democracy,Excellent,Frightening,Superb
nation=kwabena_kingdom,The New Constitutional Monarchy of Kwabena Kingdom,Democratic Socialists,Excellent,Frightening,Excellent
nation=territorio_di_nessuno,The Disputed Territories of Territorio di Nessuno,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=new_philippine_federation,The Confederal Republic of New Philippine Federation,New York Times Democracy,Very Good,Frightening,Superb
nation=aguaria_major,The Transoceanic Republic of Aguaria Major,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=obstinacy,The Disputed Territories of Obstinacy,Democratic Socialists,Good,Frightening,Average
nation=ten_empires,The Alliance of Ten Empires,Democratic Socialists,Excellent,Frightening,Excellent
nation=iontan,The United Islands of Iontan,Left-wing Utopia,Superb,Frightening,Excellent
nation=alphacon,The Most Serene Republic of Alphacon,Democratic Socialists,Good,Frightening,Good
nation=athretvari,The High-Technate of Athretvari,New York Times Democracy,Very Good,Frightening,Excellent
nation=bacopa,The Kingdom of Bacopa,Democratic Socialists,Some,Frightening,Average
nation=saltanyas,The Republic of Saltanyas,Left-wing Utopia,Frightening,Frightening,Corrupted
nation=chasinglola,The Holy Red Zombie Excellence of ChasingLola,Left-Leaning College State,Superb,Frightening,Excellent
nation=demmania,The Great Country of Demmania,Left-Leaning College State,Excellent,Frightening,Excellent
nation=dindrenzi,The Socialist Directorate of Dindrenzi,Democratic Socialists,Very Good,Frightening,Very Good
nation=demotek,The Eco-communalist Democracy of Demotek,Left-Leaning College State,Superb,Frightening,Excellent
nation=the_republic_of_invictus,The Democratic Republic of The Republic of Invictus,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=kundu,The Great Empire of Kundu,Left-Leaning College State,Excellent,Frightening,Very Good
nation=skillcrossbones,The People's Republic of SkillCrossbones,Democratic Socialists,Excellent,Frightening,Excellent
nation=icewolfz,The Incorporated States of Icewolfz,Father Knows Best State,Very Good,Frightening,Few
nation=harmonious_paperclips,The Incorporated Entity of Harmonious Paperclips,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=kisume_the_bucket_youkai,The Matriarchy of Kisume the bucket youkai,Left-wing Utopia,Superb,Frightening,Superb
nation=bolian_island,The People's Unions of Bolian island,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=the_campbell_nation,The Peoples Federation of The Campbell Nation,Libertarian Police State,Superb,Frightening,Unheard Of
nation=the_holy_empire_of_the_stars,The Holy Empire of The Holy Empire of the Stars,Democratic Socialists,Very Good,Frightening,Good
nation=flandarz,The True Divine Empire of Flandarz,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=psycho_birds,The Sadistic Dungeons of Psycho Birds,Father Knows Best State,Some,Frightening,Rare
nation=haha458,The Republic of Haha458,Inoffensive Centrist Democracy,Some,Frightening,Excellent
nation=karolosia,The Holy Empire of Karolosia,Authoritarian Democracy,Outlawed,Frightening,Average
nation=whims,The Kingdom of Whims,Civil Rights Lovefest,Superb,Frightening,Superb
nation=the_pact_of_terra,The Empire of The Pact of Terra,Inoffensive Centrist Democracy,Below Average,Frightening,Some
nation=whitton_world,The Kingdom of Whitton World,Civil Rights Lovefest,Excellent,Frightening,Superb
nation=thespolis,The Combined Syndicates of Thespolis,Left-wing Utopia,Superb,Frightening,Superb
nation=merriwhether,The Free Democratic Republic of Merriwhether,Left-wing Utopia,Excellent,Frightening,Superb
nation=praeceps,The Hoppy of Praeceps,Democratic Socialists,Excellent,Frightening,Very Good
nation=dioxin,The Plains of Dioxin,Left-Leaning College State,Excellent,Frightening,Below Average
nation=blaist_blaland,The Socialist Union of Blaist Blaland,Left-wing Utopia,Superb,Frightening,Superb
nation=western_arab_empire,The Islamic Caliphate of Western Arab Empire,Democratic Socialists,Some,Frightening,Excellent
nation=alanis_star,The Clarissa's Vagrant Persona of Alanis Star,Liberal Democratic Socialists,Good,Frightening,Excellent
nation=erastide,The Banana Bread Provider of Erastide,Democratic Socialists,Average,Reasonable,Very Good
nation=sigma_octavus,The Great Desert of Sigma Octavus,Iron Fist Consumerists,Rare,All-Consuming,Rare
nation=-hellenic_empire-,The Democratic Commonwealth of -Hellenic Empire-,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=corsetopia,The Democratic States of Corsetopia,Corrupt Dictatorship,Very Good,Frightening,Unheard Of
nation=the_talisman,The Monocratic Roman Empire of The Talisman,Inoffensive Centrist Democracy,Good,Frightening,Below Average
nation=trolleborg,The Republic of Trolleborg,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=frennierstan,The Republic of Frennierstan,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=velon,The Galactik Imperium of Velon,Liberal Democratic Socialists,Excellent,Strong,Superb
nation=the_astral_eternals,The Most Serene Republic of The Astral Eternals,Scandinavian Liberal Paradise,Superb,Frightening,Very Good
nation=flobos,The Holy guacamole of Flobos,Democratic Socialists,Excellent,Frightening,Excellent
nation=kyldellian_bilge,The Third Social Alliance of Kyldellian Bilge,Democratic Socialists,Good,Frightening,Very Good
nation=sankh-lanport,The Free and Independent State of Sankh-Lanport,Left-Leaning College State,Excellent,Frightening,Good
nation=tysoania,The Federal Republic of Tysoania,Inoffensive Centrist Democracy,Excellent,Good,Excellent
nation=popaholick,The Royaume of Popaholick,Left-Leaning College State,Superb,Frightening,Excellent
nation=worldia555,The Republic of Worldia555,Democratic Socialists,Excellent,Frightening,Very Good
nation=outter_micronesia,The Gentle Peoples of Outter Micronesia,Left-Leaning College State,Superb,Imploded,Excellent
nation=jittersamhay,The Cybermetropolis of Jittersamhay,Scandinavian Liberal Paradise,Excellent,Frightening,Excellent
nation=coung_komands,The Free Democratic Republic of Coung Komands,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=chalakudy,The Constitutional Anarchy of Chalakudy,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=stragalestranspets,The Empire of Stragalestranspets,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=kiljarit,The Militaristic Republic of Kiljarit,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=new_chilokver,The Lucky of New Chilokver,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=shaktirajya,The People's Hindu Matriarchy of Shaktirajya,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=the_amazons_daughters,The Amazonian Empire of The Amazons Daughters,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=steenia,The Environmental Protectorate of Steenia,Scandinavian Liberal Paradise,Excellent,Weak,Excellent
nation=aethelia,The Bardic Lorekeepers of Aethelia,Left-wing Utopia,Superb,Frightening,Superb
nation=avaerilon,The Magnificent Kingdom of Avaerilon,Civil Rights Lovefest,Excessive,Frightening,Widely Abused
nation=beriwen,The Empire of Beriwen,Democratic Socialists,Very Good,Frightening,Very Good
nation=north_winterfell,The Kingdom of North Winterfell,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=republic_of_berzerkistan,The Federation of Republic of Berzerkistan,Anarchy,Superb,Frightening,Superb
nation=neldessica,The Republic of Neldessica,Democratic Socialists,Below Average,Fragile,Good
nation=lykosia,The Commonwealth of Lykosia,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=towelania,The Gaudy Purple Lint Trap of Towelania,Democratic Socialists,Average,Basket Case,Some
nation=federation_of_the_astral_plane,The Federal Republic of Federation of the Astral Plane,Left-wing Utopia,World Benchmark,Frightening,Superb
nation=yoriz,The Xenopolis of YoriZ,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=marthuania,The Federation of Marthuania,Democratic Socialists,Some,Frightening,Average
nation=future_cascadia,The Republic of Future Cascadia,Democratic Socialists,Very Good,Frightening,Good
nation=minchioria,The Transhuman Communist State of Minchioria,Democratic Socialists,Good,Frightening,Very Good
nation=aquilonia-caithness,The Republic of Aquilonia-Caithness,Father Knows Best State,Some,Thriving,Few
nation=biotopia,The Commonwealth of Biotopia,Inoffensive Centrist Democracy,Excellent,Frightening,Very Good
nation=the_yahya,The Holy Empire of The Yahya,Liberal Democratic Socialists,Some,Frightening,Excellent
nation=antirrhopus,The Mysterious Island of Antirrhopus,Liberal Democratic Socialists,Very Good,Frightening,Superb
nation=wessara,The Dominion of Wessara,Democratic Socialists,Below Average,Frightening,Some
nation=brealeux,The Dictatorship of Brealeux,Father Knows Best State,Good,Frightening,Unheard Of
nation=kyldellian_halon,The Third Social Alliance of Kyldellian Halon,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=cruciland,The Fascist Legion of Cruciland,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=lancaster_of_wessex,The Most Ancient and Noble House of Lancaster of Wessex,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=nuevo_meshiko,The Grand Socialist Federation of Nuevo Meshiko,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=greater_somalia,The United States of Greater Somalia,Liberal Democratic Socialists,Very Good,Frightening,Widely Abused
nation=verben,The Third Social Alliance of Verben,Democratic Socialists,Good,Frightening,Average
nation=unger_under_over,The Free Land of Unger under over,Left-wing Utopia,Superb,Frightening,Superb
nation=omnistria,The Epic Revolution of Omnistria,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=zulanka,The Workers' State of Zulanka,Left-wing Utopia,Frightening,Frightening,Excessive
nation=republic_of_freedonia,The Firefly presidency of Republic of Freedonia,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=rangers_brotherhood,The Dominion of Rangers Brotherhood,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=chip_skylark,The Commonwealth of Chip Skylark,Scandinavian Liberal Paradise,Excellent,Frightening,Very Good
nation=jamesburgh,The Constitutional Monarchy of Jamesburgh,Scandinavian Liberal Paradise,World Benchmark,Frightening,Excellent
nation=mozworld,The Eco-Republic of Mozworld,Democratic Socialists,Some,Fair,Average
nation=avios,The Empire of Avios,New York Times Democracy,Very Good,Frightening,World Benchmark
nation=absolutus,The People's Socialist Republic of Absolutus,Democratic Socialists,Very Good,Frightening,Good
