Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=gig_em_aggies,The Galactic Empire of Gig em Aggies,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=lederland,The Eternal Dread Empire of Lederland,Father Knows Best State,Average,Frightening,Unheard Of
nation=reqovia,The Empire of Reqovia,Psychotic Dictatorship,Rare,Frightening,Rare
nation=woollevia,The Academic Dominion of Woollevia,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=psycho_birds,The Sadistic Dungeons of Psycho Birds,Father Knows Best State,Some,Frightening,Rare
nation=slaytania,The Union of Soviet States of Slaytania,Psychotic Dictatorship,Few,Frightening,Rare
nation=general_mike,The Grand Holy Imperial Empire of General Mike,Psychotic Dictatorship,Few,Frightening,Few
nation=jalliala,The Depressing Hellscape of Jalliala,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=vipermartian,The KINGDOM of VIPERMARTIAN,Democratic Socialists,Average,Frightening,Few
nation=aibohphobia,The Recursiveness of Aibohphobia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=expendia,The Monastic Technocracy of Expendia,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=heyzay,The Federal Unitary Stratocracy of HeyZay,Father Knows Best State,Average,Frightening,Rare
nation=haishan,The Techno-Induscracy of Haishan,Father Knows Best State,Some,Frightening,Few
nation=orthodox_gnosticism,The Tyrol Industries of Orthodox Gnosticism,Father Knows Best State,Below Average,Frightening,Rare
nation=geodesicdragon,The Apocalypse of GeodesicDragon,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=titananium,The Merchant Confederacy of Titananium,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=wentsworth,The United Republic States of Wentsworth,Father Knows Best State,Below Average,Frightening,Rare
nation=archd,The Dictatorship of ArchD,Father Knows Best State,Very Good,Frightening,Rare
nation=blogotopia,The Anarchy of Blogotopia,Left-Leaning College State,Superb,Frightening,Very Good
nation=particle,The Interdimensional Domain of Particle,Father Knows Best State,Good,Frightening,Rare
nation=bettongia,The Disputed Territories of Bettongia,Father Knows Best State,Average,Frightening,Rare
nation=titananium,The Merchant Confederacy of Titananium,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=archd,The Dictatorship of ArchD,Father Knows Best State,Very Good,Frightening,Rare
nation=blogotopia,The Anarchy of Blogotopia,Left-Leaning College State,Superb,Frightening,Very Good
nation=particle,The Interdimensional Domain of Particle,Father Knows Best State,Good,Frightening,Rare
nation=bettongia,The Disputed Territories of Bettongia,Father Knows Best State,Average,Frightening,Rare
nation=united_nationalist_republic,The Empire of United Nationalist Republic,Left-Leaning College State,Superb,Frightening,Average
nation=cocaine,The Private Stash of Cocaine,Capitalist Paradise,Very Good,Frightening,Excellent
nation=random_one,The GV Corporal of Random One,Iron Fist Consumerists,Few,Frightening,Rare
nation=harmonious_paperclips,The Incorporated Entity of Harmonious Paperclips,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=sacred_reich,The Authoritarian Republic of Sacred Reich,Father Knows Best State,Some,Frightening,Rare
nation=the_bonum_commune_institute,The Technocracy of The Bonum commune Institute,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=max_empire,The Illuminated Autocracy of Max Empire,Father Knows Best State,Some,Frightening,Outlawed
nation=point_blob,The Amorphous Mass of Point Blob,Left-Leaning College State,Superb,Frightening,Excellent
nation=kherkov,The People's Empire of Kherkov,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=moderium,The Federical Federations of Moderium,Corrupt Dictatorship,Good,Frightening,Few
nation=pencil_sharpeners_2,The Panda of Pencil Sharpeners 2,Compulsory Consumerist State,Average,Frightening,Rare
nation=incindia_village,The Dictatorship of Incindia Village,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=servoth,The Integrated Machine Authority of Servoth,Democratic Socialists,Very Good,Frightening,Average
nation=gooutofhere,The Culture of Gooutofhere,Mother Knows Best State,Very Good,Frightening,Few
nation=versail,The Grand Republic of Versail,Father Knows Best State,Average,Frightening,Outlawed
nation=san_jose,The City of San Jose,Inoffensive Centrist Democracy,Average,Frightening,Average
nation=franchina,The United Socialist Alliance of Franchina,Psychotic Dictatorship,Unheard Of,Frightening,Rare
nation=kajal,The Federated Imperium of Kajal,Democratic Socialists,Good,Frightening,Good
nation=drogmar,The Oppressed Peoples of Drogmar,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=dragodon,The Dragonic Dictatorship of Dragodon,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=death_or_life,The Love of Death or Life,Father Knows Best State,Some,Frightening,Unheard Of
nation=papabellum,The Matriarchy of PapaBellum,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=twilight_town,The Magical Girl Haven of Twilight Town,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=veradax,The Technocratic Empire of Veradax,Corrupt Dictatorship,Some,Frightening,Rare
nation=treadwellia,The Obesotocracy of Treadwellia,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=kriegiersien,The Nomadic Peoples of Kriegiersien,Inoffensive Centrist Democracy,Very Good,Frightening,Some
nation=atlantiariv,The Starskiesiver Civilization of ATLANTIARIV,Corrupt Dictatorship,Below Average,Frightening,Few
nation=odinburgh,The United Federation of Odinburgh,Father Knows Best State,Some,Frightening,Few
nation=evil_cloudsdale,The Floating City of Evil Cloudsdale,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=tiparu,The Matriarchal Empire of Tiparu,Iron Fist Consumerists,Some,Frightening,Rare
nation=tweekia,The Kingdom of Tweekia,Democratic Socialists,Good,Frightening,Good
nation=newer_gehenna,The Perfect Nation of Newer Gehenna,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=phantala,The United States of Phantala,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=legion_of_peace,The Wa'Ebe'Akth Doot-Hokdywa of Legion Of Peace,Corrupt Dictatorship,Good,Frightening,Unheard Of
nation=koem_kab,The Empire of Koem Kab,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=the_sixteenth_night,The Idyllic Dystopia of The Sixteenth Night,Inoffensive Centrist Democracy,Very Good,Frightening,Good
nation=the_soviet_union_of_dictators,The Grand Dictatorship of The Soviet Union of Dictators,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=merconitonitopia,The Magic and the Mystery of Merconitonitopia,Authoritarian Democracy,Unheard Of,Frightening,Very Good
nation=xanthii,The Empire of Xanthii,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=morganham,The Federal Alliance of Morganham,Father Knows Best State,Very Good,Frightening,Rare
nation=spetre,The Holy and Absolute Darkness of Spetre,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=malororia,The Awesomly Awesome Collective of Malororia,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=bepu,The BEPU of BEPU,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=sybil_l,The Queen's Hot Legs of Sybil L,Inoffensive Centrist Democracy,Some,Frightening,Some
nation=hugoland,The Senate and People of Hugoland,Capitalizt,Superb,Frightening,Good
nation=ishmiel,The Protectorate of Ishmiel,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=nihilismicus,The Empire of Nihilismicus,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=arumba,The Holy Empire of Arumba,Corrupt Dictatorship,Some,Frightening,Few
nation=thomura,The Democratic People's Republic of Thomura,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=kajstan,The Republic of Kajstan,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=drop_your_pants,The Grizzly Sheep of Drop Your Pants,Iron Fist Consumerists,Some,Frightening,Few
nation=dimoniquid,The The Isolationist Empire of Dimoniquid,Psychotic Dictatorship,Few,Frightening,Rare
nation=new_mushroom_kingdom,The Shroom Empire of New Mushroom Kingdom,Compulsory Consumerist State,Very Good,Frightening,Few
nation=confederate_states_utopia,The Republic of Confederate states utopia,Father Knows Best State,Some,Frightening,Outlawed
nation=nukls-andwicz,The Free Buffet of Nukls-Andwicz,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=blood_eaters,The Perfectionnist Dictatorship of Blood Eaters,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=democratic_republic_of_oppression,The Corrupt Dictatorship of Democratic Republic of Oppression,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=black_ivars,The Vampire Syndicate of Black Ivars,Father Knows Best State,Good,Frightening,Rare
nation=avalnier,The Helpdesk of Avalnier,Iron Fist Consumerists,Rare,Frightening,Rare
nation=warpfire_9,The Rogue Nation of Warpfire 9,Civil Rights Lovefest,Excessive,Frightening,Excessive
nation=pan_galacia,The Orbital Pleasure Palace of Pan Galacia,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=shield_hq,The Battered Civil War Zone of SHIELD HQ,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=hunck,The Imperium of Hunck,Father Knows Best State,Good,Frightening,Unheard Of
nation=spexico,The Raj of Spexico,Inoffensive Centrist Democracy,Below Average,Frightening,Average
nation=slattsenw,The Federal States of Slattsenw,Iron Fist Consumerists,Few,Frightening,Rare
nation=petan_empire,The Empire of Petan Empire,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=scottfire,The Anime 95X Express Bus of Scottfire,Psychotic Dictatorship,Outlawed,Very Strong,Outlawed
nation=alias_jones,The Bank Robbing of Alias Jones,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=king_carl,The Mysterious Airship of King Carl,Iron Fist Consumerists,Rare,Frightening,Rare
nation=stretchington,The Army of Stretchington,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=al_khem,The Drug Fueled Utopian Communes of Al Khem,Corrupt Dictatorship,Very Good,Frightening,Rare
nation=ghaunadaur,The Darn Toot'in Nation of GHAUNADAUR,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=oldamerica,The United Fascist States of OldAmerica,Inoffensive Centrist Democracy,Very Good,Frightening,Below Average
nation=titisee,The Sleepy Little Weiler of Titisee,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=yogxzark,The Continuum of Yogxzark,Father Knows Best State,Average,Frightening,Outlawed
nation=the_osperian_synarchy,The Martial Order of The Osperian Synarchy,Left-Leaning College State,Superb,Frightening,Good
nation=the_united_republic_of_the_helghan_race,The Ascended Ultranationalists of The United Republic of the Helghan Race,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=the_admiralty,The Rum and Sodomy Complex of The Admiralty,Father Knows Best State,Average,Frightening,Rare
nation=terra_novam,The Federated Free State of Terra Novam,Father Knows Best State,Some,Frightening,Few
nation=war_and_oppression,The Rogue Nation of War and Oppression,Psychotic Dictatorship,Outlawed,Reasonable,Outlawed
nation=et_tu_brute,The Traitorous Senator of Et Tu Brute,Father Knows Best State,Some,Frightening,Few
nation=annihitor_the_incred,The Abominable Dreadstomp of Annihitor the Incred,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=askatopia,The PS2 Puppet of Askatopia,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=the_world_of_ares,The Fact Is Marble Is Queen of The World of Ares,Corrupt Dictatorship,Very Good,Frightening,Unheard Of
nation=athas,The Burnt World of Athas,Father Knows Best State,Below Average,Frightening,Rare
nation=duchy_of_personal_freedoms,The Directionless Anarchy of Duchy of Personal Freedoms,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=jar_wattinree,The Star Fox of Jar Wattinree,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=the_woefully_uninformed_marx_followers,The Most Glorious Peoples of The Woefully Uninformed Marx Followers,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=corleonia,The Empire of Corleonia,Corrupt Dictatorship,Some,Frightening,Rare
nation=old_atlantica,The Federation of Old Atlantica,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=afi-aftos,The Phantasm of Afi-Aftos,Moralistic Democracy,Some,Frightening,Below Average
nation=backje,The Bionicle Republic of Backje,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=tubularia,The Peaceful Free Republic of Tubularia,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=roguean,The Empire of Roguean,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=clarkstan,The Federal Republic of Clarkstan,Liberal Democratic Socialists,Some,Frightening,Superb
nation=apostolites,The Holy Empire of Apostolites,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=flandarz,The True Divine Empire of Flandarz,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=honorias,The States and Dominions of Honorias,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=heliosphere,The PS2 Puppet of Heliosphere,Democratic Socialists,Some,Frightening,Good
nation=great_slavyaniya,The Federation of Great Slavyaniya,Father Knows Best State,Some,Frightening,Rare
nation=frostinia,The Senate and People of Frostinia,Mother Knows Best State,Below Average,Frightening,Rare
nation=starkiller,The Empire of Starkiller,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=siegefire,The Totalitarian Hellhole of Siegefire,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=the_ascendant_hive,The Social Darwinist Imperium of The Ascendant Hive,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=democratic_peoples_society_of_mechanisia,The Dictatorship of Democratic Peoples Society of Mechanisia,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=synarchist_neminoetr,The Free Empire of Synarchist Neminoetr,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=pleasures_island,The Fiefdom of Pleasures Island,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=haven_of_control,The Dictatorship of Haven of control,Psychotic Dictatorship,Unheard Of,All-Consuming,Outlawed
nation=xynlandia,The PS2 Puppet of Xynlandia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=fallen_titanopolis,The Ilengist Protectorate of Fallen Titanopolis,Democratic Socialists,Excellent,Frightening,Below Average
nation=ascenon,The Imperial Empire of Ascenon,Father Knows Best State,Very Good,Frightening,Rare
nation=soviet_socialist_republic,The Techno-Union of Soviet Socialist Republic,Father Knows Best State,Some,Frightening,Rare
nation=reikmarch,The United Empire of Reikmarch,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=tvill,The Greater Doluman Empire of Tvill,Iron Fist Consumerists,Few,Frightening,Few
nation=the_seeker_of_power,The Autocratic Hugging Emperor of The Seeker of Power,Father Knows Best State,Average,Frightening,Outlawed
nation=the_violently_insane,The Rogue Nation of The Violently Insane,Corrupt Dictatorship,Some,Fair,Outlawed
nation=houde,The Kingdom of Houde,Father Knows Best State,Some,Frightening,Rare
nation=new_moravia,The Democratic People's Republic of New Moravia,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=french_albania,The Exarchate of French Albania,Corrupt Dictatorship,Good,Frightening,Rare
nation=the_three_states_of_fortuna,The Skadi Church of The Three States of Fortuna,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=pantalm,The Dominion of Pantalm,Psychotic Dictatorship,Rare,Frightening,Unheard Of
nation=the_navy_blue,The Federated Socialist States of The Navy Blue,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=dat_countreh,The Militarized State of Dat Countreh,Iron Fist Consumerists,Few,Frightening,Rare
nation=jungles_of_klesh,The Oppressed Indigenous Eladeni of Jungles of Klesh,Father Knows Best State,Good,Frightening,Unheard Of
nation=denathor,The Holy Edorian Empire of Denathor,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=president_pro_tempore,The Decrepit Senators of President Pro Tempore,Psychotic Dictatorship,Unheard Of,Fair,Outlawed
nation=sweedenland,The United Federation of SWEEDENLAND,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=empire_of_lacrimosa,The Rogue Nation of Empire of Lacrimosa,Iron Fist Consumerists,Some,Frightening,Rare
nation=spetsnaz_gru,The Russian Military State of Spetsnaz GRU,Iron Fist Consumerists,Outlawed,Good,Rare
nation=domestic_corporate_america,The Commonwealth of Domestic Corporate America,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=mayakava,The Democratic workers republic of Mayakava,Iron Fist Consumerists,Rare,Frightening,Rare
nation=universal_state_formula,The Republic of Universal State Formula,Father Knows Best State,Below Average,Frightening,Outlawed
nation=remulia,The Imperium of Remulia,Inoffensive Centrist Democracy,Some,Frightening,Below Average
nation=marcus_junius_brutus,The Assassination Conspiracy of Marcus Junius Brutus,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=the_tempest_of_taubate,The Holy Violetist Empire of The Tempest of Taubate,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=skin_nation_the_second,The Dictatorship of Skin Nation The Second,Father Knows Best State,Good,Frightening,Rare
nation=shogono,The Empire of Shogono,Father Knows Best State,Below Average,Frightening,Unheard Of
nation=the_militarized_stoners,The Grand Khanate of The Militarized Stoners,Democratic Socialists,Good,Frightening,Excellent
nation=the_prussian_raumreich,The Inian Confederation of The Prussian Raumreich,Inoffensive Centrist Democracy,Average,Frightening,Excellent
nation=cup_new_yorkers,The Rude Lewd Invincible Refuge of CUP New Yorkers,Capitalizt,Superb,Very Strong,Good
nation=the_alicorns,The Celestial Imperium of The Alicorns,Civil Rights Lovefest,World Benchmark,Frightening,Excellent
nation=xmaster_controlx,The Binary System of XMASTER CONTROLx,Corporate Police State,Rare,Frightening,Outlawed
nation=martis_urbe,The Divinus Imperium of Martis Urbe,Democratic Socialists,Good,Frightening,Very Good
nation=upper-africa,The Superstate of Upper-Africa,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=the_big_bad_boo,The Cattery of The Big Bad Boo,Democratic Socialists,Very Good,Frightening,Very Good
nation=caladraxia,The Theocracy of Caladraxia,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=christopolas,The Awkwardly Realistic Lugia of Christopolas,New York Times Democracy,Excellent,Frightening,Widely Abused
nation=white_science,The Empire of White Science,Inoffensive Centrist Democracy,Some,Frightening,Below Average
nation=theranis_iii,The Empire of Theranis III,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=north_pacific_spy,The Guychat Fiefdom of NOrTh pAcIfiC spY,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=lingang,The Dictatorial Federation of Lingang,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=romanelia,The Republic of Romanelia,Left-Leaning College State,Excellent,Frightening,Average
nation=nightmare_acropolis,The Everlasting Autocracy of Nightmare Acropolis,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=buccaruu,The Great Emirate of BuccaRuu,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=destral_nui,The Republic of Destral nui,Inoffensive Centrist Democracy,Good,Frightening,Below Average
nation=raxion,The High Priesthood of Raxion,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=newne_carriebean7,The Revolutionary Military Junta of Newne Carriebean7,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=syren_empire,The Greater Imperial Reich of Syren Empire,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=valyrien,The Greater Stratocratic Empire of Valyrien,Father Knows Best State,Good,All-Consuming,Few
nation=synturia,The Intermultiversal Nexus of Synturia,Father Knows Best State,Below Average,Frightening,Rare
nation=zekeinistan,The Transitional Government of Zekeinistan,Iron Fist Consumerists,Rare,Frightening,Few
nation=humbledonia,The Democratic Republic of Humbledonia,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=new_democratic_republic_of_russia,The Republic of New Democratic Republic of Russia,Inoffensive Centrist Democracy,Average,Frightening,Some
nation=the_hunnic_empire-,The Thundering Hordes of The Hunnic Empire-,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=wwe_town,The Nation of Domination of WWE Town,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=gendirt,The STRONGEST Holy Empire of Gendirt,Inoffensive Centrist Democracy,Some,Frightening,Some
nation=kykl,The Elysium of Kykl,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=altlea,The National State of Altlea,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=greater_arab_state,The Supreme National Union of Greater Arab State,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=corumm,The Republic of Corumm,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=gorvania,The Federation of Gorvania,Capitalist Paradise,Some,Frightening,Below Average
nation=celestria_and_china,The Great Empire of Celestria and China,Iron Fist Consumerists,Few,Frightening,Rare
nation=stonestein,The Reignreich of Stonestein,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=the_union_of_mandalorian_erebor,The Holy Solar Empire of The Union of Mandalorian Erebor,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=united_great_korea,The Dictatorship of United great Korea,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=zarkanians,The Tertian Ascendancy of Zarkanians,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=gragastavia,The Democratic Republic of Gragastavia,Inoffensive Centrist Democracy,Good,Frightening,Some
nation=the_dunwich_dominion,The Esoteric Armed Forces of The Dunwich Dominion,Left-Leaning College State,Superb,Frightening,Good
nation=joey_wu_empire,The Indomitable Dominions of Joey Wu Empire,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=argent,The United Empire of Argent,Father Knows Best State,Good,Frightening,Unheard Of
nation=the_emerald_legion,The Holy Necromantic Empire of The Emerald Legion,Father Knows Best State,Below Average,Frightening,Rare
nation=fred_norris,The Domain of Fred Norris,Father Knows Best State,Some,Frightening,Rare
nation=upska,The Laboratories of Upska,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=thibor_ferenczy,The Verboten of Thibor Ferenczy,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=the_iron_stars,The Elder Empire of The Iron Stars,Inoffensive Centrist Democracy,Some,Frightening,Few
nation=mundus_imperium,The Empire of Mundus Imperium,Iron Fist Consumerists,Rare,Frightening,Outlawed
