nation=resoland,The Benevolent Dictatorship of Resoland,Inoffensive Centrist Democracy,Below Average,Powerhouse,Some
nation=ump1,The Democratic States of Ump1,Father Knows Best State,Some,Frightening,Few
nation=a_mean_old_man,The Weed-Choked Lawn of A mean old man,Father Knows Best State,Some,Frightening,Rare
nation=rsca_privateer_13,The Protectorate of RSCA Privateer 13,Iron Fist Consumerists,Some,Powerhouse,Rare
nation=bluebloods,The Kingdom of Bluebloods,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=emu_sultante,The Feather Republic of Emu Sultante,Father Knows Best State,Below Average,All-Consuming,Few
nation=the_commie_democrats,The Cheese Addicted States Of of The Commie Democrats,Democratic Socialists,Some,Strong,Average
nation=ooferian_farmer_army_4,The United Kingdom of Ooferian Farmer Army 4,Psychotic Dictatorship,Few,Powerhouse,Rare
nation=rsca_privateer_8,The Protectorate of RSCA Privateer 8,Moralistic Democracy,Few,Thriving,Some
nation=dragiar,The Grand Empire of Dragiar,Psychotic Dictatorship,Rare,Very Strong,Few
nation=ashanti_and_volta,The Republic of Ashanti and Volta,Inoffensive Centrist Democracy,Average,Thriving,Very Good
nation=drivya,The Dictatorship of Drivya,Iron Fist Consumerists,Rare,Thriving,Outlawed
nation=saris_ston_thes,The Dictatorship of Saris Ston Thes,Father Knows Best State,Below Average,Very Strong,Few
nation=oswopperpirackeland,The Most Serene Republic of Oswopperpirackeland,Left-Leaning College State,Superb,All-Consuming,Very Good
nation=fh_za,The Disputed Territories of FH Za,Moralistic Democracy,Some,Frightening,Some
nation=joe_exotics,The People's Republic of Joe Exotics,Inoffensive Centrist Democracy,Average,Strong,Very Good
nation=gio_farm_42,The Giant Galaxies of Gio Farm 42,Democratic Socialists,Below Average,Frightening,Good
nation=blob_94,The Colony of Blob 94,Moralistic Democracy,Few,Very Strong,Some
nation=mercobia,The Socialist Alliance of Mercobia,Liberal Democratic Socialists,Excellent,Frightening,Excellent
nation=hansens_planet,The Homo Hansonii of Hansens Planet,Inoffensive Centrist Democracy,Below Average,Strong,Below Average
nation=strongwill,The Queen's Colony of Strongwill,Right-wing Utopia,Some,Frightening,Few
nation=thextonia,The Queendom of Thextonia,New York Times Democracy,Average,Thriving,Superb
nation=fallowat,The Holy Empire of Fallowat,Inoffensive Centrist Democracy,Very Good,All-Consuming,Excellent
nation=brotonya,The Republic of Brotonya,New York Times Democracy,Excellent,Good,World Benchmark
nation=pluple,The Republic of Pluple,Civil Rights Lovefest,Superb,Powerhouse,Excellent
nation=yankee_alistan,The Republic of Yankee Alistan,Iron Fist Consumerists,Rare,Frightening,Few
nation=oaks_68,The Hundred Oaker Forest of Oaks 68,Democratic Socialists,Below Average,Frightening,Average
nation=pyro-f,The Republic of Pyro-f,Moralistic Democracy,Some,Very Strong,Good
nation=lux_conos,The Fishing Colony of Lux Conos,Democratic Socialists,Very Good,Very Strong,Average
nation=markreich,The Ostentatious Grand Duchy of Markreich,New York Times Democracy,Very Good,Frightening,Superb
nation=zip175,The Republic of Zip175,Iron Fist Consumerists,Some,All-Consuming,Rare
nation=tseaby,The Confederacy of Tseaby,Father Knows Best State,Excellent,Very Strong,Unheard Of
nation=ugalooo,The Democratic States of Ugalooo,Moralistic Democracy,Some,Powerhouse,Few
nation=athatrondeasia,The Lucky Black Empire of Athatrondeasia,Psychotic Dictatorship,Few,Powerhouse,Rare
nation=tanjerinia,The Holy Empire of Tanjerinia,Democratic Socialists,Good,Powerhouse,Good
nation=light94,The Republic of Light94,Inoffensive Centrist Democracy,Average,Good,Below Average
nation=treznor,The Empire of Treznor,Democratic Socialists,Good,Frightening,Very Good
nation=x8_alistan,The Republic of X8 Alistan,Father Knows Best State,Average,Very Strong,Few
nation=archapelago_aero,The Democratic Republic of Archapelago Aero,Liberal Democratic Socialists,Average,Good,Excellent
nation=delanistan,The Ishbalan Possession of Delanistan,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=free_regay,The Dope Republic of Free Regay,Democratic Socialists,Excellent,Strong,Average
nation=theptopia,The Fishermans Republic of Theptopia,Inoffensive Centrist Democracy,Some,Thriving,Good
nation=hologaneiro,The Free Land of Hologaneiro,Moralistic Democracy,Few,Very Strong,Very Good
nation=kooplaland,The Brussian Commonwealth of Kooplaland,Inoffensive Centrist Democracy,Below Average,Powerhouse,Some
nation=le_vichy_france,The High Realm of Le Vichy France,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=ryunysiamend,The Oppressed Peoples of Ryunysiamend,Moralistic Democracy,Few,Good,Excellent
nation=crow_tribe,The Nomadic Peoples of Crow Tribe,Iron Fist Consumerists,Unheard Of,Strong,Few
nation=chokerboy,The Holy Empire of Chokerboy,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=paologreva,The Commonwealth of Paologreva,New York Times Democracy,Very Good,Very Strong,Superb
nation=192_ohms,The Resistance of 192 Ohms,Inoffensive Centrist Democracy,Below Average,Thriving,Some
nation=daemonesu,The Dragon's Realm of Daemonesu,Democratic Socialists,Some,Frightening,Average
nation=kalifornika,The Fault Lined Techtonic Fate of Kalifornika,Inoffensive Centrist Democracy,Good,Good,Average
nation=blue_bubble,The Community of Blue Bubble,Democratic Socialists,Very Good,Strong,Excellent
nation=spirit_fox_15,The Queendom of Spirit Fox 15,Mother Knows Best State,Some,Powerhouse,Outlawed
nation=great_state_of_irenia,The People's Republic of Great State of Irenia,Iron Fist Socialists,Superb,All-Consuming,Few
nation=escalver,The United States of Escalver,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=generic_operating_technician,The Republic of Generic Operating Technician,New York Times Democracy,Some,Good,Excellent
nation=gio_farm_109,The Chess Player of Gio Farm 109,Iron Fist Consumerists,Some,Very Strong,Rare
nation=zip464,The Republic of Zip464,Moralistic Democracy,Few,All-Consuming,Below Average
nation=spanish_philippines,The Protectorate of Spanish Philippines,Psychotic Dictatorship,Unheard Of,Powerhouse,Outlawed
nation=noorizadeh,The Helmand of Noorizadeh,Inoffensive Centrist Democracy,Below Average,Frightening,Below Average
nation=kordesia,The Royal Kingdom of Kordesia,Democratic Socialists,Below Average,Frightening,Excellent
nation=sandwichs,The Bread-Eater's Society of Sandwichs,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=rsca_privateer_4,The Protectorate of RSCA Privateer 4,Corrupt Dictatorship,Average,All-Consuming,Few
nation=athretvari,The High-Technate of Athretvari,New York Times Democracy,Very Good,Frightening,Excellent
nation=tweekville,The Colony of Tweekville,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=saskonta,The United People's Republic of Saskonta,Iron Fist Consumerists,Rare,Frightening,Rare
nation=inimitability,The Sidoneian Iconoclast of Inimitability,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=log_cabania,The United Socialist States of Log cabania,Inoffensive Centrist Democracy,Good,Thriving,Very Good
nation=free_las_pinas_card_farm_7,The Incorporated States of Free Las Pinas Card Farm 7,Father Knows Best State,Some,All-Consuming,Few
nation=vxa,The Techryptocracy of VXA,Iron Fist Consumerists,Outlawed,Strong,Outlawed
nation=florrie,The Queendom of Florrie,Psychotic Dictatorship,Few,Strong,Rare
nation=popolopis,The Constitutional Monarchy of Popolopis,Psychotic Dictatorship,Few,Thriving,Unheard Of
nation=ameriganastan,The Dictatorship of Ameriganastan,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=eco_friendly_tribals,The Matriarchy of Eco friendly tribals,Corrupt Dictatorship,Some,Strong,Few
nation=nobilliad,The Republic of Nobilliad,Civil Rights Lovefest,Excellent,Thriving,Superb
nation=nebowska,The Federation of Nebowska,Civil Rights Lovefest,Superb,Strong,World Benchmark
nation=no_rebba,The Oppressed Peoples of No rebba,New York Times Democracy,Very Good,Strong,Excellent
nation=natioam,The Republic of Natioam,Inoffensive Centrist Democracy,Below Average,Strong,Good
nation=avicularia,The Kingdom of Avicularia,Iron Fist Consumerists,Few,Good,Outlawed
nation=165_ohms,The Resistance of 165 Ohms,Moralistic Democracy,Few,Very Strong,Some
nation=silver_fox_150,The Queendom of Silver Fox 150,Mother Knows Best State,Some,Powerhouse,Unheard Of
nation=alcornia,The Republic of Alcornia,Democratic Socialists,Excellent,Frightening,Below Average
nation=gilmbia,The Armed Republic of Gilmbia,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=confederate_states_utopia,The Republic of Confederate states utopia,Father Knows Best State,Some,Frightening,Outlawed
nation=neudeutsches_imperium,The Empire of Neudeutsches Imperium,Inoffensive Centrist Democracy,Some,Thriving,Some
nation=tribacco,The Federation of Tribacco,Inoffensive Centrist Democracy,Average,Frightening,Average
nation=the_yello,The Free Land of The yello,Inoffensive Centrist Democracy,Average,Strong,Average
nation=bramburg,The Empire of Bramburg,Iron Fist Consumerists,Outlawed,Powerhouse,Outlawed
nation=communist_jones,The United Socialist States of Communist Jones,Iron Fist Consumerists,Few,Very Strong,Outlawed
nation=thorvel,The Queendom of Thorvel,Conservative Democracy,Some,Frightening,Superb
nation=bucreeto,The Archduchy of Bucreeto,Inoffensive Centrist Democracy,Excellent,Powerhouse,Good
nation=twilight_sparkle_7,The Queendom of Twilight Sparkle 7,Moralistic Democracy,Few,All-Consuming,Average
nation=snowcat,The Empire of Snowcat,Inoffensive Centrist Democracy,Average,Frightening,Excellent
nation=kingdom_of_ambol,The Kingdom of Kingdom Of Ambol,Father Knows Best State,Below Average,Very Strong,Outlawed
nation=testosterone_injections,The Democratic States of Testosterone Injections,Left-Leaning College State,Excellent,Powerhouse,Very Good
Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=the_yello,The Free Land of The yello,Inoffensive Centrist Democracy,Average,Strong,Average
nation=bramburg,The Empire of Bramburg,Iron Fist Consumerists,Outlawed,Powerhouse,Outlawed
nation=communist_jones,The United Socialist States of Communist Jones,Iron Fist Consumerists,Few,Very Strong,Outlawed
nation=thorvel,The Queendom of Thorvel,Conservative Democracy,Some,Frightening,Superb
nation=bucreeto,The Archduchy of Bucreeto,Inoffensive Centrist Democracy,Excellent,Powerhouse,Good
nation=twilight_sparkle_7,The Queendom of Twilight Sparkle 7,Moralistic Democracy,Few,All-Consuming,Average
nation=snowcat,The Empire of Snowcat,Inoffensive Centrist Democracy,Average,Frightening,Excellent
nation=kingdom_of_ambol,The Kingdom of Kingdom Of Ambol,Father Knows Best State,Below Average,Very Strong,Outlawed
nation=testosterone_injections,The Democratic States of Testosterone Injections,Left-Leaning College State,Excellent,Powerhouse,Very Good
nation=fossilania,The People's Republic of Fossilania,Inoffensive Centrist Democracy,Average,Good,Excellent
nation=woongolia,The Commonwealth of Woongolia,Left-Leaning College State,Superb,All-Consuming,Good
nation=oaks_76,The Hundred Oaker Forest of Oaks 76,Iron Fist Consumerists,Some,Frightening,Few
nation=zip318,The Republic of Zip318,Authoritarian Democracy,Some,Powerhouse,Few
nation=andabna,The Republic of Andabna,Iron Fist Consumerists,Few,Good,Outlawed
nation=imperial_germany_2,The Anilen Gov in exile of Imperial Germany 2,Iron Fist Consumerists,Outlawed,Thriving,Outlawed
nation=fujas,The Dictatorship of Fujas,Iron Fist Consumerists,Outlawed,Strong,Outlawed
nation=north-waffia,The Holy Fiefdom of North-Waffia,Iron Fist Consumerists,Outlawed,Strong,Few
nation=the_dragonic_states_of_utopia,The Confederacy of The Dragonic States of Utopia,Iron Fist Socialists,Excellent,Thriving,Rare
nation=concord_national_union,The Nuclear-Armed Rogue State of Concord National Union,Iron Fist Consumerists,Rare,All-Consuming,Outlawed
nation=the_mystic_mine,The Holy Empire of The Mystic Mine,Psychotic Dictatorship,Unheard Of,All-Consuming,Rare
nation=grider_coneland,The Democratic States of Grider Coneland,Democratic Socialists,Below Average,Good,Average
nation=spirit_fox_99,The Queendom of Spirit Fox 99,Democratic Socialists,Some,Very Strong,Some
nation=faezen,The Democratic Republic of Faezen,Inoffensive Centrist Democracy,Good,Strong,Good
nation=nein_marosts,The Kingdom of Nein Marosts,Father Knows Best State,Some,Very Strong,Rare
nation=jasper_rosewarne,The Armed Republic of Jasper Rosewarne,Iron Fist Consumerists,Rare,Good,Rare
nation=united_set,The Kingdom of United set,Iron Fist Consumerists,Unheard Of,Strong,Rare
nation=slavuja,The People's Oligarchy of Slavuja,Inoffensive Centrist Democracy,Very Good,Strong,Very Good
nation=langtowaly,The Liberal Republic of Langtowaly,Inoffensive Centrist Democracy,Excellent,Thriving,Excellent
nation=indegionesia,The Praised Lands of Indegionesia,Iron Fist Consumerists,Some,Frightening,Outlawed
nation=spirit_fox_3,The Queendom of Spirit Fox 3,Moralistic Democracy,Rare,Very Strong,Some
nation=ni_ni,The Reestablished Rogue Nation of Ni Ni,Iron Fist Consumerists,Unheard Of,Very Strong,Unheard Of
nation=tex_alistan,The Republic of Tex Alistan,Psychotic Dictatorship,Rare,Strong,Rare
nation=oti,The Protectorate of Oti,Iron Fist Consumerists,Some,Good,Few
nation=rabarbarys,The Matriarchy of Rabarbarys,Left-Leaning College State,Excellent,Strong,Excellent
nation=thanprixa,The Hrenvari Realm of Thanprixa,Inoffensive Centrist Democracy,Some,Good,Some
nation=ruby_world,The Land of Ruby World,Father Knows Best State,Some,Powerhouse,Rare
nation=twin_peaks,The Town of Twin Peaks,Inoffensive Centrist Democracy,Very Good,Strong,Very Good
nation=island_lands,The Jingoistic States of Island Lands,Iron Fist Consumerists,Rare,Thriving,Unheard Of
nation=welcome_communism,The Republic of Welcome Communism,Iron Fist Consumerists,Unheard Of,Strong,Few
nation=newyorkshire,The Allied States of NewYorkshire,Inoffensive Centrist Democracy,Below Average,Very Strong,Excellent
nation=sheepy_hollow,The Legend of Sheepy Hollow,Iron Fist Consumerists,Some,Powerhouse,Unheard Of
nation=the_greysonian_empire,The Actually We're A Republic of The Greysonian Empire,Inoffensive Centrist Democracy,Good,Frightening,Very Good
nation=almendria,The Auth-Soc Stalinist Union of Almendria,Iron Fist Consumerists,Few,Very Strong,Rare
nation=djangolan_federation,The Empire of Djangolan Federation,Inoffensive Centrist Democracy,Excellent,Good,Good
nation=ps_puppet_7,The Republic of PS Puppet 7,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=zip210,The Republic of Zip210,Authoritarian Democracy,Few,Strong,Below Average
nation=ants_place,The Empire of Ants Place,Father Knows Best State,Some,Very Strong,Rare
nation=the_weitelander,The United Kingdom of The Weitelander,New York Times Democracy,Some,Very Strong,Excellent
nation=pudgy,The Kingdom of Pudgy,Inoffensive Centrist Democracy,Excellent,Strong,Excellent
nation=h_soviet_mongol_horde,The SSR of H Soviet Mongol Horde,Inoffensive Centrist Democracy,Some,Very Strong,Very Good
nation=rsca_privateer_27,The Protectorate of RSCA Privateer 27,Iron Fist Consumerists,Some,Powerhouse,Few
nation=psetra,The Hrenvari Realm of Psetra,Inoffensive Centrist Democracy,Some,Very Strong,Very Good
nation=mischnyy,The Dictatorship of Mischnyy,Iron Fist Consumerists,Outlawed,Strong,Outlawed
nation=zip173,The Republic of Zip173,Authoritarian Democracy,Rare,Thriving,Some
nation=broncania,The Democratic Socialist State of Broncania,Psychotic Dictatorship,Few,Good,Rare
nation=spirit_fox_79,The Queendom of Spirit Fox 79,Authoritarian Democracy,Unheard Of,Thriving,Very Good
nation=prussianvempire,The Empire of PrussianvEmpire,Moralistic Democracy,Some,Good,Average
nation=blob_188,The Colony of Blob 188,Iron Fist Consumerists,Few,Powerhouse,Few
nation=revolving_doors,The Fall of Revolving Doors,Inoffensive Centrist Democracy,Average,Strong,Some
nation=warsanian_territories,The Commonwealth of Warsanian Territories,Democratic Socialists,Some,Strong,Some
nation=watchers_in_the_water,The Caretaker of Penglai of Watchers in the Water,Iron Fist Consumerists,Outlawed,Strong,Rare
nation=byenochin,The Broken Nation of Byenochin,Inoffensive Centrist Democracy,Average,All-Consuming,Average
nation=king_of_the_ratfolk,The Kingdom of King of the Ratfolk,Iron Fist Consumerists,Unheard Of,Very Strong,Outlawed
nation=argelonia,The Kingdom of Argelonia,Father Knows Best State,Very Good,Good,Unheard Of
nation=rsca_privateer_52,The Protectorate of RSCA Privateer 52,Inoffensive Centrist Democracy,Some,Thriving,Some
nation=tomorrow_comes_today-,The Gorillaz of Tomorrow Comes Today-,Authoritarian Democracy,Rare,Thriving,Below Average
nation=hawaiian_vancouver,The Refugee Colony of Hawaiian Vancouver,Civil Rights Lovefest,Superb,All-Consuming,Excessive
nation=ansharland,The Commonwealth of Ansharland,Inoffensive Centrist Democracy,Average,Strong,Very Good
nation=ourcraf,The Most Serene Republic of Ourcraf,Democratic Socialists,Average,Strong,Average
nation=okiran,The Empire of Okiran,Father Knows Best State,Below Average,Strong,Rare
nation=edenttia,The Keltic Theocracy of Edenttia,Iron Fist Consumerists,Unheard Of,Thriving,Rare
nation=alternia-null,The Empire of Alternia-Null,Psychotic Dictatorship,Unheard Of,Strong,Unheard Of
nation=gio_farm_50,The Rare Rainbow of Gio Farm 50,Inoffensive Centrist Democracy,Below Average,Strong,Some
nation=gopnigrad,The Dictatorship of Gopnigrad,Iron Fist Consumerists,Some,Good,Rare
nation=117_ohms,The Resistance of 117 Ohms,Inoffensive Centrist Democracy,Some,Powerhouse,Some
nation=boris_vasilov,The Russian Friendliness of Boris Vasilov,Iron Fist Consumerists,Few,Very Strong,Outlawed
nation=the_western_ocean,The Queendom of The Western Ocean,Iron Fist Consumerists,Unheard Of,Strong,Rare
nation=lorcsord,The Holy Empire of Lorcsord,Iron Fist Consumerists,Unheard Of,Very Strong,Outlawed
nation=pikachu_in_da_hood,The Gangsta community of Pikachu in Da Hood,Iron Fist Consumerists,Few,Strong,Outlawed
nation=machiavella,The Constitutional Monarchy of Machiavella,Psychotic Dictatorship,Few,Powerhouse,Rare
nation=feranland,The Proletarian Dictatorship of Feranland,Corrupt Dictatorship,Very Good,Frightening,Few
nation=felix_hugo_fraldarius,The Swordmaster of Felix Hugo Fraldarius,Scandinavian Liberal Paradise,Excellent,Strong,Average
nation=rakuria,The People's Republic of Rakuria,Father Knows Best State,Average,Thriving,Outlawed
nation=mawaskija,The Empire of Mawaskija,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=greater_portu,The Principality of Greater Portu,Psychotic Dictatorship,Few,Good,Outlawed
nation=cocaine,The Private Stash of Cocaine,Capitalist Paradise,Very Good,Frightening,Excellent
nation=57_ohms,The Resistance of 57 Ohms,Psychotic Dictatorship,Unheard Of,Very Strong,Few
nation=maple_13,The Dazzling Swordplay of Maple 13,Corrupt Dictatorship,Some,Frightening,Rare
nation=gembox_70,The Republic of Gembox 70,Corrupt Dictatorship,Some,Strong,Rare
nation=nova_boriken,The Reinado of Nova Boriken,Corrupt Dictatorship,Some,Good,Unheard Of
nation=bitlifeland,The Community of Bitlifeland,Iron Fist Consumerists,Rare,Powerhouse,Rare
nation=vaal_hakia,The Dragon Kingdom of Vaal Hakia,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=silver_fox_76,The Queen's Agent of Silver Fox 76,Democratic Socialists,Average,Very Strong,Average
nation=minisiouttergia,The Dominion of Minisiouttergia,Corporate Police State,Few,Very Strong,Outlawed
nation=hospean_border_islands,The Colony of Hospean Border Islands,Inoffensive Centrist Democracy,Some,Strong,Average
nation=twilight_grove,The Fiefdom of Twilight Grove,Corrupt Dictatorship,Good,Good,Rare
nation=the_santland,The Democratic Union of The Santland,Father Knows Best State,Below Average,Frightening,Rare
nation=mousebumples,The Moderator Mouse Mommy of Mousebumples,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=valkerus,The Dictatorship of Valkerus,Inoffensive Centrist Democracy,Some,Strong,Few
nation=draedova,The Grand Duchy of Draedova,Civil Rights Lovefest,Excellent,All-Consuming,Superb
nation=kallenaih,The Grand Duchy of Kallenaih,Iron Fist Consumerists,Few,Good,Outlawed
nation=croat-slavonia,The Hetmanate of Croat-Slavonia,Father Knows Best State,Some,Very Strong,Few
nation=rsca_privateer_42,The Protectorate of RSCA Privateer 42,Inoffensive Centrist Democracy,Some,Very Strong,Some
nation=lululandia,The Armed Republic of Lululandia,Inoffensive Centrist Democracy,Excellent,Thriving,Good
nation=blob_52,The Colony of Blob 52,Iron Fist Consumerists,Rare,Strong,Few
nation=xsanar,The Democratic Republic of Xsanar,Democratic Socialists,Excellent,Good,Excellent
nation=hersen,The Dictatorship of Hersen,Inoffensive Centrist Democracy,Some,Strong,Few
nation=united_nordic_sweland,The Nordic Republic of Sweden of United Nordic Sweland,Moralistic Democracy,Few,Powerhouse,Average
nation=from_finner,The Republic of From Finner,Moralistic Democracy,Some,Thriving,Some
nation=omnipanismo,The Republic of OmniPanismo,Inoffensive Centrist Democracy,Average,Strong,Excellent
nation=sister_location,The Circus of the Dead of Sister Location,Iron Fist Consumerists,Unheard Of,Powerhouse,Outlawed
nation=arianne,The Republic of Arianne,Inoffensive Centrist Democracy,Good,Thriving,Very Good
nation=koombazastan,The United Socialist States of KOOMBAZASTAN,Left-Leaning College State,Excellent,Strong,Excellent
nation=united_socialist_states_of_marxism,The Socialists of United Socialist States Of Marxism,Civil Rights Lovefest,Superb,Thriving,World Benchmark
nation=scarlet_flandre,The Devils Sister of Scarlet Flandre,Democratic Socialists,Excellent,Powerhouse,Very Good
nation=natrou,The Republic of Natrou,New York Times Democracy,Below Average,Thriving,Excellent
nation=rannersdorf,The United Socialist States of Rannersdorf,Democratic Socialists,Some,Frightening,Very Good
nation=the_sinistress,The Glorious Imperium of The Sinistress,Libertarian Police State,Superb,Frightening,Few
nation=nardi,The Republic of Nardi,Moralistic Democracy,Outlawed,Strong,Very Good
nation=republic_of_el_paridisio,The People's Republic of Republic of El Paridisio,Corrupt Dictatorship,Some,Strong,Outlawed
nation=the_legislative_cities,The United Socialist States of The legislative cities,Father Knows Best State,Average,Good,Outlawed
nation=grass_type,The Federal Republic of Grass Type,Psychotic Dictatorship,Unheard Of,Strong,Rare
nation=soviet_red_coats,The Democratic State of Soviet red coats,Inoffensive Centrist Democracy,Very Good,Powerhouse,Below Average
nation=thexelnaga,The Dictatorship of TheXelnaga,Iron Fist Consumerists,Few,Powerhouse,Few
nation=munchkin_bucket,The Republic of Munchkin Bucket,Iron Fist Consumerists,Unheard Of,Reasonable,Outlawed
nation=cape_coraline,The Community of Cape Coraline,Moralistic Democracy,Some,Good,Some
nation=rymrgand,The Theocracy of Rymrgand,Inoffensive Centrist Democracy,Excellent,Powerhouse,Good
nation=rsca_privateer_97,The Protectorate of RSCA Privateer 97,Corrupt Dictatorship,Some,Strong,Few
nation=centrist_card_farm_188,The Borderlands of Centrist Card Farm 188,Inoffensive Centrist Democracy,Below Average,Powerhouse,Few
nation=cat172,The Protectorate of Cat172,Moralistic Democracy,Some,Very Strong,Very Good
nation=irish_confederation_urf_ambassador,The Dictatorship of Irish Confederation URF Ambassador,Psychotic Dictatorship,Unheard Of,All-Consuming,Outlawed
nation=oaks_229,The Burning Oregon Inferno of Oaks 229,Iron Fist Consumerists,Some,Powerhouse,Outlawed
nation=eric_of_yoma,The Empire of Eric of Yoma,Iron Fist Consumerists,Unheard Of,Strong,Outlawed
nation=yeldarbsland,The Mighty Dictemuship of Yeldarbsland,Civil Rights Lovefest,Superb,Frightening,Excellent
nation=gio_farm_77,The Capacious Cascade of Gio Farm 77,Father Knows Best State,Below Average,Frightening,Outlawed
nation=summerlish,The Dominion of Summerlish,Iron Fist Consumerists,Few,Thriving,Rare
nation=bonito_swagolini,The Dictatorship of Bonito Swagolini,Iron Fist Consumerists,Rare,Strong,Few
nation=paindania,The Hellish Nightmare of Paindania,Psychotic Dictatorship,Outlawed,Good,Outlawed
nation=siad_barre_somalia,The Democratic Republic of Siad Barre Somalia,Right-wing Utopia,Unheard Of,Very Strong,Very Good
nation=italia_nueva,The Republic of Italia nueva,New York Times Democracy,Average,Very Strong,Superb
nation=siaolangkeng,The Principality of Siaolangkeng,Iron Fist Consumerists,Unheard Of,Powerhouse,Outlawed
nation=ishanistag,The Federal Republic of Ishanistag,Father Knows Best State,Some,Powerhouse,Rare
nation=fluver,The Empire of Fluver,Psychotic Dictatorship,Few,Strong,Rare
nation=small_horseman,The Infinite Loop of Small Horseman,Civil Rights Lovefest,Superb,Frightening,Superb
nation=lettern,The Socialist Kingdom of Lettern,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
