Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=saiwania,The Nation of Saiwania,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=greg_tucker,The Republic of Greg Tucker,Civil Rights Lovefest,Excellent,Frightening,Excellent
nation=the_strategic_air_command,The United Stratocratic States of The Strategic Air Command,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=peterandia,The Shogunate of Peterandia,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=megatokyo-3,The Republic of MegaTokyo-3,Inoffensive Centrist Democracy,Excellent,Frightening,Average
nation=millorg,The Military state of Millorg,Inoffensive Centrist Democracy,Average,Frightening,Average
nation=parhe,The Parhic League Metropolis of Parhe,Anarchy,World Benchmark,Frightening,Widely Abused
nation=dragonic_overlords,The Rogue Nation of Dragonic Overlords,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=san_jose,The City of San Jose,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=new_owningland,The Imperatoria of New Owningland,Iron Fist Consumerists,Few,Frightening,Rare
nation=the_bermudan_pentagram,The High Technocracy of The Bermudan Pentagram,Father Knows Best State,Below Average,Frightening,Rare
nation=weltbeherrschung,The Awesome States of Weltbeherrschung,Civil Rights Lovefest,Superb,Frightening,Superb
nation=reqovia,The Empire of Reqovia,Psychotic Dictatorship,Rare,Frightening,Rare
nation=molson_iceland,The Zombie Dominion of Molson Iceland,Father Knows Best State,Good,Frightening,Rare
nation=anguda,The Party Land of Anguda,Inoffensive Centrist Democracy,Very Good,Frightening,Below Average
nation=heyzay,The Federal Unitary Stratocracy of HeyZay,Father Knows Best State,Average,Frightening,Rare
nation=maulm,The Empire of Maulm,New York Times Democracy,Very Good,Frightening,Excessive
nation=haha458,The Republic of Haha458,Inoffensive Centrist Democracy,Some,Frightening,Excellent
nation=oceanic_vakiadia,The Divided Archipelago of Oceanic Vakiadia,Father Knows Best State,Very Good,Frightening,Rare
nation=rightwingconservatives,The CUP Federal Syndicrats of RightWingConservatives,Free-Market Paradise,Few,Frightening,Excessive
nation=a_mean_old_man,The Weed-Choked Lawn of A mean old man,Father Knows Best State,Some,Frightening,Rare
nation=veradax,The Technocratic Empire of Veradax,Corrupt Dictatorship,Some,Frightening,Rare
nation=novarain,The Republic of NovaRain,Left-wing Utopia,Frightening,Frightening,Corrupted
nation=shield_hq,The Battered Civil War Zone of SHIELD HQ,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=scottrick,The Doohanity of Scottrick,Civil Rights Lovefest,Frightening,Frightening,Widely Abused
nation=obstinacy,The Disputed Territories of Obstinacy,Democratic Socialists,Good,Frightening,Average
nation=french_albania,The Exarchate of French Albania,Corrupt Dictatorship,Good,Frightening,Rare
nation=ultimaweapon,The Holy Empire of UltimaWeapon,Mother Knows Best State,Below Average,Frightening,Rare
nation=neo_prutenia,The Meritocratic Republic of Neo Prutenia,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=hesperonis,The Ur-Quan Masters of Hesperonis,Compulsory Consumerist State,Very Good,Frightening,Few
nation=of_the_quendi,The Arda i Eruhini of Of the Quendi,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=ynys_dywyll,The Ymerodraeth Gatholig of Ynys Dywyll,Left-wing Utopia,Superb,Frightening,Excellent
nation=tropical_isles,The Interstellar Empire of Tropical Isles,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=particle,The Interdimensional Domain of Particle,Father Knows Best State,Good,Frightening,Rare
nation=zaktoutr,The Reformed Demonic Assembly of Zaktoutr,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=varkrieg,The Warrior Clans of Varkrieg,Father Knows Best State,Average,Frightening,Unheard Of
nation=pseudomonarchy_demonum,The Dominatus Malefici of Pseudomonarchy Demonum,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=the_glorious_empire,The Harkonnen Dominions of The Glorious Empire,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=pencil_sharpeners_2,The Panda of Pencil Sharpeners 2,Compulsory Consumerist State,Average,Frightening,Rare
nation=sulaymaan,The United Republics of Sulaymaan,Inoffensive Centrist Democracy,Good,Frightening,Excellent
nation=theranis_iii,The Empire of Theranis III,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=the_captain,The Dominion of The Captain,Corporate Police State,Some,Frightening,Rare
nation=ramonsland,The Computerpowered Principality of Ramonsland,Left-Leaning College State,Superb,Frightening,Some
nation=ap0calypse,The Self-Proclaimed Empire of AP0CALYPSE,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=brunelian_bg_advocates,The Utopian Paradise of Brunelian BG advocates,Inoffensive Centrist Democracy,Good,Frightening,Excellent
nation=lowsten,The Federation of Lowsten,Anarchy,Excellent,Frightening,Excellent
nation=akorros,The Fancazzist Republic of Akorros,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=northern_ravenlight,The Empire of Northern ravenlight,Inoffensive Centrist Democracy,Average,Frightening,Below Average
nation=esplandia,The Last True Viking of Esplandia,Inoffensive Centrist Democracy,Some,Frightening,Some
nation=feckface,The Allmighty Nak Nakian Colony of Feckface,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=absentia,The Ongoing State of Absentia,Inoffensive Centrist Democracy,Very Good,Frightening,Below Average
nation=stragalestranspets,The Empire of Stragalestranspets,Scandinavian Liberal Paradise,Superb,Frightening,Excellent
nation=starman_deluxe,The Kings are Terrible at Hockey of Starman Deluxe,Corporate Police State,Rare,All-Consuming,Outlawed
nation=vocenae,The Imperial Star Republic of Vocenae,Compulsory Consumerist State,Some,Frightening,Unheard Of
nation=king_kulla,The Recent Revived Reincarnation of King Kulla,New York Times Democracy,Excellent,Frightening,Superb
nation=adregon,The Unified Realms of Adregon,Father Knows Best State,Very Good,Frightening,Few
nation=almonaster_nuevo,The Zombie Hunters of Almonaster Nuevo,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=fresh-avaca-do,The Del Taco menu item of Fresh-avaca-do,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=maazalik,The Disputd Trritoris of Maazalik,Civil Rights Lovefest,Frightening,Frightening,World Benchmark
nation=calvin_coolidge,The Coolidge State of Calvin Coolidge,Anarchy,Frightening,Frightening,Corrupted
nation=look_at_me,The Zombie Nukers of Look at me,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=the_soylent_green_party,The Fresh Juicy Brains of The Soylent Green Party,Anarchy,Frightening,Frightening,Corrupted
nation=rototornik,The Empire of Rototornik,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=united_citizens_republics,The Third Federation of United Citizens Republics,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=titananium,The Merchant Confederacy of Titananium,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=sheeptopia,The Grand Overkingdom of Sheeptopia,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=vistora,The Civic Republic of Vistora,Capitalizt,Frightening,Frightening,Very Good
nation=malororia,The Awesomly Awesome Collective of Malororia,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=nouveau_aquitaine,The Republic of Nouveau Aquitaine,Civil Rights Lovefest,Superb,Frightening,Superb
nation=vvarden,The Republic of Vvarden,Civil Rights Lovefest,Excellent,Frightening,Excessive
nation=iznogoud,The Caliphate of Iznogoud,Corporate Police State,Some,Frightening,Rare
nation=blue_dominion,The Citadel of Blue Dominion,Father Knows Best State,Average,Frightening,Few
nation=neu_orden,The Principality of Neu Orden,New York Times Democracy,Good,Frightening,Superb
nation=gandoor,The Democratic Republic of Gandoor,Civil Rights Lovefest,Excessive,Frightening,World Benchmark
nation=the_happy_civilians,The Free and Holy Republic of The Happy Civilians,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=greenaldia,The Transhumanist Imperium of Greenaldia,Compulsory Consumerist State,Very Good,Frightening,Rare
nation=the_goggles,The Confederacy of The Goggles,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=saint_grail,The Armed Republic of Saint Grail,Inoffensive Centrist Democracy,Some,Frightening,Average
nation=child_care_workers,The Nasty Side of Child Care Workers,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=caelestius,The Hyper-Dimensional Neo-Nexus of Caelestius,New York Times Democracy,Excellent,Frightening,Excessive
nation=buccaruu,The Great Emirate of BuccaRuu,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
nation=nukls-andwicz,The Free Buffet of Nukls-Andwicz,Corporate Police State,Outlawed,Frightening,Unheard Of
nation=economic_invincibility,The ELF-Eladen Exchange Entrepôt of Economic Invincibility,Capitalist Paradise,Excellent,Frightening,Average
nation=iguanarctica,The PS2 Puppet of Iguanarctica,New York Times Democracy,Very Good,Frightening,Superb
nation=tzepam,The Corporate Imperium of Tzepam,Inoffensive Centrist Democracy,Below Average,Frightening,Below Average
nation=tweeklandia,The Rogue Nation of Tweeklandia,Corporate Police State,Rare,Frightening,Unheard Of
nation=kassaran,The Adynnic Federal Republic of Kassaran,Democratic Socialists,Average,Frightening,Below Average
nation=papadracky,The Galactic Trade Conglomerate of PapaDracky,Anarchy,World Benchmark,Frightening,Excellent
nation=bretton,The Armed Fortress State of Bretton,Capitalist Paradise,Good,Frightening,Some
nation=pterodoria,The PS2 Puppet of Pterodoria,Capitalist Paradise,Very Good,Frightening,Some
nation=skyhooked,The Semi-anarchist commonwealth of Skyhooked,Civil Rights Lovefest,Excessive,Frightening,World Benchmark
nation=paradise,The Caliphate of Paradise,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=valinon,The United Star Empire of Valinon,Left-Leaning College State,Superb,Frightening,Good
nation=clutch2,The Hellish Realm of Clutch2,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=barnavia,The Grand Duchy of Barnavia,Left-wing Utopia,Superb,Frightening,World Benchmark
nation=zero-one,The Queendom of Zero-One,Capitalizt,Superb,Frightening,Some
nation=radole,The Federated Empire of Radole,Left-Leaning College State,Superb,Frightening,Excellent
nation=chalakudy,The Constitutional Anarchy of Chalakudy,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=arrivederci,The Illusory Spectre of Arrivederci,Civil Rights Lovefest,Frightening,Frightening,World Benchmark
nation=lordieth,The Mischievous Meerkats of Lordieth,New York Times Democracy,Excellent,Frightening,Superb
nation=new_mesopelagia,The Three Holy Kingdoms of New Mesopelagia,Inoffensive Centrist Democracy,Average,Frightening,Excellent
nation=the_multiversal_species_alliance,The Kratocracy of The Multiversal Species Alliance,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=trotterdam,The Principality of Trotterdam,Left-Leaning College State,Superb,Frightening,Excellent
nation=alexanderian_macedonia,The Federal Republic of Alexanderian Macedonia,New York Times Democracy,Very Good,Frightening,Excellent
nation=orenia,The Rogue State of Orenia,Civil Rights Lovefest,Excessive,Frightening,Superb
nation=hergrade,The Commonwealth of Hergrade,Inoffensive Centrist Democracy,Very Good,Frightening,Excellent
nation=keronika,The Spring Break Wonderland of Keronika,Capitalist Paradise,Good,Frightening,Very Good
nation=twente,The Archbishopric of Twente,Psychotic Dictatorship,Outlawed,Frightening,Rare
nation=de_hork,The Lil'Lebowski Urban Achievers of De HoRK,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=tzorsland,The Nifty Republic of Tzorsland,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=the_union_of_mandalorian_erebor,The Holy Solar Empire of The Union of Mandalorian Erebor,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=the_comedian,The Bitter and Disturbed Irony of The Comedian,Compulsory Consumerist State,Excellent,Frightening,Rare
nation=alien_magic,The Rogue Nation of Alien Magic,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=pautain,The Associated States of Pautain,Corrupt Dictatorship,Very Good,Frightening,Few
nation=juristonia,The Idiotic Cesspool of Juristonia,Liberal Democratic Socialists,Excellent,Thriving,Superb
nation=athretvari,The High-Technate of Athretvari,New York Times Democracy,Very Good,Frightening,Excellent
nation=candain,The Mechanized Dominion of Candain,Capitalist Paradise,Good,Frightening,Good
nation=anaxphonia,The Armed Republic of Anaxphonia,Anarchy,Superb,Frightening,Superb
nation=ukarist,The Mienazmoru of Ukarist,Capitalist Paradise,Good,Frightening,Good
nation=knootoss,The Dutch Democratic Republic of Knootoss,Civil Rights Lovefest,Superb,Frightening,Superb
nation=iron_dog,The Fortified Nation of Iron Dog,Father Knows Best State,Average,Frightening,Unheard Of
nation=erotomania,The United Socialist States of Erotomania,Iron Fist Consumerists,Few,Frightening,Few
nation=enrichment,The Commonwealth of Enrichment,Democratic Socialists,Some,Frightening,Average
nation=laegrax,The Consulate Republic of Laegrax,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=gurkland,The Democratic Technomancy of Gurkland,New York Times Democracy,Excellent,Frightening,Superb
nation=cheezea,The Dictatorship of Cheezea,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=ikv_nemesis,The Klingon Imperium of IKV Nemesis,Left-Leaning College State,Superb,Frightening,Good
nation=anarchocapitalistan,The Snow Crash Dystopia of Anarchocapitalistan,Capitalizt,Superb,Frightening,Excellent
nation=western_santos,The Republic of Western Santos,Anarchy,Excessive,Frightening,Excessive
nation=godular,The An'Kazar Control Framework of Godular,Civil Rights Lovefest,Excellent,Frightening,Excellent
nation=infected_mushroom,The Pizza Delivery States of Infected Mushroom,Corrupt Dictatorship,Good,Frightening,Outlawed
nation=chuuni,The Dark Goddess' Empire of Chuuni,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=sehlysdre,The Incorporated States of Sehlysdre,Anarchy,World Benchmark,Frightening,Excessive
nation=carthage_maximus,The Holy Federation of Carthage Maximus,Civil Rights Lovefest,Superb,Frightening,World Benchmark
nation=the_omnicorp_group,The Corporate Republic of The OMNICORP Group,Father Knows Best State,Some,Frightening,Unheard Of
nation=bepu,The BEPU of BEPU,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=servoth,The Integrated Machine Authority of Servoth,Democratic Socialists,Very Good,Frightening,Average
nation=ishmiel,The Protectorate of Ishmiel,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=winx_club,The Magic of Winx club,Father Knows Best State,Average,Frightening,Rare
nation=velon,The Galactik Imperium of Velon,Liberal Democratic Socialists,Excellent,Strong,Superb
nation=thracia_and_crimea,The Anarcho-Syndicalist Communes of Thracia and Crimea,Left-Leaning College State,Superb,Frightening,Excellent
nation=the_gelseen_hegemony,The Congressional Republic of The Gelseen Hegemony,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=neventer,The Commune of Neventer,Democratic Socialists,Excellent,Frightening,Excellent
nation=frenequesta,The Scientific Collectives of Frenequesta,Left-wing Utopia,Excessive,Frightening,Superb
nation=anathema_armaments,The Creaking Casino Floors of Anathema Armaments,Corporate Bordello,Very Good,Frightening,Excellent
nation=gorvania,The Federation of Gorvania,Capitalist Paradise,Some,Frightening,Below Average
nation=dragodon,The Dragonic Dictatorship of Dragodon,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=andaricus,The Constitutional Republic of Andaricus,Anarchy,Frightening,Frightening,Excessive
nation=anemone_reef,The Corporatocracy of Anemone Reef,Anarchy,Superb,Frightening,Superb
nation=couriers_for_b_bg_a,The Honourable Company of Couriers for B BG a,Compulsory Consumerist State,Average,Frightening,Unheard Of
nation=teutionia,The Sovereign Covenant of Teutionia,Inoffensive Centrist Democracy,Very Good,Frightening,Few
nation=white_science,The Empire of White Science,Inoffensive Centrist Democracy,Some,Frightening,Below Average
nation=alkovann,The Great United Commonwealth of Alkovann,Anarchy,Frightening,Frightening,Excessive
nation=golgothia,The Holy Orthodox Empire of Golgothia,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=gary_gatewood,The United States of Gary Gatewood,Left-Leaning College State,Superb,Frightening,Good
nation=aurora_confederacy,The Mercantile Federal Republic of Aurora Confederacy,Civil Rights Lovefest,Superb,Frightening,Excessive
nation=aramythia,The Background Nation of Aramythia,Left-Leaning College State,Superb,Frightening,Average
nation=athaulphia,The Republic of Athaulphia,Left-wing Utopia,World Benchmark,Frightening,World Benchmark
nation=perrytopia,The Pristine Land of Perrytopia,Civil Rights Lovefest,World Benchmark,Frightening,Superb
nation=valrknut,The Clad in Gold Republic of Valrknut,Capitalist Paradise,Very Good,Frightening,Very Good
nation=totoso_mussolini,The CIDAO of Totoso_Mussolini,Capitalist Paradise,Average,Frightening,Very Good
nation=adeque,The Holy Kingdom of Adeque,Capitalist Paradise,Very Good,Frightening,Average
nation=middle_impacefirldfunnies,The Republic of Middle Impacefirldfunnies,Father Knows Best State,Some,Frightening,Rare
nation=universal_state_formula,The Republic of Universal State Formula,Father Knows Best State,Below Average,Frightening,Outlawed
nation=the_new_chinese_states,The Genetic Realm of The New Chinese States,Capitalist Paradise,Good,Frightening,Average
nation=economic_nirvana,The Corporate-Owned Kingdom of Economic Nirvana,Anarchy,Superb,Frightening,Superb
nation=nouveaurich,The Federal Republic of Nouveaurich,Anarchy,Excessive,Frightening,World Benchmark
nation=astartia,The United States of Astartia,Capitalist Paradise,Excellent,Frightening,Excellent
nation=antanares,The Federation of Antanares,Left-Leaning College State,Excellent,Frightening,Average
nation=klaus_devestatorie,The Avengrynkhal Ascendant of Klaus Devestatorie,Compulsory Consumerist State,Good,Frightening,Rare
nation=hobbitat,The Precious Taters of Hobbitat,Left-Leaning College State,Excellent,Frightening,Average
nation=cookesland,The United States of Cookesland,Inoffensive Centrist Democracy,Excellent,Frightening,Excellent
