Unique URL,Nation Name,WA Category,Civil Rights,Economy,Political Freedom
nation=dragodon,The Dragonic Dictatorship of Dragodon,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=riptaria,The Galactic Empire of Riptaria,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=holydia,The HOLIEST HOLY LAND of HOLYDIA,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=varayusha,The People's Republic of Varayusha,Democratic Socialists,Some,Frightening,Average
nation=jalliala,The Depressing Hellscape of Jalliala,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=scandrial,The Empire of Scandrial,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=hrstrovokia,The Slavo-Serbian Republic of Hrstrovokia,Corporate Police State,Unheard Of,Frightening,Unheard Of
nation=namjyut,The Kingdom of Namjyut,Compulsory Consumerist State,Some,Frightening,Unheard Of
nation=the_three_states_of_fortuna,The Skadi Church of The Three States of Fortuna,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=ayilak,The Allied States of Ayilak,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=geodesicdragon,The Apocalypse of GeodesicDragon,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=konzum_k-plus,The Shopping Mall Tyranny of Konzum K-plus,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=the_dunwich_dominion,The Esoteric Armed Forces of The Dunwich Dominion,Left-Leaning College State,Superb,Frightening,Good
nation=bright_angel,The Sadistic Republic of Bright Angel,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=tetsukaze_wukong,The Dominion of Tetsukaze Wukong,Father Knows Best State,Very Good,Frightening,Rare
nation=the_sanada_clan,The LaLaLand of The Sanada Clan,Psychotic Dictatorship,Few,Frightening,Outlawed
nation=lederland,The Eternal Dread Empire of Lederland,Father Knows Best State,Average,Frightening,Unheard Of
nation=haven_of_control,The Dictatorship of Haven of control,Psychotic Dictatorship,Unheard Of,All-Consuming,Outlawed
nation=americad,The Unassuming Puppet State of Americad,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=josephland,The Corporate Dictatorship of Josephland,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=the_sovereign_imperial_overlords,The Empire of The Sovereign Imperial Overlords,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=alex_sanctum_salvator,The Sancti Imperii of Alex Sanctum Salvator,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=supreme_lord_kane,The KINGDOM of Supreme Lord KANE,Democratic Socialists,Average,Frightening,Few
nation=united_nationalist_republic,The Empire of United Nationalist Republic,Left-Leaning College State,Superb,Frightening,Average
nation=the_real_matrix,The Little Brotherhood of The Real Matrix,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=the_osperian_synarchy,The Martial Order of The Osperian Synarchy,Left-Leaning College State,Superb,Frightening,Good
nation=vladilan,The Parliamentary Federation of Vladilan,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=thomura,The Democratic People's Republic of Thomura,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=communist_saudi_arabia,The Glorious People's Republic of Communist Saudi Arabia,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=the_republic_of_the_phoenixes,The Armed Borderlands of The Republic of the Phoenixes,Inoffensive Centrist Democracy,Below Average,Frightening,Below Average
nation=new_void_star,The National bolshevik imperium of New void star,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=pletamia,The Divine National Worker State of Pletamia,Psychotic Dictatorship,Outlawed,All-Consuming,Outlawed
nation=vanbella,The Commonwealth of Vanbella,Father Knows Best State,Average,Frightening,Rare
nation=main_nation_ministry,The Dictatorship of Main Nation Ministry,Moralistic Democracy,Some,Frightening,Some
nation=cruciland,The Fascist Legion of Cruciland,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=united_great_korea,The Dictatorship of United great Korea,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=stretchington,The Army of Stretchington,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=golanchia,The Socialist People's Democracy of Golanchia,Corrupt Dictatorship,Below Average,Frightening,Outlawed
nation=rototornik,The Empire of Rototornik,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=the_stalker,The Mad King of Hell of The Stalker,Father Knows Best State,Below Average,Frightening,Few
nation=fel_dramalis,The Militant Technocracy of Fel Dramalis,Iron Fist Consumerists,Rare,All-Consuming,Outlawed
nation=twente,The Archbishopric of Twente,Psychotic Dictatorship,Outlawed,Frightening,Rare
nation=dat_countreh,The Militarized State of Dat Countreh,Iron Fist Consumerists,Few,Frightening,Rare
nation=democratic_republic_of_oppression,The Corrupt Dictatorship of Democratic Republic of Oppression,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=newne_carriebean7,The Revolutionary Military Junta of Newne Carriebean7,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=gandhiana,The Holy Republic of Gandhiana,Psychotic Dictatorship,Outlawed,Reasonable,Outlawed
nation=the_bonum_commune_institute,The Technocracy of The Bonum commune Institute,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=wardency,The United Kingdoms of Wardency,Corporate Police State,Rare,Frightening,Outlawed
nation=the_pan-soviet_union,The Soviet Socialist Republics of The Pan-Soviet Union,Father Knows Best State,Below Average,Frightening,Unheard Of
nation=point_blob,The Amorphous Mass of Point Blob,Left-Leaning College State,Superb,Frightening,Excellent
nation=snoodum,The Holy Empire of Snoodum,Father Knows Best State,Some,Frightening,Outlawed
nation=shroomallah,The Grieving Council of Shroomallah,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=clench,The Popsicle Pete Nation of Clench,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=pantalm,The Dominion of Pantalm,Psychotic Dictatorship,Rare,Frightening,Unheard Of
nation=zenzibar,The Polemic Hagiarchy of Zenzibar,Psychotic Dictatorship,Outlawed,All-Consuming,Outlawed
nation=illusia_and_neverendia,The Genki of Illusia and Neverendia,Capitalizt,World Benchmark,Frightening,Excellent
nation=the_hunnic_empire-,The Thundering Hordes of The Hunnic Empire-,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=side_3,The Independent Space Colony of Side 3,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=oppressiah,The Oppressing Oppressers of Oppressiah,Psychotic Dictatorship,Outlawed,Developing,Unheard Of
nation=haedlia,The Holy Empire of Haedlia,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=south_acren,The Omnipresent Empire of South Acren,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=great_slavyaniya,The Federation of Great Slavyaniya,Father Knows Best State,Some,Frightening,Rare
nation=valyrien,The Greater Stratocratic Empire of Valyrien,Father Knows Best State,Good,All-Consuming,Few
nation=incindia_village,The Dictatorship of Incindia Village,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=kyldellian_zereack,The Warzone States of Kyldellian Zereack,Democratic Socialists,Excellent,Frightening,Excellent
nation=israeli_airstrikes,The Oppressive Oppressors of Israeli Airstrikes,Corporate Police State,Unheard Of,Frightening,Outlawed
nation=the_step_forward,The Eternal Imperium of The Step Forward,Iron Fist Consumerists,Unheard Of,Frightening,Few
nation=flanderlion,The Glorious Kingdom of Flanderlion,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=prusswitonsiakekingkailand,The República of Prusswitonsiakekingkailand,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=zamri1138,The Weirdo Empire of Zamri1138,Corrupt Dictatorship,Below Average,Frightening,Unheard Of
nation=flandarz,The True Divine Empire of Flandarz,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=new_goguryeo,The Democratic People's Republic of New Goguryeo,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=gigavis,The Ecumenopolis of Gigavis,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=kyldellian_mencorp,The Warzone States of Kyldellian Mencorp,Liberal Democratic Socialists,Excellent,Frightening,Superb
nation=thontopia,The Dictatorship of Thontopia,Psychotic Dictatorship,Outlawed,Powerhouse,Outlawed
nation=outlawed,The Arab Republic of Outlawed,Psychotic Dictatorship,Outlawed,All-Consuming,Outlawed
nation=gaberel,The Empire of Gaberel,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=beatesia,The Democratic People's Republic of Beatesia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=odacer_faustin,The People's Paradise of Odacer Faustin,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=devinsburg,The Empire of Devinsburg,Iron Fist Consumerists,Outlawed,Frightening,Rare
nation=whipitoutistan,The Armed Forces of Whipitoutistan,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=nakina_koreazu,The Mad Empire of Nakina Koreazu,Iron Fist Consumerists,Rare,Frightening,Rare
nation=gig_em_aggies,The Galactic Empire of Gig em Aggies,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=doomsylvania,The Rogue Nation of Doomsylvania,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=mombombu,The African Republic of Mombombu,Iron Fist Consumerists,Some,Frightening,Rare
nation=chernarovia,The People's Republic of Chernarovia,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=terrians,The Hell Hole of Terrians,Corporate Police State,Outlawed,Frightening,Outlawed
nation=bettongia,The Disputed Territories of Bettongia,Father Knows Best State,Average,Frightening,Rare
nation=kyldellian_gilge,The Warzone States of Kyldellian Gilge,Inoffensive Centrist Democracy,Very Good,Frightening,Very Good
nation=the_dunwich_domes,The Cosmicist Republic of The Dunwich Domes,Authoritarian Democracy,Unheard Of,Frightening,Some
nation=republic_defense_army,The Northern Pacific Empire of Republic Defense Army,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=krimera,The Federation of Krimera,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=reqovia,The Empire of Reqovia,Psychotic Dictatorship,Rare,Frightening,Rare
nation=patrickstar,The Holy Pink Morons of PatrickStar,Iron Fist Consumerists,Unheard Of,Powerhouse,Outlawed
nation=hectootionace,The Dictatorship of Hectootionace,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=fel_tirynthas,The Militant Technocracy of Fel Tirynthas,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=greater_arab_state,The Supreme National Union of Greater Arab State,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=british_bayonet,The Krinslo Empire of British Bayonet,Iron Fist Consumerists,Few,Frightening,Unheard Of
nation=president_pro_tempore,The Decrepit Senators of President Pro Tempore,Psychotic Dictatorship,Unheard Of,Developing,Outlawed
nation=hjhkii8,The Empire of Hjhkii8,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=atlantiariv,The Starskiesiver Civilization of ATLANTIARIV,Corrupt Dictatorship,Below Average,Frightening,Few
nation=obamaopolis,The Empire of Obamaopolis,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=sandhayani,The Guided Democratic Union of Sandhayani,Moralistic Democracy,Unheard Of,Frightening,Very Good
nation=crushita,The Potato Papacy of Crushita,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=twilight_town,The Magical Girl Haven of Twilight Town,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=nationalist_german_empire,The Galactic Superpower of Nationalist German Empire,Iron Fist Consumerists,Few,Frightening,Rare
nation=stonestein,The Reignreich of Stonestein,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=jehovahs_witness,The Abstract Influencer of Jehovahs Witness,Father Knows Best State,Some,Frightening,Few
nation=teutionia,The Sovereign Covenant of Teutionia,Inoffensive Centrist Democracy,Very Good,Frightening,Few
nation=absolutly_terrible,The Failed Social Experiment of Absolutly Terrible,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=r_ails,The Most Serene Republic of R ails,Psychotic Dictatorship,Outlawed,Very Strong,Unheard Of
nation=tvill,The Greater Doluman Empire of Tvill,Iron Fist Consumerists,Few,Frightening,Few
nation=western_vapia,The Kingdom of Western Vapia,Capitalist Paradise,Average,Frightening,Below Average
nation=domestic_corporate_america,The Commonwealth of Domestic Corporate America,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=scorpions_army,The Holy Realm of Scorpions Army,Inoffensive Centrist Democracy,Below Average,Frightening,Below Average
nation=dragonic_overlords,The Rogue Nation of Dragonic Overlords,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=human_alliances,The Holy Federation of Human Alliances,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=boarder_princes,The Infinite Kingdom of Boarder Princes,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=zaratov,The United Socialist States of Zaratov,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=wheysal,The Divine Czardom of Wheysal,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=o_b_e_y,The Holy Black Dictatorship of O B E Y,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=the_dark_system,The Mafian Economic Extremist of The Dark System,Compulsory Consumerist State,Below Average,Frightening,Rare
nation=itallitopia,The Military Socialist Republic of Itallitopia,Father Knows Best State,Good,Frightening,Unheard Of
nation=starkiller,The Empire of Starkiller,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=arutiise,The Nuhaatyc Republic of Arutiise,Corrupt Dictatorship,Some,Frightening,Unheard Of
nation=sons_of_shub-niggurath,The Holy Empire of Sons of Shub-Niggurath,Psychotic Dictatorship,Unheard Of,Frightening,Rare
nation=alangrad,The People's Republic of Alangrad,Left-Leaning College State,Superb,Frightening,Excellent
nation=the_prussian_raumreich,The Inian Confederation of The Prussian Raumreich,Inoffensive Centrist Democracy,Average,Frightening,Excellent
nation=brusseldorf,The Commonwealth of Brusseldorf,Inoffensive Centrist Democracy,Very Good,Frightening,Average
nation=biker_tro,The Dictatorship of Biker Tro,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=peplesania,The Dictatorship of Peplesania,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=h2o_is_healthy,The Clear Plastic Bottle of H2o is healthy,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=bad_option,The Rogue Nation of Bad option,Psychotic Dictatorship,Unheard Of,Frightening,Rare
nation=puczovska,The Confed of Commie Communes of Puczovska,Father Knows Best State,Some,Frightening,Rare
nation=the_glorious_land_of_astros,The Kingdom of The Glorious Land of Astros,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=flibblers,The Morally Questionable People of Flibblers,Psychotic Dictatorship,Rare,Fair,Unheard Of
nation=nihilismicus,The Empire of Nihilismicus,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=soviet_socialist_republic,The Techno-Union of Soviet Socialist Republic,Father Knows Best State,Some,Frightening,Rare
nation=ligon_swamplands,The Oppressed Peoples of Ligon Swamplands,Psychotic Dictatorship,Outlawed,Very Strong,Unheard Of
nation=arkzpan,The Imperial Territories of Arkzpan,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=phantala,The United States of Phantala,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=guer_aike,The Accursed Dreamers of Guer Aike,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=calieda,The Theocracy of Calieda,Psychotic Dictatorship,Outlawed,Powerhouse,Unheard Of
nation=dragons_power,The Grand Duchy of Dragons Power,Psychotic Dictatorship,Outlawed,Very Strong,Outlawed
nation=south_raznakova,The Armed Communist State of South Raznakova,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=east_borland,The Exalted Supremacy of East Borland,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=koem_kab,The Empire of Koem Kab,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=roguean,The Empire of Roguean,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=kherkov,The People's Empire of Kherkov,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=purple_empire,The Battle-Ready Legions of Purple Empire,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=ghanhayel,The Empire of Ghanhayel,Psychotic Dictatorship,Unheard Of,Very Strong,Outlawed
nation=pino_grand_fenwick,The Panhellenic Imperium of Pino Grand Fenwick,Father Knows Best State,Good,Frightening,Rare
nation=greater_continent,The Empire of Greater Continent,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=jungles_of_klesh,The Oppressed Indigenous Eladeni of Jungles of Klesh,Father Knows Best State,Good,Frightening,Unheard Of
nation=the_oracai_templar_order,The Theocratic Crusader State of The Oracai Templar Order,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=west_calypso,The Red Bolivarian States of West Calypso,Psychotic Dictatorship,Outlawed,Reasonable,Outlawed
nation=askatopia,The PS2 Puppet of Askatopia,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=upper-africa,The Superstate of Upper-Africa,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=emporer_pudu,The Pantokratic Dominate of Emporer Pudu,Iron Fist Consumerists,Rare,Frightening,Unheard Of
nation=confederate_states_utopia,The Republic of Confederate states utopia,Father Knows Best State,Some,Frightening,Outlawed
nation=rekasneg,The Power and Glory of Rekasneg,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=xanthii,The Empire of Xanthii,Psychotic Dictatorship,Rare,Frightening,Outlawed
nation=humbledonia,The Democratic Republic of Humbledonia,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=democratic_peoples_society_of_mechanisia,The Dictatorship of Democratic Peoples Society of Mechanisia,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=gothic_vandelia,The Machiavellian State of Gothic Vandelia,Inoffensive Centrist Democracy,Good,Frightening,Average
nation=clarkstan,The Federal Republic of Clarkstan,Liberal Democratic Socialists,Some,Frightening,Superb
nation=vipermartian,The KINGDOM of VIPERMARTIAN,Democratic Socialists,Average,Frightening,Few
nation=scottfire,The Anime 95X Express Bus of Scottfire,Psychotic Dictatorship,Outlawed,Very Strong,Outlawed
nation=the_united_republic_of_the_helghan_race,The Ascended Ultranationalists of The United Republic of the Helghan Race,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=soviet_felines,The Dominion of Soviet Felines,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=vlarissia,The Shrekacratic Ogres Republic of VlaRiSsiA,Psychotic Dictatorship,Outlawed,Frightening,Unheard Of
nation=drunkerland,The Holly Red Drunken Tyranny of Drunkerland,Psychotic Dictatorship,Few,Frightening,Unheard Of
nation=abu_ammar,The Holiest Flavor of ABU AMMAR,Father Knows Best State,Some,Frightening,Unheard Of
nation=new_moravia,The Democratic People's Republic of New Moravia,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=caladraxia,The Theocracy of Caladraxia,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=austington,The Wulfe-Warriors of Austington,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=trooporia,The Federal Republic of Trooporia,Iron Fist Consumerists,Unheard Of,Thriving,Outlawed
nation=zarynceion,The Empire of Zarynceion,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=automagfreek,The Dread Empire of Automagfreek,Inoffensive Centrist Democracy,Very Good,Frightening,Below Average
nation=empire_of_majorca,The Empire of Empire of Majorca,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=mukadastan,The Theocratic Caliphate of Mukadastan,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=the_woefully_uninformed_marx_followers,The Most Glorious Peoples of The Woefully Uninformed Marx Followers,Iron Fist Consumerists,Unheard Of,Frightening,Unheard Of
nation=firzograd,The Dictatorship of Firzograd,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=cult_of_extinction,The Mechanism of Cult of Extinction,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=the_eurasian_sfsr,The Dictatorship of The Eurasian SFSR,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=euarsia,The Dictatorship of Euarsia,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=franchina,The United Socialist Alliance of Franchina,Psychotic Dictatorship,Unheard Of,Frightening,Rare
nation=the_iron_stars,The Elder Empire of The Iron Stars,Inoffensive Centrist Democracy,Some,Frightening,Few
nation=the_ebony_republic,The Delmah Confederacy of The Ebony Republic,Corrupt Dictatorship,Some,Frightening,Rare
nation=unielvan_millorvium,The United Directorate of Unielvan Millorvium,Corrupt Dictatorship,Average,Frightening,Unheard Of
nation=allistair_union,The Almighty Allirian Kingdom of Allistair Union,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=penarastaria,The Glorious State of Penarastaria,Iron Fist Consumerists,Unheard Of,Frightening,Outlawed
nation=kyldellian_halon,The Third Social Alliance of Kyldellian Halon,Inoffensive Centrist Democracy,Good,Frightening,Good
nation=imperial_therkar,The Dominion of Imperial Therkar,Iron Fist Consumerists,Rare,Frightening,Outlawed
nation=sicilian_imperial-capitalist_empire,The Empire of Sicilian Imperial-Capitalist Empire,Iron Fist Consumerists,Few,Frightening,Outlawed
nation=klesh,The Holy Empire of Klesh,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
nation=achaian_morea,The Montferrati Dominion of Achaian Morea,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=hardonius,The Wülfsreich of Hardonius,Corporate Police State,Rare,Frightening,Unheard Of
nation=great_indoriaska,The Armata Defendria Offensiva of Great Indoriaska,Democratic Socialists,Some,Frightening,Below Average
nation=jar_wattinree,The Star Fox of Jar Wattinree,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=the_ascendant_hive,The Social Darwinist Imperium of The Ascendant Hive,Iron Fist Consumerists,Unheard Of,Frightening,Rare
nation=engala,The Absolute Dictatorship of Engala,Father Knows Best State,Some,Frightening,Unheard Of
nation=supreme_authority,The Dominion of Supreme Authority,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=reikmarch,The United Empire of Reikmarch,Psychotic Dictatorship,Unheard Of,Frightening,Outlawed
nation=edgar_the_poodle,The Squeaky toy of Edgar the poodle,Psychotic Dictatorship,Outlawed,Thriving,Unheard Of
nation=spetsnaz_gru,The Russian Military State of Spetsnaz GRU,Iron Fist Consumerists,Outlawed,Good,Rare
nation=the_black_cathedral,The Sawtooth Badlands of The Black Cathedral,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=kristallium,The Armed Republic of Kristallium,Democratic Socialists,Average,Frightening,Below Average
nation=random_one,The GV Corporal of Random One,Iron Fist Consumerists,Few,Frightening,Rare
nation=cthonian_wasteland,The Architeuthis Dux of Cthonian Wasteland,Inoffensive Centrist Democracy,Excellent,Frightening,Below Average
nation=odrissia,The Technologist Enclave of Odrissia,Iron Fist Consumerists,Unheard Of,Frightening,Few
nation=martis_urbe,The Divinus Imperium of Martis Urbe,Democratic Socialists,Good,Frightening,Very Good
nation=basementees,The Burman Kakistocracy of Basementees,Democratic Socialists,Very Good,Frightening,Average
nation=the_soviet_union_of_dictators,The Grand Dictatorship of The Soviet Union of Dictators,Psychotic Dictatorship,Unheard Of,Frightening,Unheard Of
nation=kazakh_astana,The Federal Commonwealth of Kazakh Astana,Democratic Socialists,Very Good,Frightening,Average
nation=synarchist_neminoetr,The Free Empire of Synarchist Neminoetr,Corrupt Dictatorship,Some,Frightening,Outlawed
nation=pyromany,The Fascist Reich of Pyromany,Iron Fist Consumerists,Few,Frightening,Rare
nation=south_reinkalistan,The People's Federation of South Reinkalistan,Psychotic Dictatorship,Outlawed,Frightening,Outlawed
nation=ugandan_isles,The Dictatorship of Ugandan Isles,Iron Fist Consumerists,Outlawed,Frightening,Outlawed
nation=biblemanstan,The Zealous Crusader Theocracy of Biblemanstan,Iron Fist Consumerists,Some,Frightening,Unheard Of
nation=pencil_sharpeners_2,The Panda of Pencil Sharpeners 2,Compulsory Consumerist State,Average,Frightening,Rare
nation=a_cluster_of_cute_hispanic_girls,The Adorableness of A Cluster Of Cute Hispanic Girls,Psychotic Dictatorship,Rare,Frightening,Rare
nation=wentsworth,The United Republic States of Wentsworth,Father Knows Best State,Below Average,Frightening,Rare
nation=testlandstuff,The Oppressive Evil Empire of Testlandstuff,Iron Fist Consumerists,Outlawed,Frightening,Unheard Of
